code,name,credits,description
MIN 5600,Biblical Foundations of Leadership: ,0,"This course looks at the life of Jesus to learn from Him as the Master Teacher, Leader and Discipler. 
Students will explore Scripture and the lives of other godly men and women to gain a composite picture 
of leadership that addresses heart issues in the lives of people they will lead. Leadership from a biblical 
perspective will be countercultural and address issues of pride vs. humility, how we view failure/success 
and taking initiative in a Spirit-driven process. Students will have the opportunity for hands on 
integration of theory with practice as they process the course concepts in life with others in a relational 
context of ministry. 
 
Counseling  
 "
MIN 5500,Counseling Theories ,Three,"In this course, students will examine today’s predominant counseling theories in order to develop their 
own biblical framework in which they will provide counsel to others. The focus of the course is to help 
discern God’s pathway to proper biblical counseling. Three hours. 
"
MIN 5700,Counseling Methods and Techniques ,Three,"This course will examine the various skills, methods and techniques used by a Christian or Pastoral 
Counselor to effectively minister to those being counseled. An aspect of the course is how to use the 
Bible and prayer in counseling, and direction on when to refer to other professionals. Three hours. "
MIN 5900,Pre-Marital and Marital Counseling ,Three,"This course will examine how to effectively engage in pre-marital counseling to help couples prepare for 
marriage and to help couples who are struggling in their marriage. Various theories, skills and 
techniques of marriage counseling will be discussed. Three hours. "
MIN 6200,Counseling Common Problems ,Three,"This course will examine how to counsel people who encounter negative emotions such as anxiety, 
depression, guilt and fear and help navigate these issues from a biblical perspective. The focus will be on 
how God can help people deal with the emotional side of their lives by looking at Scripture and allowing 
God to move them into places of spiritual transformation. Three hours. "
PM 6160,Biblical Psychology ,Three,"This course will examine the relationship between the fields of psychology and theology. A theology of 
“integration” will be presented, along with discussions concerning specific “psychological” topics (i.e. 
personality, sensation/perception, self-esteem, etc.) from a biblical vantage point. A biblical discussion 
of depression and anxiety will be an aspect of this course, along with how one would use this material to 
counsel/minister to others.  Three hours.  "
PM 6060,Legal and Ethical Issues in Pastoral Counseling ,Three,"This course is designed to develop a broad biblical knowledge base, critical thinking and ethical decision-
making skills for pastoral counselors. A focus will be given to a high standard of personal and 
professional ethics to enhance pastoral counseling that is above reproach. Three hours. Three hours. 
Technology 
 "
PM 5180,Technology & Media in Ministry ,Three,"This course addresses the everchanging media technology challenges that ministries face 
today. This course identifies the ever changing and complex landscape of media technology in a media-
centric society and how ministries can use modern media effectively to communicate the life-changing 
message of Jesus Christ. Three hours. 
 "
PM 5190,Worship Arts ,Three,"This course is designed to address corporate worship within the context of media   technology. This 
course acknowledges the need for technology to accomplish tasks as well as produce creative media rich 
environments for worship experiences. Three hours. 
 "
PM 6070,Creative Communication Strategies ,Three,"A comprehensive approach to building mission-driven and culturally-sensitive ministry 
communications.  Involves integration of traditional, social, and digital media for providing 
relevant information, inspiration, instruction, marketing, and promotion to ministry stakeholders. Three 
hours. 
 
 
"
PM 6180,Organizational Tools ,Three,"A comprehensive sweep of organizational and educational technology for more efficient ministry and 
effective teaching in 21st Century ministry.  Includes identification of ministry-related categories in 
which technology may be useful, in addition to investigating specific tools (software, hardware, services) 
that can meet practical ministry needs. Three hours. 
 "
PM 6240,Developing Tech Talent ,Three,"An overview of the biblical importance of equipping and its relationship to ministry teams in the 
local church.  Special attention given to identifying, cultivating, training, and deploying skilled 
teams of tech leaders for ministry. Three hours. 
 "
PM 6840,Tech Ministry Internship ,application,"The practical application and integration of technology tools within a ministry setting.  Includes 
some topically-guided course content, in addition to a required practical internship and 
application hours.  This internship may be a paid or volunteer role, and involves direct 
interaction with an onsite-or-off-ministry-site technology-ministry specialist or media minister. Three 
hours. 
 
Leadership and Management 
 "
PM 7010,Ministry Leadership ,Three,"Ministry Leadership Through the use of reading and writing assignments, online discussions, pastoral 
interviews, and a self-assessment and action plan paper, the following leadership topics will be covered: 
servant leadership, mentoring, visionary leadership, and leading as a change agent. Eight weeks of 
course work will be conducted independently and on-line, culminating in a final paper. Three hours. 
 "
PM 6170,Ministry Administration ,Three,"A theological and practical analysis of administrative principles as they apply to the effective leadership 
of church and parachurch agencies. Special attention will be given to a balanced relationship between 
effective administrative functions and ministry. Three hours. 
 "
PM 5070,Equipping other for ministry ,Three," Equipping others for ministry is a part of our calling from God (Eph. 4:11-13). But how do we work with 
others so that we reach maturity together? This course will help you see that ministry is not just about 
doing the ministry yourself, but teaching others to join you in various arenas of ministry. You will learn 
about God’s equipping ministry in your own life, and be challenged to imitate His methods of entrusting 
others with redemptive work through His Spirit. The class will explore various methods of equipping 
others, including mentoring, coaching and modeling, and will address the challenges of recruiting, 
training and retaining volunteers or key staff members. Three hours. 
 "
PM 5040,Interpersonal Communication and Conflict Management ,Three," Theoretical principles of interpersonal communication and conflict management skills will be applied to 
ministry settings in order to equip the learner to work more effectively with a variety of people in 
diverse settings. Through course material, individual reflection, and small group experiences, learners 
will explore the biblical foundations of relationships, personal relating style, small group dynamics, and 
roles and conflict management skills. The focus of this course contains principles for evaluating 
relational maturity, elements that help and hinder spiritual community and skills for dealing with conflict 

in healthy ways utilizing effective communication skills necessary for personal and ministerial 
development. Three hours. 
 "
PM 6560,Team Leadership ,Three,"The student will study the biblical principles that mandate teamwork within organizational structures. 
Group formation and group development will be analyzed, as well as the intricacies of coaching and 
mentoring to identify team effectiveness that establishes organizational community. Three hours. 
 "
PM 6570,Strategic Thinking and Planning ,credit,"An in-depth study of how ministry leaders can become strategic thinkers and use creative and 
systematic processes. The focus will be on developing the practices of strategic planning for ministry 
effectiveness by using key concepts, tools, and principles of strategy formation. Three credit hours.  
 "
TH 7100,Advanced Systematic Theology ,Three,"Building on a foundation of basic orthodox systematic theology, students will explore the issues that 
create tensions within a theological system. Particular attention will be focused on contemporary 
theological questions relating to topics such as inspiration, the nature of God, personal eschatology, etc. 
Students will be expected to prepare position papers, which are to be defended in class. Prerequisites: 
TH 505 and TH 506 or their equivalents. Three hours. 
Old Testament Studies 
Since the Old Testament, like the New, is divinely inspired, it must be given serious attention as an 
indispensable source for doctrine, correction, and spiritual growth. Its narratives provide hundreds of 
examples of God’s dealings with humankind, and by this we gain important insights into the heart of 
God and His expectations for His people. Its poetry exhibits the joys and agonies of those who pursued 
godliness, and its prophecies reveal God’s concern for Israel in ancient times as well as the future. The 
Old Testament is critical to the work of the pastor or Christian leader in preaching, teaching, discipling, 
counseling, and dealing with the challenges of administration. 
The seminary, therefore, requires all M.Div. candidates to acquire the ability to translate the Hebrew 
text of the Old Testament, to gain some practical work in the field of scientific exegesis, and to study the 
methods and results of biblical archaeology, literary criticism, and ancient near eastern backgrounds. 
The ultimate goal of these disciplines is not for mere intellectual entertainment, but to enable the 
student to present the theological, historical, and practical truths of the Old Testament through 
expository preaching and teaching. "
OT 5065,Old Testament Survey - Course offered online only ,Three,"An introduction to the Old Testament with special reference to background, historical setting, literary 
composition, theology and message. After successfully completing this course, the student should be 
able to demonstrate a knowledge of background issues which introduce one to the study of various 
concepts of the Old Testament, the historical milieu of each Old Testament book studied, the purpose 
and general content of each Old Testament book studied, the use of the Old Testament in modern 
ministry, and the foundation the Old Testament provides for the New Testament. Three hours. 
 "
OT 5000,Old Testament Introduction ,Three,"An introduction to the Old Testament with special reference to background, historical setting, literary 
composition, theology and message. After successfully completing this course, the student should be 
able to demonstrate a knowledge of background issues which introduce one to the study of various 
concepts of the Old Testament, the historical milieu of each Old Testament book studied, the purpose 
and general content of each Old Testament book studied, the use of the Old Testament in modern 
ministry, and the foundation the Old Testament provides for the New Testament.  Three hours.  
 
"
OT 6010,Old Testament Theology ,Three,"An overview of the content, history, and theology of the Old Testament as it serves as a foundation for 
understanding the New Testament, for the church and the Christian life. Special attention is given to the 
development of Old Testament theology and major Old Testament themes. Students with no prior 
background in Old Testament studies may be required to complete assignments that will provide a 
survey of the Old Testament. Three hours.  MIN 5205, BIB 4215. "
OT 6040,Biblical Hebrew I ,Three,"This course introduces the student to the essentials of biblical Hebrew with emphasis on phonology, 
morphology, syntax, and vocabulary. The student will learn how to pronounce and read biblical Hebrew, 
the form and function of the noun and verb, the basic syntax of Hebrew words, phrases, and clauses.  
Three hours. "
OT 6050,Biblical Hebrew II ,Three,"This course further considers elements of Hebrew grammar at the beginning level with a focus on the 
regular verb, vocabulary, and intermediate syntax. The student will build on the foundation laid in OT 
604, Biblical Hebrew I. Prerequisite: OT 6040. Three hours. "
OT 6060,Biblical Hebrew III ,Three,"This course further considers Hebrew grammar and vocabulary at the intermediate level with a focus on the 
remaining stems and the Hebrew weak verb. Designed to prepare the advancing Hebrew student for 
exegetical study by a detailed consideration of Hebrew syntax and the reading and translating of selected 
texts. Prerequisite: OT 6050. Three hours. "
OT 7020,Old Testament Research Project  ,Three,"Careful exegetical research into an issue or problem relating to the Old Testament text or its 
interpretation or application. The research is to be written up in a 25 page formal paper. For topic 
approval and writing guidelines, the student must contact the chair of the Department of Old Testament 
Studies. Three hours. "
OT 7040,Hebrew Exegesis I ,Three,"This course is a practical study of the procedures for doing sound exegesis in the various portions of the 
Old Testament. The method will include the study of syntax, words, poetics, textual criticism, biblical 
theology, and practical exegetical exposition in the different genres of the Hebrew Bible. The student 
will be introduced to the electronic tools available to aid in the preparation of sound, biblically-based 
sermons/lessons. The course is designed to help the student prepare for the future use of the skills in 
the ministry of the Word. Prerequisite: OT 6050. Three hours. "
OT 7050,Hebrew Exegesis II ,Three,"An exegetical study of selected portions of the Hebrew Old Testament in the original language designed 
to show its theological, expository, and practical values. Prerequisite: OT 7040. Three hours. 
"
OT 7420,Advanced Hebrew Exegesis ,Three,"Further exegetical study of selected portions of the Hebrew Old Testament including wisdom literature 
and poetry, designed to show their theological, expository, and practical values. Prerequisite: OT 7050. 
Three hours. "
GRE 1010,New Testament Greek I ,Zero,"This course introduces the student to the essentials of biblical Greek with emphasis on phonology, 
morphology, syntax, and vocabulary. The student will learn how to pronounce and read biblical Greek, 
the forms and functions of the various parts of speech, and the basic syntax of Greek words, phrases, 
and clauses. Zero hours. "
GRE 1020,New Testament Greek II ,0,"This course further introduces the student to the essentials of biblical Greek with emphasis on 
phonology, morphology, syntax, and vocabulary. The student will grow in the ability to pronounce and 
read biblical Greek, the forms and functions of the various parts of speech, and the basic syntax of Greek 
words, phrases, and clauses Students will also begin study of Greek grammar and vocabulary at the 
intermediate level. It is designed to prepare the advancing Greek student for exegetical study by a 
detailed consideration of Greek syntax and the reading and translating of selected texts. Prerequisite: "
NT 5320,New Testament Survey - Course offered online only ,Three,"This course introduces the New Testament with special reference to background, historical setting, 
literary composition, theology and message.  After successfully completing this course, the student 
should be able to demonstrate a knowledge of background issues which introduce one to the study of 
various concepts of the New Testament, the historical milieu of each New Testament book studied, the 
purpose and general content of each New Testament book studied, the relationship between the New 
and Old Testaments, and the use of the New Testament in modern ministry. MIN 5210. Three hours. 
 "
NT 7040,or equivalent. One to three hours. ,Three,"NT 7020 New Testament Research Project 
Careful exegetical research into an issue or problem relating to the New Testament text or its 
interpretation and application. The research is to be articulated in a major research paper (length 
determined by the professor). For topic approval and writing guidelines, the student must contact the 
Professor of New Testament Studies. Three hours. "
NT 7040,Greek Exegesis I1 ,Three,"This course is a practical study of the procedures for doing sound exegesis in the various portions of the 
New Testament. The method will include the study of syntax, words, poetics, textual criticism, biblical 
theology, and practical exegetical exposition in the different genres of the Greek New Testament. The 
student will be introduced to the electronic tools available to aid in the preparation of sound, biblically-
based sermons/lessons. The course is designed to help the student prepare for the future use of the 
skills in the ministry of the Word. Prerequisite: GRE 1020. Three hours. "
NT 7050,Greek Exegesis II ,Three,"An exegetical study of selected portions of the Greek New Testament in the original language designed 
to show its theological, expository, and practical values. Prerequisite: NT7040. Three hours. "
NT 7420,Advanced Greek Exegesis ,Three,"This course examines further the exegetical study of selected portions of the Greek New Testament (as 
determined by the professor), designed to show their theological, expository, and practical values. 
Prerequisite: NT7050. Three hours. 
"
PM-5160,Discipleship Methods,Three,"A biblical and theological study of Christian discipleship. Includes insight, strategies, and methods 
ministers can use in the development of both personal and ministry-wide discipleship relationships and 
programing. Three hours.
 
"
PM 5040,Interpersonal Communication and Conflict Management ,Three,"Theoretical principles of interpersonal communication and conflict management skills will be applied to 
ministry settings in order to equip the learner to work more effectively with a variety of people in 
diverse settings. Through course material, individual reflection, and small group experiences, learners 
will explore the biblical foundations of relationships, personal relating style, small group dynamics, and 
roles and conflict management skills. The focus of this course contains principles for evaluating 
relational maturity, elements that help and hinder spiritual community and skills for dealing with conflict 
in healthy ways utilizing effective communication skills necessary for personal and ministerial 
development. MIN 5005. Three hours. 
 "
PM 5080,Pastoral Ministry Skills ,0,"A biblical, theological, and practical consideration of the pastor’s call, character, and ministry 
responsibilities. Instruction will focus on pastoral skill development in areas such as leadership, public 
speaking, worship service coordination, pastoral care, disciple-making, administering the ordinances, 
and conducting weddings and funerals.  
 "
PM 5560,Exegetical Resources and Tools ,0,"This course provides the student with the knowledge and skills necessary for the accurate studying and 
applying of Scripture as a key to their vocational ministry. In this course the student will be introduced 
to the necessary tools, both online and printed, as well as various methods and tools necessary for a 
comprehensive and faithful study of Scripture. 
 "
PM 6010,Spiritual Formation ,Three,"This course investigates the biblical and personal foundations of spiritual growth known theologically as 
sanctification. It is designed to help the learner understand the impact of family history, personal 
development and life experiences on one’s theological outlook, emotional maturity, relational patterns, 
moral decisions and ministry effectiveness. Through personal prayer projects, experiential learning and 
small group interaction, learners will gain a richer sense of self-awareness in order to open more deeply 
to the love and truth of God. This integrative course attempts to connect theological truth to life in 
order to explore God’s design for growth and how the individual might cooperate within the context of a 
developing relational Christian spirituality. MIN 6010. Three hours. "
PM 6210,Expository Preaching and Teaching ,0,"This course is designed to provide instruction and experience in the process of communicating God’s 
truth to people through the avenues commonly referred to as “teaching” and “preaching”. It introduces 
a functional methodology of organizing and developing the components of sermons, and examines 
issues related to the bridging of exegesis and exposition. It also explores some of the elements of how to 
“connect” with contemporary audiences and maintain their attention. Learning will be accomplished 
through (a) classroom instruction, dialogue, and group activities and (b) a preaching/teaching lab 
experience. This lab experience is intended to provide an environment where the student may gain 
benevolent feedback while perfecting skills in the oral presentation of biblical truth. Prerequisite: "
PM 6220,Advanced Preaching Seminar ,credit,"This is a 3 credit hour course that is dedicated to building upon the instruction and experience gained 

through PM 6210 Expository Preaching and Teaching (which is a prerequisite).  It will address an array of 
sermonic issues—content, form, delivery—and especially will seek to identify ways of handling different 
biblical genres and different sermon focuses (e.g., evangelistic, doctrinal, etc.). The course will also 
encourage experience in creative methodologies of preaching, methodologies designed to impact 21st 
century listeners. Prerequisite: PM 6210 Expository Preaching and Teaching. MIN 5345. Three hours. 
 "
PM 6340,Ministry Preaching & Teaching ,Three,"This course is designed to provide instruction and experience in the process of communicating God’s 
truth to people.  It introduces methodology of organizing and developing the components of sermons 
and examines issues related to the bridging of exegesis and exposition.  It also explores some of the 
elements of how to “connect” with contemporary audiences and maintain their attention.  Learning will 
be accomplished through digesting class lectures, reading textbooks, discussion of teaching, 
methodology, constructing and delivering sermons, processing the feedback of others and engaging in 
self-assessment. MIN 5340. Three hours. 
 "
PM 6460,Ministry Philosophy for the Church – Course offered online only ,0,"This course seeks to promote appropriate ministry perspectives especially as applied to the local church 
in North America. Two main areas will receive attention: 1) the attitudes and responsibilities of a servant 
leader of the local church, and 2) a philosophy of local church ministry. In addition, a variety of specific 
applications of New Testament ecclesiology are discussed and applied to contemporary life and ministry. "
PM 6600,Principles & Practice of Prayer ,Three,"This course will take an in-depth look at prayer as God’s means of leading and strengthening faithful 
servants for His work among Christians and non-Christians of this age. Christian ministry depends on an 
intimate walk with God for stability and ongoing effectiveness of the ministerial servant, for spiritual 
formation in the lives of those to whom we minister, and for the strategic planning necessary for 
effective missional ministry. Not only will the theology and instructions about prayer be examined, but it 
will be practiced in meaningful ways throughout the seminar. (PG) PM 8250, MI 6600, MIN 6600. Three 
hours. "
PM 7000,Leadership in the Local Church ,Three,"Through the use of reading and writing assignments, pastoral interviews, and a self-assessment and 
action plan paper, the following leadership topics will be covered: servant leadership, mentoring, 
visionary leadership, and leading as a change agent.  Three hours. "
PM 7010,Ministry Leadership ,Three,"This course is designed to strengthen leadership skills for ministry.  A study and interaction with these 
topics will implement that purpose: servant leadership, mentoring, visionary leadership, and leading as a 
change agent.  The methods will include reading and writing assignments, online discussions, pastoral 
interviews, a self-assessment and an action plan paper. The course work will be conducted 
independently, culminating in final papers.  The prof will address the topic of the week.  MIN 5320. 
Three hours. 
 
"
PM 7120,Local Church Ministry in the 21st-Century ,Three,"This course will seek to explore some underlying dynamics of local church life, along with some of the 
dominant ministry styles of contemporary North American churches, including both attractional and 
missional models. Focus will also include church assessment paradigms, a consideration of change 
strategies, and discussion of prevailing attitudes in our society toward the church.  A substantial 
component of the course will include involvement in an off-campus experience designed to expose the 
student to urban ministries.  Three hours. "
PM 7325,"Practical Ministry Apprenticeship: Evangelism, Discipleship, and Missions ",credit,"The apprenticeship is designed to foster growth in the student’s readiness for leadership and servant 
ministry in a local church, ministry organization or mission.  The apprentice will work under the 
mentorship of an experienced ministry professional who, in cooperation with Grace Seminary, will give 
assignments, evaluate the student’s fulfillment of assignments and meet regularly with the apprentice. 
The student will provide to Grace Seminary evidence of having accomplished a specific number of 
competencies, the number depending on the credit hours being granted for the apprenticeship.  The 
student will be required to complete a small amount of academic work (books read, papers written, 
etc.), the amount to be commensurate with the credit hours being granted for the apprenticeship.   
Three hours. "
PM 5040,Interpersonal Communication and Conflict Management ,0,"Theoretical principles of interpersonal communication and conflict management skills will be applied to 
ministry settings in order to equip the learner to work more effectively with a variety of people in 
diverse settings. Through course material, individual reflection, and small group experiences, learners 
will explore the biblical foundations of relationships, personal relating style, small group dynamics, and 
roles and conflict management skills. The focus of this course contains principles for evaluating 
relational maturity, elements that help and hinder spiritual community and skills for dealing with conflict 
in healthy ways utilizing effective communication skills necessary for personal and ministerial 
development.  "
PM 5070,Equipping Others for Ministry ,Three,"This course will help you see that ministry is not just about doing the ministry yourself, but teaching 
others to join you in various arenas of ministry.  You will learn about God’s equipping ministry in your 
own life, and be challenged to imitate His methods of entrusting others with redemptive work through 
His Spirit.  The class will explore various methods of equipping others, including mentoring, coaching and 
modeling, and will address the challenges of recruiting, training and retaining volunteers or key staff 
members. MIN 5110. Three hours. 

 "
MI 5250,  Understanding and Engaging Culture  ,Three,"This course examines culture.  It explores the roots of culture as a foundational and overarching 
expression of humanities vocations as “imaging” of God in Scripture. The subsequent harmonies and 
dissonances between historical expressions of culture and Christianity are analyzed and discussed.  Also, 
contemporary expressions of popular digital culture, film, video and music, will be selectively surveyed 
with an eye to developing the capacity to constructively and critically engage culture as 
Christians.  Three hours 
 "
PM 5340,Women in Scripture ,Three,"Students will explore the various roles women played in the OT against the backdrop of the ancient 
world. They will investigate ways that Jesus elevated the status of women and how NT passages 
describe the function of women within the Christian community. Using modern theories on the role of 
women—hierarchical, complementarian, and egalitarian—students will seek to define a biblical 
approach to contemporary questions about the role of women. MIN 5360. Three hours. "
PM 5550,Biblical Foundations of Leadership ,Three,"This course looks at the life of Jesus to learn from Him as the Master Teacher, Leader and Discipler.  
Students will explore Scripture and the lives of other godly men and women to gain a composite picture 
of leadership that addresses heart issues in the lives of people they will lead.  Leadership from a biblical 
perspective will be countercultural and address issues of pride vs. humility, how we view failure/success 
and taking initiative in a Spirit-driven process.  Students will have the opportunity for hands on 
integration of theory with practice as they process the course concepts in life with others in a relational 
context of ministry. MIN 5600. Three hours. 
 "
PM 5730,Soul Care in Leadership ,Three,"This class will examine how to journey with others in the midst of their questions and pain. Instead of 
trying to fix others in pain, soul care attempts to incarnate the presence of God in the life of another and 
allow God to use you to be his hands and feet. Part of this process is learning how to listen to the Spirit 
of God and attend to another in the midst of their journey. The learner will have the opportunity to see 
and reject patterns of self-talk (based on the flesh) in order to embrace Spirit-led patters of soul talk. 
The care of souls is an interpersonal part of ministry leadership that often gets overlooked in our 
program-driven church context. This class will help to equip ministry leaders in their role as shepherd to 
the flock entrusted to their care. MIN 5820. Three hours. 
  
Pastoral Counseling Studies "
PM 5330,Counseling Theories ,Three,"In this course, students will examine today’s predominant counseling theories in order to develop their 
own biblical framework in which they will provide counsel to others. The focus of the course is to help 
discern God’s pathway to proper biblical counseling. MIN 5500. Three hours. "
PM 5520,Counseling Methods and Techniques ,Three,"This course will examine the various skills, methods and techniques used by a Christian or Pastoral 
Counselor to effectively minister to those being counseled. An aspect of the course is how to use the 
Bible and prayer in counseling, and direction on when to refer to other professionals.  MIN 5700.       
Three hours.  
 
"
PM 5800,Pre-Marital and Marital Counseling ,Three,"This course will examine how to effectively engage in pre-marital counseling to help couples prepare for 
marriage and to help couples who are struggling in their marriage. Various theories, skills and 
techniques of marriage counseling will be discussed. MIN 5900. Three hours. "
PM 6160,Biblical Psychology ,Three,"This course will examine the relationship between the fields of psychology and theology. A theology of 
“integration” will be presented, along with discussions concerning specific “psychological” topics (i.e. 
personality, sensation/perception, self-esteem, etc.) from a biblical vantage point. A biblical discussion 
of depression and anxiety will be an aspect of this course, along with how one would use this material to 
counsel/minister to others. Three hours. 
Intercultural Studies and World Missions 
The Department of Intercultural Studies and World Mission is aimed at instilling in the heart of every 
student, a world vision and a passion for reaching that world. The curriculum is prepared to meet the 
needs of both experienced missionaries desiring graduate study as well as eager recruits preparing for 
cross-cultural ministry. Four things characterize this program: vision for global ministry, prayer and the 
recognition of dependence on God’s strength, skill development for effective intercultural ministry, and 
teamwork to multiply spiritual energies. "
MI 5010,Biblical Theology of Missions ,Three,"A course on the biblical basis and theological framework for world mission showing how that endeavor 
is the purpose of God as he reaches out to his creation. God is a missional God and all theology has a 
missional purpose since it concerns the God of mission and the mission of God. The course develops the 
concepts of how theological categories are inherently missiological and missiological categories 
intensely theological. DI 8530, MIN 6100.  Three hours. 
  "
MI 5120,Eastern World Religions ,Three,"In this course the belief systems of major religions originating and concentrated in the Eastern world are 
studied with a view to understanding why the tenets make sense and drive behavior for the adherents. 
How each religion affects the host culture and how the culture affects the religion will be explored. The 
inadequacies of each belief system will be discussed in light of the adequacy of Christianity, but an 
introductory understanding of biblical theology is assumed.   Religions covered in the course include 
Hinduism, Buddhism, Jainism, Sikhism, Chinese Popular Religion (Taoism and Confucianism, with 
reflections of Taoism in Native American Religion), and Shintoism. These will be introduced with a short 
Theology of Religions.  Three hours. "
MI 5130,Middle-Eastern World Religions ,Three,"In this course the belief systems of major religions originating and concentrated in the Middle East are 
studied with a view to understanding why the tenets make sense and drive behavior for the adherents. 
How each religion affects the host culture and how the culture affects the religion will be explored. The 
inadequacies of each belief system will be discussed in light of the adequacy of Christianity, but an 
introductory understanding of biblical theology is assumed.   Religions covered in the course include 
Judaism, Islam, Baha’i, Zoroastrianism (Zarathustrism), and African Animism. These will be introduced 
with a short Theology of Religions and comments on why various religions have similarities with others.  
Three hours. 
"
MI 5250,  Understanding and Engaging Culture ,Three,"This course examines culture.  It explores the roots of culture as a foundational and overarching 
expression of humanities vocations as “imaging” of God in Scripture. The subsequent harmonies and 
dissonances between historical expressions of culture and Christianity are analyzed and discussed.  Also, 
contemporary expressions of popular digital culture, film, video and music, will be selectively surveyed 
with an eye to developing the capacity to constructively and critically engage culture as 
Christians.  Three hours 
 "
MI 5300,Encountering Islam ,Three,"This course will cover the origins of Islam as well as its beliefs and practices from both the Qur’an and 
the Hadith literature and traditions. The life of Muhammad and the Qur’an itself will be studied from the 
standpoint of original Muslim sources. Faith and practice in modern-day Islam in its various forms, 
Islam’s response to Christianity, and Christianity’s response to Islam will be explored. Students will 
research and present findings on issues in Islam. Practical ways to reach out to Muslims will be 
discussed. DI 8200, IM 8300. Three hours. "
MI 5540,Ministry & Cultural Diversity ,Three,"The goals for this course are (1) to give Christian ministry students as awareness of the nature of cultural 
systems and how they affect ministry in multi-cultural settings and (2) to give them insights, methods, 
and skills for adapting their perspective and activities for a relevant ministry to those of other cultural 
backgrounds. MIN 5310. Three hours. 
 "
MI 6030,Intercultural Communication ,Three,"A study of the principles and processes of communicating effectively with people from a second cultural 
context. The course focuses on functional perception and how cultural worldview, beliefs, and values 
affect that through the personal perception of each individual. The shaping of the message, style of 
communication, and communication networks for each cultural context are explored with a view to 
penetrating each culture as deeply as possible with the Gospel. The dangers of ethnocentrism and some 
current methods of contextualization are discussed. PM 5490, PM 8620, DI 8030, IM 8620, MIN 6400.  
Three hours. "
MI 6060,Applied Cultural Anthropology ,Three,"The nature of man and how his culture affects him are explored with a view to how this, in turn, affects 
ministry in intercultural contexts. Worldview assumptions and resulting values, beliefs, behavior, and 
attitudes are studied as to how they affect the person in his perception and understanding of the 
physical and spiritual world around him and, ultimately, his understanding of the Gospel. Social 
organization is examined as to how it affects ministry strategy and the nature of culture change is 
investigated with a view to evangelism. MIN 6300. Three hours. "
MI 6080,Teamwork and Leadership Training in Missions ,Three,"The student will study the biblical principles that mandate teamwork in the world mission task 
concentrating on the unity of the Godhead as the ultimate model for all unified human relationships. 
Attention is given to God’s model of reproducing reproducers as His intended normative approach to 
leadership. The transcultural application of the relationship of Father, Son and Holy Spirit will be 
carefully studied.  Three hours. "
MI 6090,Principles of Contextualization ,Three,"This course prepares the student to fit evangelism, church planting, church development, and relief 
ministries into the social and cultural context of the receiving people. It majors on preparing 
missionaries to plant Christianity in the soil of the targeted people group so it will grow up within their 

context rather than to spread a veneer of Christian values over that culture. The contextualization of 
methodology, theology, and forms and expressions in the local church is discussed. The danger of 
Western values being expressed in Bible interpretation and the importance of taking into consideration 
the religious worldview and the definitions used in the receiving culture are discussed. Emphasis is 
given, as well, to the differences of the cultural context within which the biblical text was written. 
Prerequisite: MI 6060. Three hours. DI 8040. 
 "
MI 6600,Principles and Practice of Prayer ,Three,"This course will take an in-depth look at prayer as God’s means of leading and strengthening faithful 
servants for His life and ministry. A large section at the outset of the course is dedicated to studying the 
prayer life and prayer teaching of our Lord Jesus Christ. Additionally, significant questions and issues 
about prayer are given careful study. Students are expected to establish a prayer partnership during the 
class to apply what they are learning. PM 6600, PM 8250, MIN 6600. Three hours.  "
MI 7290,Intercultural Apprenticeship  ,Six,"The Intercultural Apprenticeship is a guided experience and study program in a cross-cultural setting. It 
involves a culture discovery program for gaining insights into the target culture and understanding the 
people in their actual situation. It provides exposure to the culture in various areas and experience in 
various levels of evangelism, discipleship, and church development within this new environment giving 
the student practical, intercultural encounters for the exercise of the student‘s theoretical learning. 
Students also take a distance education course in mission history while in the cross-cultural context and 
can become a part of the ongoing history in that particular country.  Prerequisites: MI 6060 and MI 
6030. Six hours. 
 "
MI 7300,Cross-Cultural Internship/Apprenticeship   ,Twelve,"Achieving competence in a second culture can only come about if intercultural training is combined with 
experience in that culture that is concerned with discovery of the cultural system and building 
relationships of trust. It is the goal of the Cross-Cultural Internship to provide that experience and 
practice. The concepts covered in the courses of Applied Cultural Anthropology and Intercultural 
Communication will become operational in the actual context of the new culture providing for 
intentional adaptation. Complete culture discovery guidelines are provided and put into practice under 
the oversight of an experienced mentor in that cross-cultural context. Twelve hours. 
 "
DGM 5050,| DLC 5050 Orientation and Student Success ,Zero,"Students will be competent to enter the Deploy program, demonstrating understanding of its 
distinctives, tuition and billing, financial aid, student support services, academic policies, and enrollment 
and withdrawal information. Students will be competent to use key website throughout their Deploy 
program, including the Learning Management System (Canvas), the Portal, and Nelnet. Students will also 
demonstrate an ability to succeed in Deploy by doing reliable research and writing at a graduate level. 
Students will demonstrate this by knowledge and practice of: 1) proper format (Turabian), 2) guidelines 
to proper citation methods (preventing plagiarism), 3) grammatical structure and syntax, 4) 
compositional skills (thesis statement, topic sentence, providing evidence for claims, persuasion, clear 
structure, introduction and conclusion), 5) acquiring information from appropriate academic resources 
(e.g. scholarship: peer reviewed, edited/published materials). Zero hour prerequisite course.   "
DLC 5904,"and 5905 in lieu of DLC 5200-5202, or be permitted to ",0,"seek course substitution to fulfill their degree requirements. MDiv students are not permitted to seek 
course substitution to fulfill their degree requirements in light of the MDiv program’s overall reduction 
from 90 to 75cr. 
"
