code,name,credit hours,description
EXS 105,FOUNDATIONS OF EXERCISE SCIENCE,3,"This course introduces the student to various workplace settings as well as the various certification and licenses available in 
the health and fitness industry.  In addition, this course will provide and introduction to exercise program design through 
review of general principles for designing exercise programs."
EXS 150,PRINCIPLES OF HEALTH AND WELLNESS,3,"Core Area: Natural Science - Exercise Science 
This course is designed to assist students when making intelligent decisions throughout life in order to achieve an optimal 
level of wellness. Emphasis will be placed on the wellness concept and its relationship to fitness, nutrition, self-esteem, and 
stress management."
EXS 155,SPECIAL TOPICS,3,Special topics courses are offered periodically for topics not included in the established curriculum.
EXS 205,FOUNDATIONS OF SPORTS MANAGEMENT,3,"This class emphasized the key concepts and issues in various disciplines of the athletic/sports industry, and the relationship 
between areas of the athletic/sports industry.  The course will investigate financial, ethical, marketing and legal management 
principles and apply those topics to amateur, professional, and lifestyle sports settings."
EXS 210,ORTHOPEDIC SKELETAL ANATOMY AND RADIOLOGY FOR ORTHOPEDIC TECHNOLOGY,3,"This course will examine the musculoskeletal system in relationship to positioning for casting, and x-ray imaging.  Students 
will learn the muscular system, skeletal system, body movements, fracture types and x-ray technology. 
160 | COURSES OF INSTRUCTION"
EXS 215,ORTHOPEDIC CASTING TECHNIQUES FOR THE ORTHOPEDIC TECHNOLOGIST,3,"Prerequisite: EXS 210   
Orthopedic casting techniques allows students to demonstrate the basic casting skills necessary to function independently in 
the cast room.  The course focuses on proper technique and safe use of casting application materials and removal 
instrumentation."
EXS 220,FOUNDATIONS OF SPORTS NUTRITION,2,"This course introduces the functions of major nutrients and food sources of each.  The course content includes principles of 
caloric, energy balance, and food choice."
EXS 224,SPORT NUTRITION,3,"Prerequisite: EXS 220 
This course covers the main aspects of nutrition as related to exercise and physical performance.  These include the energy 
systems in exercise, nutritional aspects of substrate utilization (digestion, absorption, metabolism, etc.), assessment of 
nutritional needs and diet modification.  Dietary development for weight loss, body composition changes and performance 
will be covered from a nutritional view."
EXS 250,KINESIOLOGY,3,"This course provides the student with an understanding of the human musculoskeletal system’s anatomy and kinetic function.  
Laws of mechanics are discussed as well as the application of physics to the movement of the human body."
EXS 255,SPECIAL TOPICS,3,Special topics courses are offered periodically for topics not included in the established curriculum.
EXS 260,MOTOR LEARNING AND BEHAVIOR,3,"Prerequisite: EXS 250   
This course combines the elements of motor learning and behavior.  Students will learn how motor skills are acquired, 
controlled, and developed."
EXS 301,SPORTS PUBLIC RELATIONS,3,"The foundation of this course is to provide students with a first-hand experience of the dynamics of the working environment 
in the world of sports, and to provide them with an insight into the critical nature of sports public relations at the high school, 
amateur, professional and collegiate level.  There are many varied facets that comprise sports public relations, and the goal I 
to give the students a broad overview of what’s required of today’s sports public relations professional and to teach them 
practical skills that they can utilize in the workplace."
EXS 305,SPORT VENUE MANAGEMENT,3,"This course is designed to allow students to understand planning and managing different types of sports facilities.  Topics 
include understanding the complexity of conceptualizing, constructing, promoting, managing and maintaining modern sports 
stadiums, arenas, domes, and multi-purpose facilities.  This will include all areas of current issues of sports venue 
management."
EXS 310,PRINCIPLES OF BIOMECHANICS,4,"Prerequisite: EXS 250 or BIO 211, MAT 124 or higher 
This course introduces students to concepts of mechanics as they apply to human movement, particularly those pertaining 
to exercise, sport, and physical activity. The student should gain an understanding of the mechanical and anatomical 
principles that govern human motion and develop the ability to link the structure of the human body with its function from 
a mechanical perspective."
EXS 315,ADVANCED TREATMENT OF FRACTURES,3,"Prerequisite: EXS 215 
Orthopedic casting techniques allows students to demonstrate advanced casting skills needed in the case of emergency care 
situations.  Examples include, but are not limited to, club foot, traction, post-surgical, and body casts.   
 
COURSES OF INSTRUCTION 
 | 161"
EXS 320,BIOMECHANICS,4,"Prerequisite: PHY 121 and PHY 121L 
Students in this course will use qualitative and quantitative analysis to understand the biomechanics of human movement.  
This course will focus on biomechanics in sports and how biomechanical evaluation can improve performance and prevent 
injuries.  Through the use of videos, laboratory equipment and personal observations, students will learn to apply 
mathematical equations to various sports skills to develop an understanding of how the laws of physics affect performance.  
Linear and angular kinematics and kinetics will be applied to sport skills."
EXS 330,SPORTS PHARMACOLOGY,3,"Prerequisite: CHE 104 or CHE 113: BIO 212 or NSB 209   
This course is designed to educate the allied health and exercise professional on the effects of prescription, non-prescription, 
performance-enhancing, and street drugs on the performance of physically active persons.  In addition, banned drugg lists 
from various national governing bodies will be discussed."
EXS 350,TECHNIQUES IN STRENGTH AND CONDITIONING,3,"Prerequisite: EXS 250   
This course will provide students with the knowledge and skills necessary to design strength training and conditioning 
programs for individuals of all ages and health status.  Proper exercise techniques and safety will be discussed for stretching, 
warm-up, resistance training, plyometrics, speed, agility, and endurance programs.  The course will also address facility 
design, scheduling, policies and procedures, maintenance, and risk management concerns."
EXS 355,SPECIAL TOPICS,3,Special topics courses are offered periodically for topics not included in the established curriculum.
EXS 380,EXERCISE ADAPTATIONS FOR FITNESS PROFESSIONALS,4,"Prerequisite: CHE 104 or 113; MAT 124 or higher   
Co-requisite: NSC209 or BIO212.   
This course provides an overview of the physiological responses acute and chronic exercise training. Topics will include oxygen 
delivery and utilization, energy systems, training adaptations in different environments. We will also focus on the demands 
of exercise and how routine exercise (i.e., exercise training) affects health and performance. The lab portion of this class will 
focus on the standard measurements in exercise physiology. This course does not fulfill the exercise physiology requirement 
for exercise science majors."
EXS 400,SPECIAL TOPICS,3,"Prerequisite: EXS 350 
Co-requisite: EXS 380 or EXS 430 
This course is designed to introduce students to the American College of Sports Medicine (ACSM) guidelines for exercise 
prescription in special populations.  Topics will include exercise prescription for cardiac patients, pulmonary patients, 
children, elderly, and pregnant women.  The influence of medicines and medical conditions such as obesity and diabetes will 
also be addressed."
EXS 430,EXERCISE PHYSIOLOGY WITH LAB,4,"Prerequisite: BIO 212 and EXS 350   
An in-depth survey of the neuromuscular, metabolic cardiorespiratory and hormonal responses to acute exercise and the 
physiological adaptations to chronic exercise.  This course builds upon the foundational sciences of chemistry, anatomy, 
physiology, and physics.  Topics will include oxygen delivery and utilization, energy systems, and training adaptations in 
different environments.  We will also focus on how the metabolic neuromuscular, cardiovascular, and respiratory systems 
respond to the demands of exercise and how routine exercise (i.e., exercise training) modifies these systems, and the 
significance of these effects for health and performance.  The lab portion of this class will focus on the standard 
measurements in exercise physiology."
EXS 455,SPECIAL TOPICS,3,"Current topics in sport performance, sports medicine, and fitness will be discussed through the lens of peer-reviewed 
literature. 
 
162 | COURSES OF INSTRUCTION"
EXS 460,EXERCISE PRESCRIPTION,3,"Prerequisite: EXS 350, 380 or 430 
This course allows students to apply physiological concepts of exercise and develop various programs that will enhance 
metabolic, musculoskeletal, and cardiopulmonary systems throughout the lifespan.  Topics will include health screenings, 
exercise risk assessment, methods of exercise testing, ergometer spirometer energy expenditure, and body composition."
EXS 480,RESEARCH METHODS,3,"Prerequisite: MAT 205 or PSY 201   
This course will introduce students to the basic concepts of research in the field of exercise science.  Students should be able 
to apply these concepts to develop high quality healthcare research student and to evaluate research conducted by others.  
The course will provide the skills necessary to develop their research project requirement in EXS 491."
EXS 490,INTERNSHIP I,3,"Prerequisite: EXS 350  
Co-requisite: EXS 380 or 430 
This course provides the student with and initial clinical experience in the exercise science field.  Students will be placed with 
a clinical preceptor (i.e. personal trainer, exercise physiologist, etc.)  The clinical experience can take place in a variety of 
settings including but not limited to off-campus health clubs or fitness centers, on-campus locations, community programs 
and outpatient physical therapy clinics.  Students are required to complete 15 hours per week."
EXS 491,INTERNSHIP II,3,"Prerequisite: EXS 490   
Senior, Exercise Science students only.  This course provides the student with an immersed clinical experience in the exercise 
science field.  Students will be placed with a clinical preceptor (i.e. personal trainer, exercise physiologist, etc.). The clinical 
experience can take place in a variety of settings including but not limited to off-campus health clubs or fitness centers, on-
campus locations, community programs, and outpatient physical therapy clinics.  Students are also required to complete a 
research forum on the campus of Thomas More University.  Students are expected to complete 30 hours per week."
PHE 110,SPORTS OFFICIATING – BASKETBALL,3,"Sports Officiating will provide students with instruction in rules, interpretation, and mechanics of officiating basketball. The 
course will prepare students to become certified by the National Federation of High School Sports and their respective state 
organization (i.e. Kentucky High School Athletic Association, KHSAA) to officiate the sport of basketball at the high school 
level."
PHE 115,SPORTS OFFICIATING – BASEBALL,3,"Sports Officiating will provide students with instruction in rules, interpretation, and mechanics of officiating baseball. The 
course will prepare students to become certified by the National Federation of High School Sports and their respective state 
organization (i.e. Kentucky High School Athletic Association, KHSAA) to officiate the sport of baseball at the high school level. 
 
COURSES OF INSTRUCTION: EXPERIENTIAL LEARNING 
Experiential Learning, designated as EXP, is necessary to meet the experiential learning graduation requirement to the 
satisfaction of the student’s department of major study."
EXP 200,EXPERIENTIAL LEARNING,1-3,"Experiential Learning credit can be earned for any of the options listed in the catalog under Experiential Learning.  Students 
must complete the requirements for that option.  All courses require documented learning outcomes that connect classroom 
content to the experiential learning activities.  Thomas More University faculty will oversee all academic components.  
Students will work with faculty to establish individual learning outcomes.  Up to 12 credit hours may be earned through 
Experiential Learning.  
 
 
COURSES OF INSTRUCTION 
 | 163 
COURSES OF INSTRUCTION: FINANCE"
FIN 318,PERSONAL FINANCE,3,"Personal Finance is a specialized subset of the Finance discipline.  This course will apply concepts from the finance world as 
it applies to personal decision-making. This course explores the nature of financial planning, the nature of credit management, 
the concepts of asset protection, the world of investing and planning for retirement, and it looks at estate planning. The 
course is segmented into these major components."
FIN 340,SHORT-TERM FINANCIAL MANAGEMENT,3,"Prerequisite: BUA 321, ACC102 or ACC 201  
Short-term Financial Management is the primary task of the financial manager. This course will explore cash management, 
including the receipt and disbursement of cash. It will explore methods of managing inventory and accounts receivable. It will 
also explore the ways managers acquire short-term funds for the company. Students will develop tools for analysis. They will 
explore methods research, analysis, presentation of findings, and writing reports of said research and analysis."
FIN 350,PORTFOLIO MANAGEMENT,3,"Prerequisite: BUA 325   
Portfolio Management is a critical tool for all financial studies. Understanding the development of diversifying assets, the 
creation of effective portfolios, and evaluation the performance of those portfolios is critical to the investment process. From 
the corporate perspective, understanding the pricing of assets and how they can be used for returns and risk reduction is an 
essential skill."
FIN 421,INTERMEDIATE FINANCIAL MANAGEMENT,3,"Prerequisite: BUA 321   
Intermediate Finance is the second course in corporate finance. Problems involving asset valuation and risk 
assessment will be explored with greater complexity. Additional topics of mergers and bankruptcies will be explored. 
An overview of derivative securities and risk management will be introduced.  
 
COURSES OF INSTRUCTION: FIRST YEAR EXPEREINCE  
FYE 150 FIRST YEAR EXPEREINCE (1) 
In small classroom settings, FYE will help new students make a positive transition to Thomas More University by offering 
information and activities to help students adjust to academic and student life.  Students will develop relationships with their 
classmates, a faculty or staff instructor, and a peer advisor to foster an inclusive and welcoming community.  To learn more 
about themselves, the TMU community, and Northern Kentucky, students will participate in meaningful discussions, personal 
reflections, and engaging activities both in and out of the classroom.   
 
FYE 250 PEER LEADERSHIP (1) 
The Peer Leadership course is a collaborative effort within the Institute for Ethical Leadership and Interdisciplinary Studies in 
conjunction with the First Year Experience course.  This course is designed as a practical experience for students who serve 
as a peer leader for the First Year Experience course.  Cross-listed with ELS 150. 
COURSES OF INSTRUCTION: FRENCH 
FRE 101/102 - FRENCH LEVEL I (3, 3) 
Core Area: Foreign Language 
Basic French courses, emphasizing all four language skills (listening, speaking, reading, writing) fully integrated with a 
multicultural Francophone perspective.  FRE 101 is intended for students who have never studied French before.  FRE 102 is 
intended for those who have had less than two years of previous French language instruction in high school. 
FRE 201/202 - FRENCH LEVEL II (3, 3) 
Core Area: Foreign Language 
Prerequisite:  FRE 102 or equivalent   
164 | COURSES OF INSTRUCTION 
 
Students will continue the development of French language skills and vocabulary, integrated with short stories and 
contemporary readings which emphasize Francophone culture.  There will be an increased attention to self-expression.  FRE 
201 is intended for students who have had two or three years of high school instruction in French."
FRE 252,ADVANCED CONVERSATION AND COMPOSITION,3,"Prerequisite: FRE 202 or equivalent   
A course focusing on speaking and writing French through reading articles from print and electronic media, CD-ROM 
programs, the Internet, and French language chat groups.  The course will include personal and business letter writing."
FRE 255,SPECIAL TOPICS,3,"Core Area: Foreign Language  
Courses of a practical nature will be available to allow for special interest development."
FRE 301,SURVEY OF FRENCH CIVILIZATION,3,"Prerequisite: FRE 202 or equivalent   
A historical study of the many ways in which France has contributed to world culture through architecture, painting, sculpture, 
music, literature, folklore, science, philosophy, and education."
FRE 302,SURVEY OF FRENCH AND FRANCOPHONE CIVILIZATION II,3,"Prerequisite: FRE 202 or equivalent   
An examination of selected sociological, political, cultural, and economic issues of contemporary France and Francophone 
areas."
FRE 305,FRENCH FILM,3,"Prerequisite:  FRE 202 or equivalent   
A study of French film integrated with culture, language, and literature.  Students will study a variety of cinematic works, with 
an emphasis on multiculturalism and marginalization."
FRE 352,FRENCH BUSINESS AND TECHNOLOGY,3,"Prerequisite: FRE 202 or equivalent   
Students will study the economic aspects of France and Francophone countries, key French institutions and companies, 
business culture, and terminology.  Students will have the opportunity to take the exam leading to the Certificate Pratique 
de Français des Affaires, an international Business French diploma granted by the Paris Chamber of Commerce and Industry."
FRE 355,SURVEY OF FRENCH AND FRANCOPHONE LITERATURE,3,"Prerequisite: FRE 202 or equivalent   
A survey of the important literature written in French throughout the ages and across cultures.  Students learn the 
terminology of literary criticism. 
 
COURSES OF INSTRUCTION: GENERAL COLLEGE 
No GEC course can be used to fulfill University core requirements, unless otherwise stated."
GEC 101,COLLEGE SURVIVAL SKILLS,1,"Students will gain an extended orientation to the personnel, services, and facilities of Thomas More University.  This course 
aids students in meeting the challenges of making the transition from high school to college."
GEC 102,STUDY SKILLS,3,"A course to help students develop good reading, study, and examination skills while the student is also taking the HIS 101, 
World Civilizations:  Global Perspectives I course.  This course is required for ACHIEVE program students.   For others, 
permission of the Student Support Services Director is required before enrolling in this course."
GEC 155,SPECIAL TOPICS,1-3,"Special topics courses are offered periodically for topics not included in the established curriculum. 
COURSES OF INSTRUCTION 
 | 165"
GEC 165,COLLEGE READING,1-3,"A review of reading techniques stressing speed, comprehension, critical reading, and vocabulary skills.  The student also learns 
to apply the acquired reading flexibility to assignments in other classes."
GEC 206,SERVICE LEARNING,1-3,"This course can serve as a stand-alone experience or as a complement to another academic course with permission of 
instructor.  In both cases, students must complete a minimum of 45 hours of field work or other direct contact with the 
community partner.  For EXP 206 taken as a stand-alone course, additional academic work that complements the service 
work must be undertaken and must meet the requirements for standard academic credit.  Students work with faculty to 
establish individualized learning outcomes.  See the description of service learning in the catalog under experiential learning 
for additional information"
GEC 255,SPECIAL TOPICS,3,Special topics courses are offered periodically for topics not included in the established curriculum.
GEC 270,CAREER EXPLORATION,1,"A course designed to engage the student in individual career planning activities including self-assessment and occupational 
and academic major exploration.  No matter where students are in their own career development, this course can help them 
develop and implement their own career action plan."
GEC 276,EMPLOYMENT AND PROFESSIONAL SKILLS,1,"A course designed to help individuals understand the process involved in effective career planning and the skills necessary 
for obtaining and maintaining employment.  Exercises will concern skills identification, résumés, cover letter writing, and 
interviewing techniques. 
COURSES OF INSTRUCTION: GEOGRAPHY 
Although Thomas More University has no Department of Geography, it offers the following service course under the auspices 
of the History Department."
GEO 201,INTRODUCTORY GEOGRAPHY,3,"A survey course examining world geography and some of the problems generated by the diversity of the human condition, 
with stress upon critical areas in current events.  This course is especially designed for Education and International Studies 
majors. 
COURSES OF INSTRUCTION: GERMAN 
GER 101/102 - GERMAN LEVEL I (3, 3) 
Core Area: Foreign Language 
Introductory courses to provide students with the fundamentals of grammar, pronunciation, reading, and conversation.  The 
course is based on an individualized approach.  GER 101 is intended for students who have never studied German before; 
GER 102 is for those students who have studied German for less than two years. 
GER 201/202 - GERMAN LEVEL II (3, 3) 
Students will continue to develop German language skills and vocabulary in this course.  The course includes readings and 
focuses on self-expression.  The German Level II sequence is normally for students who have had two to three years of high 
school instruction in German."
GER 255,SPECIAL TOPICS,3,"Special topics courses are offered periodically for topics not included in the established curriculum. 
 
 
166 | COURSES OF INSTRUCTION 
 
 
COURSES OF INSTRUCTION: HEALTH CARE MANAGEMENT 
The following courses are offered under the auspices of the Business Department."
HCM 330,MANAGERIAL EPIDEMIOLOGY,3,"In the context of epidemiology as a tool for analyzing health problems in a managerial setting, students will learn the 
theoretical basis and underlying key aspects of the analysis and interpretation of epidemiologic studies.  Measures of disease 
frequency and statistical significance relative to variables affecting disease trends will be examined."
HCM 370,PRINCIPLES OF HEALTHCARE SERVICES,3,"Prerequisite:  BUA 302, BUA 311, BUA 321  
Exploration of the infrastructure of the healthcare services delivery system in the United States and the effects of legislation 
and policymaking on communities and stakeholders.  Cross-listed as BUA 370."
HCM 410,HEALTH CARE INDICATORS AND QUALITY,3,"The critical principles underlying quality management and outcomes assessment will be examined.  Qualitative and 
quantitative continuous quality improvement tools, essential for outcomes improvement in health care organizations, will be 
provided."
HCM 420,HEALTH INFORMATICS,3,"The history and current status of information systems in health care organizations will be provided in this course.  Areas of 
focus include information architecture, administrative and clinical applications, strategic planning, security, and benefits 
realization."
HCM 480,HEALTH CARE POLICY AND ISSUES,3,"The historical development of the U.S. health care system establishes the foundation for analysis of current and future policy 
as well as implementation at the local, state, and federal levels."
HCM 498,SENIOR SEMINAR,3,"Strategic management, health care and business policy concepts are used to integrate the health care and business core 
courses.  Case analysis, professional literature review, and a major presentation are required. 
COURSES OF INSTRUCTION: HISTORY 
HIS 101/102 - WORLD CIVILIZATIONS I & II (3, 3) 
Core Area: History 
A two-semester multicultural survey investigating the major civilizations of the world from ancient to modern times, divided 
at 1500.  These courses are designed to serve as the integrating elements of the core curriculum. 
HIS 114/115 - UNITED STATES HISTORY I, II (3, 3) 
Core Area: History 
A two-semester introductory survey of United States history divided at 1877."
HIS 155,SPECIAL TOPICS,3,Special topics courses are offered periodically for topics not included in the established curriculum.
HIS 201,ANCIENT WESTERN CIVILIZATION,3,"Core Area: History 
Ancient civilization covers the Near East, Greece, and Rome from earliest times to the beginning of the Christian era."
HIS 202,MEDIEVAL EUROPE,3,"Core Area: History 
Medieval civilization covers Europe and the Near East from the early Christian era to the Renaissance. 
COURSES OF INSTRUCTION 
 | 167 
HIS 203/204 - MODERN EUROPE I, II (3, 3) 
Core Area: History (204) 
A two-semester survey of European history beginning with the Renaissance and divided at 1815."
HIS 215,HISTORY OF NURSING,3,A survey of the practices and conditions from which contemporary nursing has evolved.
HIS 255,SPECIAL TOPICS,3,Special topics courses are offered periodically for topics not included in the established curriculum.
HIS 301,COLONIAL AND REVOLUTIONARY AMERICA,3,"A survey of the Indian and Colonial background of the United States, followed by an examination of the American Revolution 
and Confederation to 1789."
HIS 302,EARLY REPUBLIC AND CIVIL WAR ERAS IN THE UNITED STATES,3,"An investigation of the republican government, westward expansion, cultural change, and sectional conflict, 1789-1877."
HIS 303,"THE RISE OF THE UNITED STATES, 1877-1945",3,"A course covering the industrialization, political centralization, shift to interventionism, and cultural changes that led the 
United States to world power."
HIS 308,AFRICAN AMERICAN HISTORY,3,A study of the accomplishments and challenges of African Americans from the colonial period to the present.
HIS 326,THE RENAISSANCE AND THE REFORMATION,3,"A survey of the cultural and religious developments of the fourteenth, fifteenth, and sixteenth centuries."
HIS 327,THE ENLIGHTENMENT,3,"Prerequisite: HIS 102, 203   
This class will examine the social, political, and intellectual developments in Europe and America from the late 17th century 
to the beginning of the French Revolution.  In tracing the path to modernity, careful attention will be given to the British, 
French, and American enlightenment movements.  Aspects of the Ancient Regime will be discussed in order to better grasp 
the spirit of criticism that emerged from the educated elite, or what Jefferson called, the “natural aristocracy.”  Close 
examination will be given to political theories, which provides the context for the American Revolution, together with the 
contributions of figures such as Locke, Newton, Voltaire, Montesquieu, Rousseau, Jefferson, Adams, and others."
HIS 328,THE FRENCH REVOLUTION AND NAPOLEON,3,"An exploration of the origins, developments, and effects of the French Revolution from the Age of Louis XIV to the end of the 
Napoleonic Era."
HIS 329,GERMANY AND THE EUROPEAN UNION: A HISTORICAL AND CULTURAL APPROACH,3,"Prerequisite: HIS 102   
An examination of 20th century German History with emphasis on post-1945 developments.  The study unfolds against the 
backdrop of the formation and contemporary developments within the European Union.  Topics include contemporary 
German politics and culture; together with Germany’s broader role in the E.U."
HIS 330,THE CHURCH IN THE THIRD REICH,3,"This class explores the complex relationship between the Christian churches – both Protestant and Catholic – in the period 
prior and during the Nazi Regime.  This class will also deal with the complexities of the rise of Hitler and the Third Reich.  
The student will be challenged to confront an uncomfortable past in Church, State, and Social relations.  The course seeks 
to help develop critical thinking and writing, along with providing the student with historical-critical tool to responsibly 
evaluate past sources and contemporary issues in order to better make crucial, independently based decisions in today’s 
world.  A firm foundation for the future can only be found in a responsible grasp of past and present realities. 
 
 
 
168 | COURSES OF INSTRUCTION"
HIS 336,CONTEMPORARY DEVELOPING WORLD,3,"The developing and emerging world has been an area of great academic focus since the 1960s.  In today’s world, over one-
third of the people on earth live in poverty.  For a variety of reasons, they have inadequate diets, health care, and shelter.  
Since the publication of the Millennium Goals by the United Nations in 2000, must great attention have been paid to reducing 
poverty, along with improving education, health and nutrition, and life expectancy.  This course will examine the all-to-
common problems faced by developing countries, and the attempt by these nations, as well as the global community, to 
enhance their quality of life.  Each student will write a research paper on a particular developing country which they will share 
with the class."
HIS 340,HAPSBURG MONARCHY & EASTERN EUROPE SINCE 1618,3,An introduction to Hapsburg Austria and Eastern Europe from 1618 to the present.
HIS 349,WORLD ECONOMIC HISTORY,3,A global survey of the evolution of economic systems from World War I to the present.  Cross-listed as ECO 349.
HIS 355,TOPICS IN UNITED STATES HISTORY,3,"Special topics courses are offered periodically for topics in United States history not included in the established curriculum. 
HIS 393/394 - HISTORIOGRAPHY I, II (3, 3) 
Prerequisite:  HIS 101, HIS 102, HIS 114, HIS 115, a speech course, and minimum 2.0 GPA in History courses   
A two-semester seminar examining the discipline's development and historical issues.  These courses emphasize research, 
writing and speaking skills."
HIS 400,INDEPENDENT STUDY,1-3,"Students may complete a departmentally approved independent study in a selected area of history under the supervision of 
a member of the history faculty."
HIS 425,AMERICAN CONSTITUTIONAL HISTORY,3,"A study of the United States Constitution from its antecedents to the present with an emphasis on major Supreme Court 
cases.  Cross-listed as POS 425."
HIS 431,ENGLAND TO 1689,3,The development of English civilization and its impact on Western culture to 1689 are studied.
HIS 432,TUDOR AND STUART ENGLAND,3,A history of England from the Battle of Bosworth Field to the accession of George I.
HIS 433,MODERN BRITAIN,3,"An investigation of the political, constitutional, and cultural highlights of the History of England from 1689 to the present."
HIS 434,"HISTORY OF IRISH NATIONALISM, 1798-1926",3,This class explores the controversial years in the History of Ireland
between 1798,"1926 that led to the current division 
between the Irish Republic and what is known today as Northern Ireland which still remains as part of the British Empire.  The 
focus of the course will be on the historical giants that reflect that period’s struggle for Irish Nationalism. 
HIS 435 - HISTORY OF LATIN AMERICA",3,"A survey course covering the historic, political, cultural, social, and economic trends of Latin America.  Cross-listed as POS 
435."
HIS 440,RISE AND FALL OF 20th CENTURY FASCISM,3,"This course will trace the rise of 20th century fascism, primarily in Europe, with special emphasis on Italian and German 
fascism.  It will examine how this movement served to ignite World War II, leading to millions of deaths, both on and away 
from the battlefield.  The course will also look at Fascist and Neo-Fascist movements in the contemporary world, particularly 
those which have emerged in several European countries since the end of the Cold War.  Cross-listed as POS 440."
HIS 442,RECENT RUSSIA,3,"The major aspects of political and social development in recent Russia are examined.  Cross-listed as POS 442. 
COURSES OF INSTRUCTION 
 | 169"
HIS 452,MODERN CHINA,3,A survey of the political and cultural History of China since 1800.  Cross-listed as POS 452.
HIS 455,EUROPEAN STUDIES,1-3,"An investigation of a specific period, theme, or problem in the development of European civilization."
HIS 461,TRADITIONAL EAST ASIA,3,"The objective of this course is to study the history, government and culture of China, Japan and Korea from prehistoric times 
to 1800."
HIS 462,MODERN EAST ASIA,3,"A study of the government and culture of China, Japan, and Korea from 1800 to the present."
HIS 465,ASIAN STUDIES,3,"A focus upon a specific period, theme or problem in the development of Asian civilization.  Cross-listed as POS 465."
HIS 475,HISTORICAL TOPICS,1-3,"A special topics course on a historical subject related to an issue, event, or trend of significance."
HIS 497,HISTORY SENIOR SEMINAR,3,"Prerequisite:  HIS 101, HIS 102, HIS 114, HIS 115; a speech course, and minimum 2.0 GPA in History courses. 
A senior integrating seminar focusing on historical issues of significance.  This course emphasizes research, writing and 
speaking skills."
HIS 498,INTERNSHIP IN LOCAL HISTORY,Variable Credit,"Students may intern at a local historical society, museum, or archive."
HIS 530,THE CHURCH IN THE THIRD REICH,3,"This class explores the complex relationship between the Christian churches – both Protestant and Catholic – in the period 
prior and during the Nazi Regime.  This class will also deal with the complexities of the rise of Hitler and the Third Reich.  
The student will be challenged to confront an uncomfortable past in Church, State, and Social relations.  The course seeks 
to help develop critical thinking and writing, along with providing the student with historical-critical tool to responsibly 
evaluate past sources and contemporary issues in order to better make crucial, independently based decisions in today’s 
world.  A firm foundation for the future can only be found in a responsible grasp of past and present realities."
HIS 534,"HISTORY OF IRISH NATIONALISM, 1798-1926",3,This class explores the controversial years in the History of Ireland
between 1798,"1926 that led to the current division 
between the Irish Republic and what is known today as Northern Ireland which still remains as part of the British Empire.  The 
focus of the course will be on the historical giants that reflect that period’s struggle for Irish Nationalism. 
COURSES OF INSTRUCTION: HONORS PROGRAM 
HON 201 - HONORS SEMINAR",3,"Course Requirement:  St. Thomas More Honors Scholars   
Seminars conducted by faculty from all academic divisions of the University and the topics differ each semester.  Required of 
St. Thomas More Scholars."
HON 202,HONORS LEADERSHIP,1-3,"The focus of this course will be on the nature of leadership and its importance as a concept and field of study.  The course 
will be repeatable and will always include a component on Dr. Stephen Covey’s approach to “principle-centered leadership” 
and the basics on other approaches to leadership.  This course is required for Honors Program participation."
HON 255,SPECIAL TOPICS,1-3,"Special topics courses are offered periodically for topics not included in the established curriculum. 
170 | COURSES OF INSTRUCTION 
 
COURSES OF INSTRUCTION: INTERDISCIPLINARY STUDIES"
IDS 150,INTRODUCTION TO INTERDISCIPLINARY STUDIES,1,"One credit workshop or orientation with advisor that focuses on how the student’s inquiry areas are situated in relationship 
to contemporary notions of disciplinary thinking.  Addresses two major questions: what is interdisciplinary thinking?  How do 
the student’s inquiry areas reflect and reform interdisciplinary thinking?"
IDS 355,INTERDISCIPLINARY STUDIES EXPERIENTIAL LEARNING,1-3,"Co-Requisite: IDS 150; 60 hours of course work completed 
One credit experiential learning that focuses on how the student’s SEO in relationship to practical dimensions of the focus 
area including areas which shed light on addressing (solving, remedying, understating, etc.) the focus area."
IDS 450,INTERDISCIPLINARY STUDIES CAPSTONE,3,"Co-Requisite: IDS 355; 90 hours of course work completed 
Workshop serves as a culmination of the major that focuses on reestablishing the student’s inquiry areas, taking into 
consideration the changes as a result of insights gained that may have adjusted the inquiry areas, and how the students 
finalized inquiry areas are situated in relationship to contemporary notions of interdisciplinary thinking.  Challenges the 
student to critically articulate answers to tow major questions: what is interdisciplinary thinking?  How do the student’s 
inquiry areas reflect and reform interdisciplinary thinking? 
 
COURSES OF INSTRUCTION: INTERNATIONAL STUDIES 
Thomas More University students have the opportunity to study abroad through CCSA (Cooperative Center for Study Abroad) 
courses offered in various countries, including those listed below among others, service learning trips offered at Thomas 
More University, currently  to Jamaica and Mexico, the three sister schools Thomas More University has relationships with, 
or by completing an internship abroad.  Full and part-time students in good academic standing can participate in these 
programs.  Please see the Director of Study Abroad for more information."
INT 155,"STUDY ABROAD: SPECIAL TOPICS  
INT 300 - STUDY ABROAD: MARY IMMACULATE COLLEGE, IRELAND",3–15,
INT 301,"STUDY ABROAD: KATHOLISCHE UNIVERSITÄT EICHSTÄETT, GERMANY",3–15,
INT 302,"STUDY ABROAD: UNIVERSIDAD DEL SAGRADO CORAZÓN, PUERTO RICO",3–15,
INT 303,"STUDY ABROAD: UNIVERSITE d’ANGERS, FRANCE",3-15,
INT 305,"STUDY ABROAD: CATHOLIC UNIVERSITY OF ST. TERESA OF AVILA, SPAIN",3-15,
INT 310,STUDY ABROAD: CCSA LONDON,3-6,
