Course Code,Course Title,Credit Hours,Description
ELT 166,SOLAR ENERGY,3," (Same as ALT 255)  
This course explores the design, installation and maintenance of photovoltaic (PV) systems. Topics include 
site survey and assessment, estimating solar array electricity output, inverters, battery systems and        
off-grid/grid -connected systems. Labs in clude hands -on activities with solar panels and electrical 
equipment. Prior electrical skills and knowledge are required to be successful in this course.  
Prerequisites: ELT 120 and ELT 151  "
ELT 215,ELECTRICAL TROUBLESHOOTING,2," 
This course explores tro ubleshooting in various areas such as: control circuits, combination starters, 
control devices, special controls, DC motors, AC motors, lighting systems with use of schematics, building 
drawings, and with emphasis on cutting trouble -shooting time.  
Prerequi sites: ELT 126 and ELT 152  
 "
ELT 220,INDUSTRIAL MOTION CONTROL,3," 
This course covers motion controls as used in real world situations, including PLC, robotics, servos, sensing 
devices, actuators and controls.  
Prerequisite: ELT 10 6 or ELT 126  
 "
ELT 250,ELECTRIC MOTORS & CONTROLS,4," 
Basic principles involved in the operation of motors and controls. Study includes single -phase motors and 
their operating principles, polyphase systems and the various control devices used with these systems.  
Prerequisite:  ELT 126  
 "
ELT 260,BASIC PROGRAMMABLE CONTROLLERS,4," 
Basic programmable controllers is a course for apprentices and skilled trades trainees looking at the 
history, characteristics, application and limitation of PCs. Numeration systems, binary -coded deci mals, 
ASCII, gray code and Boolean logic studied. Additional study includes input/output devices, processing and 
programming functions, program development, documentation, start -up and troubleshooting.  
Prerequisite: ELT 126  
 
 "
ELT 261,ADVANCED PLC PROGRAMMI NG,2," 
This course introduces topics that include advanced PLC programming, troubleshooting and data 
communications.  
Prerequisite: ELT 260  
 "
ELT 274,ELECTRICIAN’S NATIONAL CODE,3," 
This course is an extensive study of the national and local electric codes for wiring and apparatuses. It 
covers wiring design and protection, wiring methods and materials, equipment for general use including 
motors and controllers, special occupancies such as hazardous location; special equipment such as electric 
welding a nd machine tool wiring, and the use of tables and diagrams for the solution of practical wiring 
problems.  
Prerequisite: ELT 150  
 
………………………………………  
 
EMERGENCY MEDICAL SERVICES (EMS)  
 "
EMS 116,EMERGENCY MEDICAL RESPONDER,4," 
The Emergency Medical First Responder / Medical First Responder course is approved by the Michigan 
Department of Health and Human Services. This program provides the information and experience 
necessary to prepare the student to sit for the National Regist ry EMR Certification exam. Topics include 
legal responsibilities, anatomy, physiology, patient assessment, management of various emergency 
situations, extrication, and current standards for EMR/MFR in the field. Students will also participate in 
scenario -based education and computer=based testing and scenarios to reinforce skills learned within 
these areas.  
Corequisite: EMS 1160.   "
EGR 153,ENGINEERING DRAWING,4," 
Students examine the communication aspects of graphics emphasizing sketching and computer -aided 
drafting and design. This course covers simple pictorial and working drawings, orthogr aphic and isometric 
projections, an introduction to the mechanical design process, the basics of freehand sketching and of 
computer aided drafting (CAD) and the computer as a design tool.  
 
 
 "
EGR 261,ENGINEERING MECHANICS I,4," 
Students survey the fundam entals of solid  mechanics. This course covers equilibrium, static equivalence, 
stress, strain, material behavior, particular application to deflection of beams and axial, bending, torsion, 
shear and combined stresses, as well as an introduction to stabilit y of columns.  
Prerequisite: MAT 151  
 "
EGR 262,ENGINEERING MECHANICS II,4," 
Students examine the principles of dynamics, including the motion of a particle, the kinematics and 
kinetics of plane motion of rigid bodies, the principle of work and energy, impulse, and momentum, and 
mechanical vibrations.  
Prerequisite: EGR 261  
 
………………………………………  
 
ENGLISH (ENG)  
 "
ENG 086,ACTIVE READING,3," 
Using a wide range of reading materials, students will employ metacognitive processes to enhance 
understanding an d will find connections between a text and their own lives, the world, and other texts. 
They will also learn and practice strategies  for expanding vocabulary. Student writing is a significant  
component of the course.  
 "
ENG 091,INTRODUCTION TO COLLEGE WRITIN G,3," 
This is an intensive course to give students a strong foundation for the work of English 131. Students 
explore genres in  order to meet the expectations of audiences for a variety of purposes. A personal "
ENG 131,WRITING EXPERIENCE I,3," 
This is an intensive writing course. Narrative and descriptive modes are stresse d. Basic research strategies 
are introduced. An end -of-the-semester portfolio is required.  
Prerequisites: ENG 086* and ENG 091 * 
 "
ENG 132,WRITING EXPERIENCE II,3," 
This is an intensive writing course. Analytical and persuasive modes are stressed. Advanced research 
writing strategies are used. Database and primary research methods are emphasized. An end -of-the-
semester portfolio is required.  
Prerequisite: ENG 131  
 "
ENG 186,INTRODUCTION TO PHOTOJOURNALISM,3," 
Use of the 35 -millimeter single reflex camera and introduction to digital camera use. Camera operation 
and darkroom procedures (film development and enlargements) are covered. Instruction emphasizes 
photographic equipment, lenses, exposure and compo sition.  
  "
ENG 201,ADVANCED COMPOSITION,3," 
An advanced course offering. Selected students practice peer tutoring and research writing. Emphasis is 
placed on student writing conferences, process writing, and standard research methods. End -of-the-
semester  portfolio of research paper is required. Additionally, all students enrolled in this course work as 
tutors in the Writing Center.  
Prerequisite: Instru ctor permission required  
 "
ENG 210,FILMS AS LITERATURE,3," 
Students analyze films as texts by learning to evaluate the story structure of different films and how a 
film’s visual elements work to enhance the story. Students also  examine the cultural and societal impact of 
films. Readings in clude  the narrative structure of films, cultural impact, and film techniques. Includes 
Jackson College Winter Film Series.  
Prerequisite: ENG 131  
 "
ENG 232,TECHNICAL & BUSINESS WRITING,3," 
A course designed to provide practice in a variety of written and oral communications to meet the 
requirements of the workplace. Projects may include descriptions, instructions, résumés, proposals, 
reports or online documents. It involves frequent writing, both in and out of class, as  well as oral 
presentations, collaborative  activities and individual conferences.  
Prerequisite: ENG 131  
 "
ENG 242,SPORTS IN FILM AND LITERATURE,3," 
This course is an inquiry into historical and changing role of sports in American culture through novels, 
essays,  biographies, films, documentaries and sports -related poetry.  
Prerequisite: ENG 131  "
ENG 246,SHORT STORY & NOVEL,3," 
Students are introduced to traditional and contemporary fictional genres. This course emphasizes 
understanding, appreciation and the critical analysis of narrative art. Selections for study are chosen from 
English and American literature as well as world literature in translation.  
Prerequisite: ENG 131  
  "
ENG 247,POETRY & DRAMA,3," 
Students are introduced to lyric and dramatic genres. This course emphasiz es understanding, appreciation 
and enjoyment of poetry and theatre as language performances and literary forms. Selections for study 
are chosen from English and American literature as well as world literature in translation.  
Prerequisite: ENG 131  
 "
ENG 249,AFRICAN -AMERICAN LITERATURE,3," 
Survey of the literature of African -American writers. Emphasis  is on the major writers in narrative, poetry, 
fiction, essay  and drama.  
Prerequisite: ENG 131  
 "
ENG 252,SHAKESPEARE,3," 
Students read representative plays a nd are introduced to the Elizabethan world. The course emphasizes 
developing understanding, appreciation and critical analysis skills.  
Prerequisite: ENG 131  
 
 
 
 "
ENG 254,CHILDREN’S LITERATURE,3," 
Students survey the various genres of children’s literature from a critical point of view. The course 
emphasizes developing student competency in oral reading and presentation of children’s literature.  
Prerequisite: ENG 131  
 "
ENG 255,AMERICAN LITERATURE -19TH CENTURY,3," 
Students examine the development  of a distinctive American literature and culture during the 19th 
century. Students  read selections from many writers, with emphasis on major figures such as Hawthorne, 
Melville, Thoreau, Emerson, Poe, Dickinson, Whitman, Douglass and Jacobs.  
Prerequisite: ENG 131  
 "
ENG 256,AMERICAN LITERATURE -20TH CENTURY,3," 
Students examine the literature and culture of America from 1890 to the present, with emphasis on the 
development of organic and postmodern writing in narrative, poetic and critical mod es. 
Prerequisite: ENG 131  
 "
ENG 257,WORLD LITERATURE I,3," 
Students compare major themes and writers from Africa, America, Asia and Europe.  
Prerequisite: ENG 131  
  "
ENG 261,CREATIVE WRITING I,3," 
Students experiment with writing poetry, fiction, drama and creative nonfiction for discussion and 
criticism. Students invent, collaborate and revise before submitting a portfolio of their work. "
ENG 262,CREATIVE WRITING II,3," 
Students in this workshop write fiction, poetry and other forms, and present writing for criticism and 
discussion. Contemporary readings emphasize participation of writers in a  living act. Students write and 
workshop fiction, poetry  and other genres. Contemporary readings emphasize writing invention and 
writing communities.  
Prerequisite: ENG 261  
 
………………………………………  
 
ENTREPRENEURSHIP (ENT)  
 "
ENT 101,ENTREPRENEURSHIP: CREATING YOUR OWN JOB,3," 
There will be only one constant throughout your career, and that constant is change. The preferences of 
consumers are constantly changing, entire industries are rising and falling, and hard -working people often 
are finding themselves lo oking for a job. This course provides you with the foundation to design your own 
job, whether in the context of an existing organization (i.e., as an “intrapreneur”) or as someone who 
starts a new enterprise (i.e., as an “entrepreneur”). In this course you  will learn more about your own 
strengths and weaknesses, as well as the key characteristics shared by successful entrepreneurs. You’ll 
also gain skills for matching your strengths with a business idea that fits you well, so  that both you and 
your customer s will benefit. Finally, you will begin developing analytical tools to help make sound 
decisions in a rapidly changing world.  
Prerequisite: CIS 095 * 
 "
ENT 102,ENTREPRENEURIAL MARKETING: FINDING YOUR NICHE,3," 
This course focuses on the development and market validation of a business model that students 
proposed and began analyzing in ENT 101. Students will conduct primary market research by studying 
prospective customers in the environments in which purchase decisions are most likely to be made. Using 
the structure of Business Model Canvas, students will revise their business concepts based on their market 
research, identifying clear market segments and value propositions which provide students with a 
competitive advantage increasing the likelihood of building viable businesses.  
Prerequisite: CIS 095*  
 "
ENT 169,BUSINESS PLAN,3," 
The student will be able to evaluate their business concept and write a sound business plan for their 
entrepreneurial venture. In the process of doing so, the st udent will be able to assess the strengths and 
weaknesses of a business concept; collect and organize market research data into a marketing plan; and 
prepare the financial projects for their  business venture. In addition, students will be able to identify and 
evaluate various resources available for funding the entrepreneurial venture. To be successful in this 
course, basic computer skills are required.  
Prerequisite: ENT 102  
 "
ENT 245,Internship/Externship,3," 
The student will have meaningful work experie nce with an appropriate organization and/or a trip 
exploring entrepreneurship in another county. The internship and/or trip must be approved by the 
supervising faculty member.  
Prerequisite: Instructor Permission Required  
 "
FYS 110,LIFE MAPS,1," 
This first -year experience course equips students for transitions in education and life. Students will be 
actively involved in learning and integrating practical applications to promote success. Students will 
develop  a learning portfolio and an educational plan while enhancing critical thinking and  
study strategies.  
 "
FYS 131,NAVIGATING COLLEGE AND LIFE,2," 
Students will develop and apply soft skills such as self -management, emotional intelligence, 
interdependence a nd resiliency in order to promote success in education and in life. Learners will become 
better equipped as self -advocates in navigating the academic advising and financial aid systems  of higher 
education. Student Education Plans (SEP) and the  Life Maps Pr oject will be completed,  and academic 
success  strategies are introduced and reinforced throughout the course.  
  
………………………………………  
 
FRENCH (FRN)  
 "
FRN 131,ELEMENTARY FRENCH I,4," 
Introduces and develops the four skills of language learning: listening, speaking, reading and writing, with 
special emphasis on listening and speaking.  
 
 "
FRN 132,ELEMENTARY FRENCH II,4," 
Provides increased practice in the basic language skills: listening, speaking, reading and writing.  
Prerequisite: FRN 131  
 
………… ……………………………  
 
GEOLOGY (GEL)  
 "
GEL 109,EARTH SCIENCE,4," 
This course serves as a foundation for the Earth sciences and Earth science majors. Emphasis is placed on 
laboratory experience and class discussions to reinforce scientific  principles. Earth science case studies are 
covered in detail. In the laboratory, the students will learn how to apply basic scientific principles through 
active learning and application. This course has a laboratory component.  
 "
GEL 160,INTRODUCTION TO GEOLOGY,4," 
The cou rse covers minerals, rocks, earthquakes and volcanoes. It also covers the landscapes and behaviors 
of continents and oceans. Diagrams, photographs, topographic maps, Internet resources and hands -on 
exercises are utilized to support the concepts. The course  includes a laboratory component.  
 
………………………………………  
  
GEOGRAPHY (GEO)  
 "
GEO 131,PHYSICAL GEOGRAPHY,3," 
The course begins with maps and grid systems. Map exercises are used all semester to enhance the 
textbook. Other topics include meteorology, vegetation, earth materials and a range of tectonic and 
landscape subjects.  
 "
GEO 132,WORLD REGIONS,3," 
This course covers all regions of the world from a human perspective. Topics include resources, 
population, settlements, agriculture, manufacturing an d transportation. There is special emphasis on 
Internet research in the classroom.  
 "
GEO 133,PHYSICAL GEOGRAPHY LAB,2," 
The physical geography laboratory covers basic physical elements of the environment and their regional 
and global distribution. Topics  include an understanding of the interplay of the atmosphere, hydrosphere, 
lithosphere, biosphere, and cryosphere in areas of study that include seasons, weather, climate, landscape 
formation, distribution of plants and animals.  
 
………………………………………  
 
GERMAN (G ER) 
 "
GER 131,ELEMENTARY GERMAN I,4," 
Introduces and develops the four skills of language learning: listening, speaking, reading and writing, with 
special emphasis on listening and speaking.  
 
 
 "
GER 132,ELEMENTARY GERMAN II,4," 
Continuation of GER 131 with increased practice in the basic language skills: listening, speaking, reading 
and writing with special emphasis on listening and speaking.  
Prerequisite: GER 131  
 
………………………………………  
 
HISTORY (HIS)  
 "
HIS 120,ANCIENT HISTORY,3," 
This course attempts to answer the question, “Where did it all begin?” with a survey of the politics, art 
and religion of the ancient world from history’s beginning in Samaria  to the end of the ancient world when 
the Western Roman Empire faded out of sight  in 476 A.D.  
 "
HIS 125,AFRICAN -AMERICAN HISTORY,3," 
Examines the role African Americans have historically played in the political, economic and social 
construction of America.  
  "
HIS 131,WESTERN CIVILIZATION TO 1555,4, 
HIS 132,WESTERN CIVILIZATION 1555 TO PRESENT,4, 
HIS 211,MINORITY GROUPS IN AMERICA,3," (Formerly SOC 235)  
History of dominant -minority relations in contemporary American society. Attention to specific ethnic, 
religious, and racial minorities in terms of prejudice and discrimination.  
 "
HIS 231,DEVELOPMENT OF THE U.S. THROUGH THE CIVIL WAR,3," 
This course is the study of American national history beginning with the colonization to the Civil War. 
Themes include exploration  and settlement, development of political theory, development of the West 
and its influence on the country, the growth of sectionalism and the Civil War.  
 "
HIS 232,DEVELOPMENT OF THE U.S. FROM THE CIVIL WAR,3," 
This course examines the period from the Ci vil War and Reconstruction to the present day. Emphasizing 
industrial, commercial and agricultural expansion; intellectual currents; outstanding social changes; the 
nation’s expanding role in world affairs, and the Cold War.  
 "
HOC 110,CPR AND ADVANCED FIRST AID,2," (Previously  EMS 110)  
This course leads to certification in First Aid through the American Academy of Orthopedic Surgeons 
American College of Emergency Physicians and the American Heart Association Healthcare Provider CPR 
and AED course. The course will prepare students to reco gnize when an emergency situation exists and 
how to properly care for the patient until professional help arrives.   
 "
HOC 130,INTRODUCTIONS TO HEALTH OCCUPATIONS,3," 
This course will provide the student with an overview of the health care field. Informa tion 
that is covered serves as a solid foundation for all students in health sciences or health occupations, 
regardless of the particular health care profession they are interested in pursuing. Topics include: careers 
in health care, legal and ethical resp onsibilities, professionalism, interactions between and reaction of 
patients in normal and altered states, patient and personal safety and cultural diversity.  
 "
HOC 135,ELECTROCARDIOGRAPHY TECHNICIAN,4," 
This course will consist of an overview of the car diovascular system, proper documentation, and vital 
signs, along with HIPAA compliance and infection control in the clinical setting. The main focus of this 
course will be on how to perform and analyze an EKG and recognize various arrhythmias. Students wil l 
also learn about exercise electrocardiography and how to perform ambulatory monitoring. The course will 
also include extensive instruction on cardiovascular pharmacology.  
 "
HOC 140,PHARMACY TECHNICIAN CONCEPTS & CALCULATIONS,4, 
HOC 145,PHLEBOTOMY TECHNICIAN,4," 
This course will prepare students for performing phlebotomy procedures in a variety of health care 
settings. Students will learn about the roles and responsibilities of the phlebotomist which will include 
infection control procedures, legal and ethics issues, working with special populations and situations, and 
proper specimen collection and handling procedures.  The focus will be on performing venipuncture and 
capillary procedures properly to obtain specimens for various laboratory testing.  
 "
HOC 150,ELECTRONIC HEALTH RECORDS SPECIALIST,3," 
This course provides students with the skills necessary to work with electronic health records . This course 
is ideal for those currently working in the health field or those looking to enter into a health -related 
program who are hoping to learn more about key concepts and the use of electronic health records in the 
medical setting. Topics include the cost and needs to consider when implementing an EHR system, how to 
utilize an EHR system to meet government requirements and medical practice needs, and practical 
application of various E HR tasks. The course will also cover basic medical terminology and basic medical 
coding principles. Students who complete this course with a passing grade will be eligible to sit for the 
Certified Electronic  Health Record Specialist exam.  
 
………………………………………  
 
HEALTH & PHYSICAL FITNESS (HPF)  
 "
HPF 119,INTRODUCTION TO YOGA,1," 
Participants will begin to develop yoga as a practice to facilitate lifelong skills enhancing physical, 
emotional and intellectual strength, flexibility and power. Emphasis is on conscious awareness and 
internal focus through asana practice, relaxation, body alignment and breathing techniques. Students are 
required to bring their own yoga mat.  
 "
HPF 130,INTRODUCTION TO EXERCISE SCIENCE,3," 
This course is an introduction to the fi eld of exercise science. The course explores elements from the basic 
and clinical sciences as they integrate with exercise science. Instruction will focus on (a) exercise science as 
a field of study; (b) sub -disciplines in exercise s; (c) professional orga nizations and certification; (d) 
wellness and health related fitness; (e) physical exercise: an historical, sociological, and philosophical 
perspective; (f) exercise and aging; and (g) career options in exercise science.  
 "
HPF 141,GROUP CYCLING,1," 
A fas t-paced, invigorating workout to music utilizing specialized “spinning” stationary exercise bikes. 
Students are able to exercise at their own pace. The class is designed for a wide range of fitness levels.  
 "
HPF 143,YOGA II,1," 
Participants develop yoga as a practice to facilitate lifelong skills, enhancing physical, emotional and 
intellectual strength, flexibility and power. The course emphasizes conscious awareness and internal focus "
HPF 160,WELLNESS,1," 
Learn the theoretical and practical relationship of lifestyle to productivity. Students examine attitudes and 
behaviors  that enha nce quality of life and maximize personal potential. Students have opportunities for 
self-evaluation.  
 "
HPF 161,PERSONALIZED FITNESS,1," 
A self -paced program in which students exercise independently in a supervised lab. Instructor’s guidance 
is available  to develop an individualized plan to achieve personal health and fitness goals.  
 
HPF 16 5 LINEWORKER  FITNESS  (2 CR)  
This course combines strength, flexibility, and conditioning training to prepare students for pole climbing 
and lineworker fitness test. Proper technique will be emphasized to ensure safety and continued progress. 
There will be initial fitness testing and students will be responsible for tracking their progress.  
 "
HPF 168,WEIGHT TRAINING AND CONDITIONING,2," 
Includes both didactic and practical application of the principles of comprehensive exercise. Learn about 
the multidimensional components of exercise including cardiovascular, flexibility and body composition. 
Special focus is placed on muscular strength a nd endurance within the context of a wellness perspective.  
 "
HPF 169,AEROBIC RHYTHMS,1," 
Students at various fitness levels participate in a choreographed exercise/dance and step class for the 
improvement of cardiovascular fitness, strength and flexibil ity. 
 "
HPF 182,LIGHT WALKING,1," 
Use walking to develop cardiovascular fitness and lose weight. This course emphasizes both muscular 
endurance and flexibility.  "
HPF 186,WEIGHT TRAINING & WELLNESS,3," 
The principal  course focus is that of self -responsib ility for well -being. Concentration is on aspects of 
wellness and conditioning that can be personally controlled and changed. Included are didactic and 
practical applications of principles for a comprehensive conditioning and wellness program  in the contex t 
of creating a healthy lifestyle from a wellness perspective.  
Prerequisite: ENG 085*  
 "
HPF 187,INTERVAL TRAINING,1," 
Participate in a vigorous running workout. Intervals ranging in distance from 200 -800 meters form the 
basis of the workout.  
 "
HPF 221,JAZZ TECHNIQUES,3," (Same as DAN 121)  
Beginner to intermediate level class exploring contemporary jazz and modern dance techniques. Includes 
an introduction to the fundamentals of choreography, exploration of the elements of dance, and history of 
dance.  
 "
HPF 268,ADVANCED WEIGHT TRAINING,2," 
Participate in fitness evaluations and individually prescribed programs designed to develop strength, 
aerobic endurance and flexibility.  
Prerequisite: HPF 168 or HPF 186  
 "
HPF 277,STRESS MANAGEMENT,2, 
HPF 283,MANAGING STRESS AND HOLISTIC HEALTH,3," 
This course provides students with a holistic approach to health focusing on competencies to manage 
stress. Students learn the relationship of lifestyle to their health. Through  the reflective use of specific 
skills, tools and new knowledge students have an increased opportuni ty to enhance their lives and the 
lives of those around them.  
 
………………………………………  
 
HUMANITIES (HUM)  
 "
HUM 131,CULTURAL CONNECTIONS,3," 
This interdisciplinary course examines contemporary issues, their human and technological components, 
and their historical  precedents through art, music, literature and philosophy.  
 
………………………………………  
 
MATHEMATICS (MAT)  
 "
MAT 019,RAPID REVIEW MATH,1," 
This course provides a rapid review of three pre -algebra: integers, fractions, and decimals. Placement 
testing and advising is included at the end of the review to determine the best math placement for the 
student for the remainder of the semester.  
 
 "
MAT 030,FOUNDATIONS OF MATH,4," 
This course is designed to prepare non -STEM major students for MAT 130, Quantitative Reasoning. 
Cultivates student skills in interpreting, understanding, and using quantitative information. Develops 
facility with numeracy, problem solving strategies, proportional and statistical reasoning through a 
quantitative literacy lens. Fosters skill s in reading and writing quantitative information. Emphasizes critical 
thinking and the use of multiple strategies in applied contexts.  
 "
MAT 033,ALGEBRA FOR STATISTICS,4," 
As an alternative pathway toward college -level mathematics, this course introduce s fundamental algebra 
concepts within an underlying framework of statistics and mathematical modeling based on real -world 
data. Major concepts and themes include: problem solving and experimental design; unit analysis and 
error in measurement; dimensional analysis and scientific notation; representing data and coordinate 
graphing; introduction to basic descriptive statistics and probability theorems; basic geometric principles 
(area, volume, perimeter); arithmetic operations on numbers, ratios, summations, and percents; solution 
and manipulation of formulas; modeling relationships (linear and exponential regression); solving 
equations and inequalities; and function arithmetic and graphing. Appropriate technology includes a 
graphing calculator. The mathematic s department recommends that the prerequisite not be more than 
two years old. If the prerequisite is more than two years old, then the recommendation is that the course 
placement exam be taken,  or the prerequisite be retaken to ensure the success of the st udent.  
Corequisite: MAT 133A  
 "
MAT 039,BEGINNING ALGEBRA,4, 
MAT 040,QUANTITATIVE REASONING FUNDAMENTALS ,3," 
Quantitative Reasoning Fundamentals provides extra support for  students concurrently enrolled in MAT 
130 Quantitative Reasoning. The course will review mathematical topics needed to be successful in MAT 
130, and will offer students the opportunity to review, ask questions, and receive additional help with the 
content  of MAT 130.  
Corequisite: MAT 130  
 "
MAT 133,INTRODUCTION TO PROBABILITY & STATISTICS,4," (Same as CIS 203)  
This course is an introduction to experimental design, data representation, basic descriptive statistics, 
probability theorems, frequency distributions and functions, binomial and normal probability distributions 
and functions, probability density functions, hypothesis testing, statistical inference, Chi -square analysis, 
linear regression, correlation and application of the above in making informed, data -driven decisions in 
real-world contexts. Both graphing calculators and computer -based statistical software (Microsoft Excel) 
will be used. If the prerequisite is more than two years old, then the mathematics department 
recommends the course placement exam be t aken or the prerequisite be retaken to ensure the success of 
the student.  
Prerequisite: MAT 033* or MAT 130* or higher  
 "
MAT 135,FINITE MATHEMATICS,4," 
This course is for students whose programs do not require trigonometry (or the calculus sequence). The 
topics included are linear, exponential, quadratic, polynomial an d logarithmic functions and models: 
systems of linear equations; linear regression; mathematics of finance and financial modeling; matrices, 
linear programming; permutations; combinations, probability theory; probabilistic simulations; decision 
theory; des criptive statistics; and Markov chains. The mathematics department recommends the 
prerequisite not to be more than two years old. If the prerequisite is more than two years old the 
recommendation is the course placement assessment be taken or the prerequis ite be retaken to ensure 
the success of the student.  "
MAT 139,COLLEGE ALGEBRA,4," 
Algebraic functions, graphs and models are addressed. Emphasis is placed on the following function types: 
polynomial, exponential, logarithmic, rational and radical. In all topic areas, covered content includes 
simplifying expressions, solving equations, graphing using transformations, mathematical modeling and 
problem solving.  
Prerequisite: MAT 039*  
 "
MAT 141,PRE -CALCULUS,5," 
Major emphasis is on the concept of functions. Study polynomial, rational, exponential, logarithmic, 
trigonometric and invers e trigonometric functions, their properties, graphs, and related equations and 
applications. Additional topics include systems of equations, matrices, conic sections, sequences and 
series, and probability. A graphing calculator is required and used extensi vely. The mathematics 
department recommends that the prerequisite not be more than two years old. If the prerequisite is more 
than two years old, then the recommendation is that the course placement exam be  taken or the 
prerequisite be retaken to ensure th e success of the student.  
Prerequisite: MAT 139*  
  
 
 "
MAT 151,CALCULUS I,4," 
First calculus course for business, mathematics, engineering and science students explores introductory 
plane analytic geometry, the derivative, the integral and their applicati ons for algebraic, trigonometric, 
exponential and logarithmic functions. The mathematics department recommends that the  
prerequisite not be more than two years old. If the prerequisite is more than two years old, then the 
recommendation is that the course placement exam should be taken, or the prerequisite be retaken to 
ensure the success of the student.  
Prerequisite: MAT 141*  
 "
MAT 154,CALCULUS II,5," 
This course explores the following topics: methods and applications of the derivative and integral for 
inverse trigonometric and hyperbolic functions, indeterminate forms, series and polar/parametric 
representation of functions. Graphing calculator required. The mathematics department recommends the 
prerequisite not to be more than two years old. If the pre requisite is more than two years old, the  
recommendation is the course placement exam be taken or the prerequisite be retaken to ensure the 
success of the student.  
Prerequisite: MAT 151*  
 "
MAT 210,FOUNDATIONS OF MATHEMATICS I,4," 
This course provides background material for students preparing to teach at the elementary level and 
emphasizes the structure and properties of the number system. It also covers concepts, models in 
algorithms for whole numbers, integers, fractions, decimals and percen ts. Some additional hours of on -"
MAT 211,FOUNDATIONS OF MATHEMATICS II,4," 
This course will provide the second semester of math content for elementary education majors. It is a 
continuation course for MAT 210; Foundations of Mathematics I. Topics include probability and statistics, 
geometry and measurement. The mathematics department recommends that the prerequisite not be 
more than two years old. If the prerequisite is more than two years old, then the recommendation is that 
the course placement exam be taken, or the prerequisite be retaken to ensure the success of the student.  
Prerequisite: MAT 210  
  "
MAT 251,CALCULUS III,4," 
Course topics include the calculus of vector -valued functions, multivariable functions  
and vector fields. Solid analytic geometry and applications of the material are embedded  
throughout. Use of a computer Algebra System is integrated into the course. Graphing calculator required. 
The mathemat ics department recommends that the prerequisite not be more than two years old. If the 
prerequisite is more than two years old, then the recommendation is that the course placement exam be 
taken,  or the prerequisite be retaken to ensure the success of the student.  
Prerequisite: MAT 154  
 "
MAT 254,DIFFERENTIAL EQUATIONS,4," 
Explore solutions of first order differential equations, linear differential equations with constant 
coefficients, variation of parameters, series solutions, Laplace transforms, eigenvec tors and eigenvalues 
and application to solution of systems of linear first order equations. Graphing calculator required. The 
mathematics department recommends that the prerequisite not be more than two years old. If the 
prerequisite is more than two year s old, then the recommendation is that the course placement exam be 
taken,  or the prerequisite be retaken to ensure the success of the student.  
Prerequisite: MAT 154  
 
………………………………………  
 
MANUFACTURING TECHNOLOGY (MFG)  
 "
MFG 105,BLUEPRINT READING,2," 
This co urse will provide the student with a working knowledge and understanding of a variety of 
mechanical and electrical blueprints. Students will learn to recognize and identify symbols and 
specifications common to modern industrial blueprints. Topics will incl ude: lines and symbols, views, form, 
position, title blocks, sketching, features and sections.  
 "
MFG 115,GD & T,2," 
This course will provide the student with a working knowledge and understanding of dimensioning and 
tolerancing for specific design requirements on engineering drawings.  Students are exposed to symbols, 
terms, datums, material conditions, form, profile, orientation, runout and location tolerances. Content 
includes use and understanding of the symbolic method of specification relating t o tolerances being 
applied using ANSI Y14.5M.  
Prerequisite: MFG 105  
 "
MFG 131,PRODUCTION SAFETY,4, 
MFG 133,PROCESSES AND PRODUCTION,4," 
This course will guide students through an introduction to various activities related to processes. Emphasis 
is placed on a providing students with general knowledge in areas of materials, tooling, planning and 
distribution. (This is part three of a four -part course series.) Students may sit for the Certified Production 
Technologist  (CPT) exam assessment after successful completion of each course.  
Prerequisite: MFG 132  
 "
MFG 134,MAINTENANCE AWARENESS,4," 
This course will guide students through an introduction to various activities related to production. 
Emphasis is placed on provid ing students with general knowledge in areas of welding, basic electrical and 
basic hydraulics and pneumatics. (This is part four of a four -part course series.) Students may sit for the 
Certified Production Technologist (CPT) exam assessment after successf ul completion of each course.  
Prerequisite: MFG 133  
 "
MFG 150,MACHINING THEORY & METHODS,4," 
This course instructs students in machine tool principles and practices used in industry. Safety, 
terminology, manual milling, lathe, grinding, drilling, basic C NC, measurement and various shop 
procedures are used to complete projects. A working knowledge of hand and machine tools is achieved 
through a series of lectures, demonstrations and hands -on projects.  
 "
MFG 160,MATERIALS/METALLURGY,2," 
This course will provide the student with a working knowledge of the properties, uses and treatment 
methods used to alter the properties of commonly used metals and alloys. This knowledge may be applied 
to the design, selection, processing and testing of metal parts.  
 "
MFG 164,BASIC FABRICATION,4," 
This course instructs students in standard fabrication principles and practices used in industry. Safety, 
terminology, material milling, lathe, grinding, sawing, drilling, tapping, riveting, sheet metal working, 
standard l ayout skills, measurement and standard shop procedures are used to complete various projects. 
A working knowledge of hand and machine tools is achieved through a series of lectures, demonstrations 
and hands -on projects.  
Prerequisite: MFG 105*  
 "
MFG 166,PREC ISION MACHINING METHODS,2," 
This course instructs students in machine tool principles and practices used in industry. Safety, 
terminology, material milling, lathe, grinding, drilling, basic CNC, measurement and various shop "
MFG 170,HYDRAULICS/PNEUMATICS,4," 
This course provides instruction in the basics of hydraulic and pneumatic syste ms including pumps, 
valving, control assemblies and actuators. Provides a general understanding of basic laws and formulas 
used in simple hydraulic circuits, including standard hydraulic symbols, and maintenance procedures.  
 "
