Code,Title,Hours,Description
MART 4010,Portfolio II,3,"Students create a substantial body of work in their chosen Visual Media Production 
and Design Discipline (Video, Graphic Design, Animation, Writing) with supporting elements from the adjacent 
disciplines. This is designed as the second course in a 3-course sequence for portfolio production. The end goal of 
the three courses is a completed portfolio. A system of feedback and analysis at checkpoints will be used 
throughout. "
MART 4011,Portfolio III,3,"Students create a substantial body of work in their chosen Visual Media Production 
and Design Discipline (Video, Graphic Design, Animation, Writing) with supporting elements from the adjacent 
disciplines. This is designed as the third course in a 3-course sequence for portfolio production. The end goal of the 
three courses is a completed portfolio. A system of feedback and analysis at checkpoints will be used throughout. "
MART 4603,Media Arts Internship,3,"Under the supervision of a qualified professional, interns gain real-world 
experience in a media-arts work environment. Prerequisites: Senior status (90+ university credits).  "
MART 4999,Media Arts Integrated Project,3,"Students demonstrate a culmination of skills developed during 
their studies. Students produce a project with choice of subject and medium which showcases practical skills. 
Prerequisites: Students must have completed 66 credits of Major coursework and hold senior status (90+ university 
credits), or secure permission from the Dean of the School of Communication & Creative Arts. "
MATH 0101,Academic Support Algebra,1,"For students not meeting prerequisite conditions to enroll in MATH 
1043, Academic Support Algebra will prepare students with a review of basic algebraic skills, signed numbers, 
fractions, exponents, linear and quadratic equations, inequalities, absolute value, and scientific notation. This course 
does not count toward the minimum hours needed for graduation, and is not used in the calculation of grade point 
average. A final score of 80% or higher on the Johnson University Diagnostic Algebra Test will determine final 
qualifications for MATH 1043. "
MATH 1013,Introduction to Mathematics,3,"This is the first class of a two-semester study of the basic concepts 
of elementary mathematics, including the nature and structure of the real number system, number theory, whole 
numbers and integers, and rational and irrational numbers. Basic concepts of algebra, geometry, and measurement 
are studied, including applications of percent, metric conversions, probability, data analysis, and statistics.  "
MATH 1023,Quantitative Literacy,3,"This course increases students’ mathematical literacy —the ability to 
reason with numbers and mathematical ideas. The course emphasizes logic, reasoning skills, the identification of 
fallacies, the use of statistical data and charts, unit conversions, critical reasoning skills, the correct use of 
percentages, and the use of mathematics in finance.  
Johnson University Undergraduate Academic Catalog 2023-2024 (Approved June 20, 2023)  
Course Descriptions 
 
337 
 
 "
MATH 1033,Mathematics Concepts,3,"This is the second class of a two-semester study of basic concepts of 
elementary mathematics, including the nature and structure of the real number system, number theory, whole 
numbers and integers, rational and irrational numbers. Basic concepts of numeration systems, algebra, geometry, 
and measurement are studied, including applications of percent, metric conversions, probability, data analysis, and 
statistics.  "
MATH 1043,College Algebra,3,"This course is a functional approach to algebra that incorporates the use of 
appropriate technology. Topics include linear, polynomial, rational, exponential, and logarithmic functions and their 
graphs and linear regression models. Appropriate applications are included. Prerequisites: High school Algebra I 
and Algebra II, and a Math ACT score of 21 or SAT 530, or permission of the instructor.  "
MATH 1103,Elementary Statistics,3,"An introduction to probability and statistics without calculus. Students 
learn to use statistical reasoning and apply statistical techniques to problems in various health and life science 
contexts. Topics include probability distribution functions, sampling distributions, estimation, hypothesis testing, 
and linear regression. Course readiness: Students will need strong Algebra skills to be successful in this course. 
Students with an SAT math score of below 530 or ACT math score below 21 are recommended to complete College 
Algebra before taking this course. "
MATH 1104,Calculus I,4,"Introduction to the basic concepts of differential and integral calculus and their 
applications. Limits, continuity and derivatives; the definite integral and the Fundamental Theorem of Calculus. The 
prerequisite for Calculus I is a math SAT score of 550 (ACT 23) or better or equivalent or by permission. "
MATH 1114,Calculus II,4,"Techniques and applications of integration, indeterminant forms, improper integrals, 
sequences and series.  "
MATH 2012,Introduction to Proofs,2,"An introduction to the principles of logic and the methods of proof necessary 
for the successful study of mathematics. This course serves as a transition from calculus to advanced mathematics 
courses.  "
MATH 2022,Introduction to Scientific Computing,2,"An introduction to the field of scientific computing. 
Students will use algorithmic reasoning, mathematical software and programming as tools in mathematical modeling 
and problem solving.   "
MATH 2034,Linear Algebra,4,"Systems of linear equations, matrices, vector spaces, linear transformations, inner 
product spaces, determinants, eigenvectors and eigenvalues.   "
MATH 2044,Calculus III,4,"Vectors and parametric equations; functions of two variables; partial and directional 
derivatives; multiple integrals; line integrals.  "
MATH 2054,Ordinary Differential Equations,4,"A first course emphasizing solution techniques of first order 
differential equations, linear equations of higher order, systems of differential equations; mathematical modeling, 
numerical methods, existence and uniqueness of solutions and qualitative techniques.  "
MATH 3014,Modern Geometries,4,"Axiomatic and historical development of Euclidean and non-Euclidean 
geometries. This course will introduce students to the foundations of Neutral and Euclidean Geometry and to some 
of the subsequent developments in Non-Euclidean Geometries.  "
MATH 3034,Numerical Analysis,4,"An introduction to the field of numerical analysis. Students will learn 
numerical techniques for solving equations in one variable, interpolation and polynomial approximation, numerical 
differentiation and integration, and solving initial value problems for ordinary differential equations. "
MATH 3044,Probability and Statistics,4,"An introduction to single variable probability and statistics. Discrete 
and continuous random variables, conditional probability, expectation, moment generating functions, law of large 
numbers, central limit theorem; elements of statistical inference, estimation, and hypothesis testing. "
MATH 4014,Advanced Calculus,4,"An introduction to the theory of sequences, series, differentiation, and 
Riemann integration of functions of one or more variables.  "
MGMT 3013,Principles of Management,3,"This course is a study of the functions, roles, and levels of the 
manager. Students will study classical and contemporary management theories and principles. Other topics include 
planning (strategy and goal setting, environment), leading (leadership, motivation, diversity, managing conflict), 
and controlling (decision making, change management).  
Johnson University Undergraduate Academic Catalog 2023-2024 (Approved June 20, 2023)  
Course Descriptions 
 
338 
 
 "
MGMT 4013,Operations Management,3,"Students learn the principles, problems, and practices of operations 
management. Emphasis is placed on managerial processes for effective operations in producing goods and providing 
services. Prerequisites: MGMT 3013 Principles of Management, BUSN 3063 Business Analytics & Decision Making "
MGMT 4023,Management Science,3,"This course is an introduction to the application of the scientific approach 
to managerial decision making. A study of the quantitative methods used to solve business problems is provided. 
Prerequisites: MGMT 3013 Principles of Management, BUSN 3063 Business Analytics & Decision Making "
MGMT 4033,Human Resource Management,3,"This course examines the role managers play in the successful 
administration of the organization’s human resources. Topics include: the functions of human resource management, 
relationships within the organization, policies and procedures, workplace diversity, and the role of human resources 
in a global economy. Prerequisite: MGMT 3013 Principles of Management "
MGMT 4043,Negotiation and Conflict Resolution,3,"Students will learn the concepts, processes, strategies, and 
ethical issues related to negotiation and conflict resolution. Students will engage in simulated negotiations to 
improve their negotiation skills. "
MKTG 3013,Marketing,3,"This course is a study of the activities and processes used to create value for 
customers through product, price, place, and promotion decisions.  "
MKTG 3033,Promotion Strategy,3,"One of the key elements of the marketing mix, this course is the study of 
finding the appropriate target market for a product and/or service and formulating the most appropriate promotion 
mix to influence that market to become a customer. Prerequisite: MKTG 3013 Marketing "
MKTG 3043,Sales Management,3,"This course will focus on the functions of a sales manager including: 
developing sales structures, forecasting sales, budgeting, ethics, and the planning and development of salespeople 
for organizational effectiveness. Prerequisite: MKTG 3013 Marketing "
MKTG 4013,Consumer Behavior,3,"This course is designed to provide an understanding of consumer behavior 
and the major influences on the consumption process. Perception attitudes, values, consumer decision-making, and 
customer satisfaction, among other topics, will be discussed. Prerequisite: MKTG 3013 Marketing "
MKTG 4023,Marketing Research,3,"This course emphasizes the marketing research process, information needs, 
research formulation and design, and the relationship of research to strategic marketing, planning, and problem 
solving. Prerequisite: Senior Standing "
MUAP 1010,Campus Choir,1,"Campus Choir provides the experience of singing in a fine church choir to any 
Johnson University student, staff, faculty, or community member. No audition or previous musical experience is 
required. Through participation in Campus Choir, members learn basic vocal technique and music reading skills, 
and experience the joy of praising God through choral music. This choir serves as a “lab choir” for Advanced 
Conducting students in the Spring Term and performs occasionally for chapel and/or other campus events.  "
MUAP 1250,Violin I,1,"Students receive private instruction in violin tailored to the maturation level of the 
individual student. The instructor provides one half-hour lesson per week. "
MUAP 1260,Violin II,1,"Students receive private instruction in violin tailored to the maturation level of the 
individual student. The instructor provides one half-hour lesson per week.  "
MUAP 1310,Voice I,1,"Voice I includes one-half hour of individual instruction per week and requires a minimum 
of three hours practice each week, as well as participation in solo class. Students are instructed in proper vocal 
technique and song interpretation. Music majors with voice as their primary or secondary instrument must present a 
jury performance before the Communication & Creative Arts faculty and/or perform in a student recital at the 
completion of the term to receive credit.  "
MUAP 1320,Voice II,1,"Students receive private instruction in the technique of singing and the interpretation of 
song tailored to the maturation level of the individual student. The instructor provides one half-hour lesson per week. 
Music majors with voice as their primary or secondary instrument must present a jury performance before the 
Communication & Creative Arts faculty and/or perform in a student recital at the completion of the term to receive 
credit "
MUAP 1330,Advanced Voice I,2,"Advanced Voice I includes one hour of individual instruction per week and 
requires a minimum of six hours practice each week, as well as participation in solo class. Students are instructed in 
Johnson University Undergraduate Academic Catalog 2023-2024 (Approved June 20, 2023)  
Course Descriptions 
 
339 
 
 
proper vocal technique and song interpretation. Students taking Advanced Voice I must present a jury performance 
before the Communication & Creative Arts faculty at the completion of the term to receive credit.  "
MUAP 1340,Advanced Voice II,2,"Students receive private instruction in the technique of singing and the 
interpretation of song tailored to the maturation level of the individual student. The instructor provides a one-hour 
lesson per week. "
MUAP 1350,Drum Set I,1,"This course provides individual instruction in drum set. Techniques applicable to 
different styles of music are covered. One-half hour lesson per week, solo class participation, and appropriate 
practice are required. "
MUAP 1360,Drum Set II,1,"Students receive private instruction in drum set tailored to the maturation level of the 
individual student. The instructor provides a one half-hour lesson per week. "
MUAP 1410,Piano I,1,"This course provides individual instruction in piano technique and classical music 
appropriate for the level of each student. One half-hour lesson per week and solo class participation are required. 
Music majors with piano as their primary or secondary instrument must present a jury performance before the 
Communication & Creative Arts faculty and/or perform in a student recital at the completion of the term to receive 
credit. "
MUAP 1420,Piano II,1,"Students receive private instruction in piano tailored to the maturation level of the 
individual student. The instructor provides one half-hour lesson per week. Music majors with piano as their primary 
or secondary instrument must present a jury performance before the Communication & Creative Arts faculty and/or 
perform in a student recital at the completion of the term to receive credit. "
MUAP 1430,Advanced Piano I,2,"This course includes a one-hour lesson per week, solo class participation, and a 
jury performance before the Communication & Creative Arts faculty at the completion of the term.  "
MUAP 1440,Advanced Piano II,2,"Students receive private instruction in piano tailored to the maturation level of 
the individual student. The instructor provides a one-hour lesson per week. "
MUAP 1510,Guitar I,1,"This course provides individual instruction in guitar. Techniques applicable to different 
styles of music (classical, contemporary, and jazz) are covered. One-half hour lesson per week, solo class 
participation, and appropriate practice are required. Music majors with guitar as their primary or secondary 
instrument must present a jury performance before the Communication & Creative Arts faculty and/or perform in a 
student recital at the completion of the term to receive credit.  "
MUAP 1520,Guitar II,1,"Students receive private instruction in guitar tailored to the maturation level of the 
individual student. The instructor provides one half-hour lesson per week. Music majors with guitar as their primary 
or secondary instrument must present a jury performance before the Communication & Creative Arts faculty and/or 
perform in a student recital at the completion of the term to receive credit. "
MUAP 1530,Advanced Guitar I,2,"A one-hour lesson per week, solo class participation and a jury performance 
before the Communication & Creative Arts faculty at the completion of the term are required.  "
MUAP 1540,Advanced Guitar II,2,"Students receive private instruction in guitar tailored to the maturation level 
of the individual student. The instructor provides a one-hour lesson per week. "
MUAP 1610,Synthesis I,1,"This course gives students an individualized introduction to digital synthesis and 
computer music programming within Cycling 74’s Max MSP. Upon successful completion of the course, students 
will be able to code basic synthesis models, connect theoretical principles of sound design and music theory with 
practical programming skills, troubleshoot programming issues, and interpret signal flow in other patch work. The 
first half of the course is dedicated to the basics of computer music programming and the second half is devoted to 
student interests.  "
MUAP 1620,Synthesis II,1,"This course will further develop the student’s facilities in digital synthesis and 
computer music programming through individualized instruction. Upon successful completion of the course, 
students will be able to code basic synthesis models, connect theoretical principles of sound design and music theory 
with practical programming skills, troubleshoot programming issues, interpret signal flow in other patchwork, and 
effectively design rudimentary creative projects. The first half of the course is dedicated to synthesis modeling and 
the second half to student interests.  
Johnson University Undergraduate Academic Catalog 2023-2024 (Approved June 20, 2023)  
Course Descriptions 
 
340 
 
 "
MUAP 1630,Synthesis III,1,"This course will further develop the student’s facilities in digital synthesis and 
computer music programming through individualized instruction. Upon successful completion of the course, 
students will be able to code basic synthesis models, connect theoretical principles of sound design and music theory 
with practical programming skills, troubleshoot programming issues, interpret signal flow in other patchwork, and 
effectively design rudimentary creative projects. The first half of the course is dedicated to synthesis modeling and 
the second half to student interests. "
MUAP 1640,Synthesis IV,1,"This course will further develop the student’s facilities in digital synthesis and/or 
computer music programming through bi-weekly, individualized instruction. Upon successful completion of the 
course, students will be able to code basic synthesis models, connect theoretical principles of sound design and 
music theory with practical programming skills, troubleshoot programming issues, interpret signal flow in other 
patchwork, and effectively design rudimentary creative projects. This course is entirely dedicated to the student’s 
interests within the field. "
MUAP 1720,Band: Concert & Big Band Ensemble,1,"This concert and big band ensemble is open to all 
students, staff, faculty and community members who know the fundamentals of their instrument. This ensemble 
performs standard concert and big band repertoire, along with other music for campus, chapel, and select community 
events. (Offered when warranted.)  "
MUAP 1801,Electronic Music Workshop,1,"Electronic Music workshop is an ensemble performance group that 
studies music employing electronic media, including real-time digital signal processing, multimedia, and live 
performance. Technical aspects of the course focus on programming using visual programming languages to create 
interactive projects and algorithmic compositions. Prerequisite: MUTC 3023 MIDI and Acoustic Analysis "
MUAP 1810,Bass Guitar I,1,"This course provides individual instruction in bass guitar. Techniques applicable to 
different styles of music are covered. One-half hour lesson per week, solo class participation, and appropriate 
practice are required. "
MUAP 1820,Bass Guitar II,1,"Students receive private instruction in bass guitar tailored to the maturation level 
of the individual student. The instructor provides a one half-hour lesson per week. "
MUAP 1925,New Creation Ensemble,1,"New Creation is a select ensemble open to any student by audition. This 
group represents the University in public relations programs. Auditions are conducted with a view to discovering 
those who excel in musical ability and who possess a well-rounded Christian personality. "
MUAP 2000,University Choir,1,"University Choir is a select ensemble open to any student, faculty, staff, or 
community member. The choir prepares two concerts annually and sings in campus programs such as the Festival of 
Christmas Joy, Lessons & Carols, Homecoming, and commencement. The choir occasionally represents Johnson 
University at select events, conferences, and local churches. University Choir sings a wide variety of collegiate and 
sacred music that reflects the diverse musical nature of the ensemble.  "
MUAP 2100,Pop/Rock/Jazz Ensemble,1,"This ensemble pursues the technical study, practice, and performance 
of music from the popular, rock, blues, and jazz repertoire. The ensemble is open to students, staff, faculty, and 
members of the Johnson community who know the fundamentals of their instrument. Ensemble membership and 
participation may require an audition at the instructor’s discretion. Public performance of works is expected. "
MUAP 2250,Violin III,1,"Students receive private instruction in violin tailored to the maturation level of the 
individual student. The instructor provides one half-hour lesson per week. "
MUAP 2260,Violin IV,1,"Students receive private instruction in violin tailored to the maturation level of the 
individual student. The instructor provides one half-hour lesson per week. "
MUAP 2310,Voice III,1,"Students receive private instruction in the technique of singing and the interpretation of 
song tailored to the maturation level of the individual student. The instructor provides one half-hour lesson per 
week. Music majors with voice as their primary or secondary instrument must present a jury performance before the 
Communication & Creative Arts faculty and/or perform in a student recital at the completion of the term to receive 
credit. "
MUAP 2320,Voice IV,1,"Students receive private instruction in the technique of singing and the interpretation of 
song tailored to the maturation level of the individual student. The instructor provides one half-hour lesson per 
week. Music majors with voice as their primary or secondary instrument must present a jury performance before the 
Johnson University Undergraduate Academic Catalog 2023-2024 (Approved June 20, 2023)  
Course Descriptions 
 
341 
 
 
Communication & Creative Arts faculty and/or perform in a student recital at the completion of the term to receive 
credit. "
MUAP 2330,Advanced Voice III,2,"Students receive private instruction in the technique of singing and the 
interpretation of song tailored to the maturation level of the individual student. The instructor provides a one-hour 
lesson per week. "
MUAP 2340,Advanced Voice IV,1,"Students receive private instruction in the technique of singing and the 
interpretation of song tailored to the maturation level of the individual student. The instructor provides a one-hour 
lesson per week. "
MUAP 2350,Drum Set III,1,"Students receive private instruction in drum set tailored to the maturation level of 
the individual student. The instructor provides a one half-hour lesson per week. "
MUAP 2360,Drum Set IV,1,"Students receive private instruction in drum set tailored to the maturation level of 
the individual student. The instructor provides a one half-hour lesson per week. "
MUAP 2410,Piano III,1,"Students receive private instruction in piano technique, literature and repertoire tailored 
to the maturation level of each student. The instructor provides one half-hour lesson per week. Music majors with 
piano as their primary or secondary instrument must present a jury performance before the Communication & 
Creative Arts faculty and/or perform in a student recital at the completion of the term to receive credit. "
MUAP 2420,Piano IV,1,"Students receive private instruction in piano technique, literature and repertoire tailored 
to the maturation level of each student. The instructor provides one half-hour lesson per week. Music majors with 
piano as their primary or secondary instrument must present a jury performance before the Communication & 
Creative Arts faculty and/or perform in a student recital at the completion of the term to receive credit. "
MUAP 2430,Advanced Piano III,2,"Students receive private instruction in piano technique, literature, and recital 
repertoire tailored to the maturation level of each student. The instructor provides a one-hour lesson per week. "
MUAP 2440,Advanced Piano IV,2,"Students receive private instruction in piano technique, literature, and recital 
repertoire tailored to the maturation level of each student. The instructor provides a one-hour lesson per week. "
MUAP 2510,Guitar III,1,"Students receive private instruction in guitar tailored to the maturation level of the 
individual student. The instructor provides one half-hour lesson per week. Music majors with guitar as their primary 
or secondary instrument must present a jury performance before the Communication & Creative Arts faculty and/or 
perform in a student recital at the completion of the term to receive credit. "
MUAP 2520,Guitar IV,1,"Students receive private instruction in guitar tailored to the maturation level of the 
individual student. The instructor provides one half-hour lesson per week. Music majors with guitar as their primary 
or secondary instrument must present a jury performance before the Communication & Creative Arts faculty and/or 
perform in a student recital at the completion of the term to receive credit. "
MUAP 2530,Advanced Guitar III,2,"Students receive private instruction in guitar tailored to the maturation level 
of the individual student. The instructor provides a one-hour lesson per week. "
MUAP 2540,Advanced Guitar IV,2,"Students receive private instruction in guitar tailored to the maturation level 
of the individual student. The instructor provides a one-hour lesson per week. "
MUAP 2600,Vox Royale,1,"This select, primarily a cappella ensemble is open to any student or community member 
by audition. The ensemble performs a wide repertoire of music that includes chamber music, church music, modern 
worship, vocal jazz, and modern a cappella. The ensemble represents Johnson University at select events, retreats, 
conferences, and worship services on and off campus. Vox Royale members rehearse with the University Choir one 
day a week and rehearse as a separate ensemble one day a week. "
MUAP 2810,Bass Guitar III,1,"Students receive private instruction in bass guitar tailored to the maturation level 
of the individual student. The instructor provides a one half-hour lesson per week. "
MUAP 2820,Bass Guitar IV,1,"Students receive private instruction in bass guitar tailored to the maturation level 
of the individual student. The instructor provides a one half-hour lesson per week. "
MUAP 3000,Junior Recital,1,"Candidates for Bachelor of Music degrees are required to present a Junior Recital 
on their primary instrument (Piano or Voice). This recital will include standard works from either the piano or vocal 
Johnson University Undergraduate Academic Catalog 2023-2024 (Approved June 20, 2023)  
Course Descriptions 
 
342 
 
 
repertory. The private instructor and student will choose selections for the recital and these selections must be 
approved by the music faculty of the School of Communication and Creative Arts. A “hearing” of the recital will be 
presented before the music faculty at least two weeks prior to the scheduled recital performance. The music faculty 
will then have the opportunity to either approve the performance of the recital or require the student to postpone the 
recital until further preparation takes place. "
MUAP 3250,Violin V,1,"Students receive private instruction in violin tailored to the maturation level of the 
individual student. The instructor provides one half-hour lesson per week. "
MUAP 3260,Violin VI,1,"Students receive private instruction in violin tailored to the maturation level of the 
individual student. The instructor provides one half-hour lesson per week. "
MUAP 3110,Contemporary Guitar Methods,1,"An introduction to and exploration of playing techniques and 
rehearsal strategies for acoustic guitar, electric guitar, and electric bass suitable for pop/commercial and modern 
worship music styles. Course requires an understanding of basic music fundamentals. Prerequisite: MUSC 1111 or 
permission of instructor. "
MUAP 3120,Contemporary Keyboard Methods,1,"An introduction to and exploration of playing techniques and 
rehearsal strategies for acoustic piano and electronic keyboard/synthesizer suitable for pop/commercial and modern 
worship music styles. Course requires an understanding of basic music fundamentals. Prerequisite: MUSC 1111 or 
permission of instructor. "
MUAP 3130,Contemporary Percussion Methods,1,"An introduction to and exploration of playing techniques 
and rehearsal strategies for drum set/kit and auxiliary percussion suitable for pop/commercial and modern worship 
music styles. Course requires an understanding of basic music fundamentals. Prerequisite: MUSC 1111 or 
permission of instructor. "
MUAP 3140,Contemporary Vocal Team Methods,1,"An introduction to and exploration of vocal physiology, 
pedagogy, arranging techniques, and rehearsal strategies for solo voice, vocal teams, and choirs suitable for 
pop/commercial and modern worship music styles. Course requires an understanding of basic music fundamentals. 
Prerequisite: MUSC 1111 or permission of instructor. "
MUAP 3300,Collaborative Piano,1,"This course is designed to provide students with training and experience in 
collaborating and accompanying singers and instrumentalists in both private lessons and performances. It will also 
give students the opportunity to accompany a variety of ensembles both in rehearsals and performances. "
MUAP 3310,Voice V,1,"Students receive private instruction in the technique of singing and the interpretation of 
song tailored to the maturation level of the individual student. The instructor provides one half-hour lesson per week. 
Music majors with voice as their primary or secondary instrument must present a jury performance before the 
Communication & Creative Arts faculty and/or perform in a student recital at the completion of the term to receive 
credit. "
MUAP 3320,Voice VI,1,"Students receive private instruction in the technique of singing and the interpretation of 
song tailored to the maturation level of the individual student. The instructor provides one half-hour lesson per week. 
Music majors with voice as their primary or secondary instrument must present a jury performance before the 
Communication & Creative Arts faculty and/or perform in a student recital at the completion of the term to receive 
credit. "
MUAP 3330,Advanced Voice V,2,"Students receive private instruction in the technique of singing and the 
interpretation of song tailored to the maturation level of the individual student. The instructor provides a one-hour 
lesson per week. "
MUAP 3340,Advanced Voice VI,2,"Students receive private instruction in the technique of singing and the 
interpretation of song tailored to the maturation level of the individual student. The instructor provides a one-hour 
lesson per week. "
MUAP 3350,Drum Set V,1,"Students receive private instruction in drum set tailored to the maturation level of the 
individual student. The instructor provides a one half-hour lesson per week. "
MUAP 3360,Drum Set VI,1,"Students receive private instruction in drum set tailored to the maturation level of 
the individual student. The instructor provides a one half-hour lesson per week. 
Johnson University Undergraduate Academic Catalog 2023-2024 (Approved June 20, 2023)  
Course Descriptions 
 
343 
 
 "
MUAP 3410,Piano V,1,"Students receive private instruction in piano technique, literature, and repertoire appropriate 
for the level of each student. The instructor provides one half-hour lesson per week. Music majors with piano as their 
primary or secondary instrument must present a jury performance before the Communication & Creative Arts faculty 
and/or perform in a student recital at the completion of the term to receive credit. "
MUAP 3420,Piano VI,1,"Students receive private instruction in piano technique, literature and repertoire appropriate 
for the level of each student. The instructor provides one half-hour lesson per week. Music majors with piano as their 
primary or secondary instrument must present a jury performance before the Communication & Creative Arts faculty 
and/or perform in a student recital at the completion of the term to receive credit. "
MUAP 3430,Advanced Piano V,2,"Students receive private instruction in piano technique, literature, and recital 
repertoire appropriate for the level of each student. The instructor provides a one-hour lesson per week. "
MUAP 3440,Advanced Piano VI,2,"Students receive private instruction in piano technique, literature, and recital 
repertoire appropriate for the level of each student. The instructor provides a one-hour lesson per week. "
MUAP 3510,Guitar V,1,"Students receive private instruction in guitar tailored to the maturation level of the 
individual student. The instructor provides one half-hour lesson per week. Music majors with piano as their primary 
or secondary instrument must present a jury performance before the Communication & Creative Arts faculty and/or 
perform in a student recital at the completion of the term to receive credit.  "
MUAP 3520,Guitar VI,1,"Students receive private instruction in guitar tailored to the maturation level of the 
individual student. The instructor provides one half-hour lesson per week. "
MUAP 3530,Advanced Guitar V,2,"Students receive private instruction in guitar tailored to the maturation level 
of the individual student. The instructor provides a one-hour lesson per week. "
MUAP 3540,Advanced Guitar VI,2,"Students receive private instruction in guitar tailored to the maturation level 
of the individual student. The instructor provides a one-hour lesson per week. "
MUAP 3810,Bass Guitar V,1,"Students receive private instruction in bass guitar tailored to the maturation level 
of the individual student. The instructor provides a one half-hour lesson per week. "
MUAP 3820,Bass Guitar VI,1,"Students receive private instruction in bass guitar tailored to the maturation level 
of the individual student. The instructor provides a one half-hour lesson per week. "
MUAP 4000,Senior Recital,1,"Students in music-related majors present an hour-length public performance on the 
principal and secondary instruments. The recital may also include a worship set. Guidelines are provided by the 
Music Department. Worship Leadership majors may opt to present a senior recital as per recommendation of 
primary instrument instructor. "
MUAP 4100,Senior Recital,0,"Candidates for the Bachelor of Music Education will be required to present a 
senior recital on their primary instrument (Piano or Voice). This recital will include standard works from either the 
piano or vocal repertory. The private instructor and student will choose selections for the recital and these selections 
must be approved by the music faculty of the School of Communication and Creative Arts. A “hearing” of the 
recital will be presented before the music faculty at least two weeks prior to the scheduled recital performance. The 
music faculty will then have the opportunity to either approve the performance of the recital or require the student to 
postpone the recital until further preparation takes place.  "
MUAP 4250,Violin VII,1,"Students receive private instruction in violin tailored to the maturation level of the 
individual student. The instructor provides one half-hour lesson per week. "
MUAP 4260,Violin VIII,1,"Students receive private instruction in violin tailored to the maturation level of the 
individual student. The instructor provides one half-hour lesson per week. "
MUAP 4310,Voice VII,1,"Students receive private instruction in the technique of singing and the interpretation of 
song tailored to the maturation level of the individual student. The instructor provides one half-hour lesson per 
week. Music majors with voice as their primary or secondary instrument must present a jury performance before the 
Communication & Creative Arts faculty and/or perform in a student recital at the completion of the term to receive 
credit. "
MUAP 4320,Voice VIII,1,"Students receive private instruction in the technique of singing and the interpretation 
of song tailored to the maturation level of the individual student. The instructor provides one half-hour lesson per 
Johnson University Undergraduate Academic Catalog 2023-2024 (Approved June 20, 2023)  
Course Descriptions 
 
344 
 
 
week. Music majors with voice as their primary or secondary instrument must present a jury performance before the 
Communication & Creative Arts faculty and/or perform in a student recital at the completion of the term to receive 
credit. "
MUAP 4330,Advanced Voice VII,2,"Students receive private instruction in the technique of singing and the 
interpretation of song tailored to the maturation level of the individual student. The instructor provides a one-hour 
lesson per week. "
MUAP 4340,Advanced Voice VIII,2,"Students receive private instruction in the technique of singing and the 
interpretation of song tailored to the maturation level of the individual student. The instructor provides a one-hour 
lesson per week. "
MUAP 4350,Drum Set VII,1,"Students receive private instruction in drum set tailored to the maturation level of 
the individual student. The instructor provides a one half-hour lesson per week. "
MUAP 4360,Drum Set VIII,1,"Students receive private instruction in drum set tailored to the maturation level of 
the individual student. The instructor provides a one half-hour lesson per week. "
MUAP 4410,Piano VII,1,"Students receive private instruction in piano technique, literature and repertoire tailored 
to the maturation level of each student. The instructor provides one half-hour lesson per week. Music majors with 
piano as their primary or secondary instrument must present a jury performance before the Communication & Creative 
Arts faculty and/or perform in a student recital at the completion of the term to receive credit. "
MUAP 4420,Piano VIII,1,"Students receive private instruction in piano technique, literature and repertoire 
tailored to the maturation level of each student. The instructor provides one half-hour lesson per week. Music majors 
with piano as their primary or secondary instrument must present a jury performance before the Communication & 
Creative Arts faculty and/or perform in a student recital at the completion of the term to receive credit. "
MUAP 4430,Advanced Piano VII,2,"Students receive private instruction in piano technique, literature, and recital 
repertoire tailored to the maturation level of each student. The instructor provides a one-hour lesson per week. "
MUAP 4440,Advanced Piano VIII,2,"Students receive private instruction in piano technique, literature, and 
recital repertoire tailored to the maturation level of each student. The instructor provides a one-hour lesson per week. "
MUAP 4510,Guitar VII,1,"Students receive private instruction in guitar tailored to the maturation level of the 
individual student. The instructor provides one half-hour lesson per week. Music majors with guitar as their primary 
or secondary instrument must present a jury performance before the Communication & Creative Arts faculty and/or 
perform in a student recital at the completion of the term to receive credit. "
MUAP 4520,Guitar VIII,1,"Students receive private instruction in guitar tailored to the maturation level of the 
individual student. The instructor provides one half-hour lesson per week. Music majors with guitar as their primary 
or secondary instrument must present a jury performance before the Communication & Creative Arts faculty and/or 
perform in a student recital at the completion of the term to receive credit. "
MUAP 4530,Advanced Guitar VII,2,"Students receive private instruction in guitar tailored to the maturation 
level of the individual student. The instructor provides a one-hour lesson per week. "
MUAP 4540,Advanced Guitar VIII,2,"Students receive private instruction in guitar tailored to the maturation 
level of the individual student. The instructor provides a one-hour lesson per week. "
MUAP 4810,Bass Guitar VII,1,"Students receive private instruction in bass guitar tailored to the maturation level 
of the individual student. The instructor provides a one half-hour lesson per week. "
MUAP 4820,Bass Guitar VIII,1,"Students receive private instruction in bass guitar tailored to the maturation 
level of the individual student. The instructor provides a one half-hour lesson per week. "
MUED 2100,Introduction to Music Technology,1,"This course is a survey of the technology used to create, 
prepare, perform, and distribute music, with an emphasis on technologies for application in elementary and 
secondary school settings. "
