code,name,credit hours,description
HIT 210,ICD Coding,N/A,"This course is an introduction to the 
International Classification of Diseases (ICD) 
coding principles for services rendered by 
physicians. Practice in the assignment of valid 
diagnostic codes is emphasized to orient the 
students to coding requirements, terminology 
and characteristics. Repeatable to a maximum"
of 12,semester hours; 3 semester hours may ,3,"apply to a degree or certificate.
Prereq: C or better in HIT110; C or better in 
HIT220 or concurrent enrollment in HIT220.
(3 lec/0 lab) 
3 sem hrs
121
www.waubonsee.edu
Course Descriptions
Heating, Ventilation, and Air Conditioning"
HIT 212,Inpatient Medical Coding,3,"This course provides an introduction to basic 
rules, regulations and principles of the ICD-10-
PCS inpatient procedural coding classification 
system. Students will expand their knowledge 
of inpatient procedures including surgical and 
ancillary services. The applied approach of this 
course will teach students how to construct 
procedural codes through the appropriate 
assignment of each code character. Students 
will apply their skills and acquired knowledge 
to a variety of inpatient coding scenarios 
beginning with simple and advancing to more 
complex. Repeatable to a maximum of 12 
semester hours; 3 semester hours may apply to 
a degree or certificate.
Prereq: C or better in BIO260 and HIT110.
(3 lec/0 lab) 
3 sem hrs"
HIT 215,CPT Coding,3,"This course provides an introduction to the 
guidelines, rules and terms for the Current 
Procedural Terminology (CPT) and the Center 
for Medicare/Medicaid Services' Healthcare 
Common Procedure Coding System (HCPCS) 
classification systems. The applied approach of 
this course will teach students how to construct 
procedural codes for services provided by 
outpatient facilities, physicians and other 
healthcare professionals. Repeatable to a 
maximum of 12 semester hours; 3 semester 
hours may apply to a degree or certificate.
Prereq: C or better in BIO260 and HIT110.
(3 lec/0 lab) 
3 sem hrs"
HIT 216,Advanced Clinical ,3,"Classification Systems
This course provides in-depth coverage of ICD 
and HCPCS coding conventions, principles, 
and updates as they apply to accurate coding of 
complex medical/surgical cases, with emphasis 
on case studies.  Government regulations, 
industry standards and changes in health 
care reporting will be addressed.  Students 
will assign coding and prospective payment 
categories using computerized encoding 
software and AHIMA's Virtual Lab.
Prereq: C or better in HIT210; HIT212; HIT215.
(3 lec/0 lab) 
3 sem hrs"
HIT 218,Reimbursement Systems,3,"This course focuses on the components of 
revenue cycle management and approaches 
to the financing and delivery of healthcare 
services. The course examines the 
reimbursement and payment methodologies 
and regulation requirements of the revenue 
cycle processes. Emphasis on concepts 
in insurance, clinical documentation 
improvement, third-party and prospective 
payments, and managed care organizations.
Prereq: C or better in HIT216 or concurrent 
enrollment.
(3 lec/0 lab) 
3 sem hrs"
HIT 220,Pathophysiology and ,3,"Pharmacology for the Health 
Information Technology 
Professional
A working knowledge of the nature and cause of 
disease including the etiology, signs, symptoms, 
diagnostic evaluation, clinical treatment, 
and pharmacology management of disease 
processes necessary for a career in the health 
information profession are presented. Emphasis 
is on pharmacology for health information 
professionals covering general principles of 
drug actions/reactions, major drug classes and 
specific agents within each class.
Prereq: C or better in BIO260.
(3 lec/0 lab) 
3 sem hrs"
HIT 242,Healthcare Computer ,3,"Applications
This course introduces students to the 
electronic health record (EHR) and software 
used in health care. This course emphasizes 
the health information processes for collection, 
maintaining and disseminating primary and 
secondary health information. Students will 
identify strategies for data quality, database 
architecture, and information governance. This 
course also presents the challenges and role 
health information exchange plays in improving 
healthcare.
Prereq: C or better in HIT101.
(3 lec/0 lab) 
3 sem hrs"
HIT 246,Healthcare Statistics and ,3,"Data Analysis
This course introduces students to basic 
statistical principles and calculations as applied 
in the healthcare environment. Topics include 
the maintenance, compilation, analysis and 
presentation of healthcare statistics. In addition, 
students learn the fundamentals of displaying 
statistical information using a variety of graphs 
and charts.
Prereq: HIT101 with a C or better; MTH107 
with a C or better.
(3 lec/0 lab) 
3 sem hrs"
HIT 252,Organizational Management ,3,"and Leadership
The philosophy and functions of human and 
financial resource management within the 
health care setting is examined. Emphasis is 
placed on planning, organizing, directing, 
coordinating and controlling, theories of 
decision making, problem solving, motivation, 
leadership and communication, in addition 
to quality and performance improvement, 
budgeting, the revenue cycle, work processes 
and goal setting.
Prereq: C or better in HIT101.
(3 lec/0 lab) 
3 sem hrs"
HIT 299,Professional Practice ,1,"Experience
This capstone course allows students to gain 
real-world experience by interacting directly 
with people already employed in the field of 
Health Information Management. The PPE 
is designed to provide the student 50 hours 
of practical experiences in the theories and 
concepts previously acquired in the curriculum. 
This course also provides preparation for the 
Registered Health Information Technician 
(RHIT) examination, which can be taken in 
the final semester of study. The course focuses 
on review of all competency categories known 
as domains as outlined by the American 
Health Information Management Association 
(AHIMA).
Prereq: Consent of program director.
(0 lec/2 lab) 
1 sem hrs
Heating, Ventilation, Air 
Cond  (HVA)"
HVA 110,Introduction to HVAC/R,3,"This course introduces the learner to 
the terminology, concepts and scientific 
principles used in the Heating, Ventilation, 
Air Conditioning and Refrigeration (HVAC/R) 
industry and develops skills in pipefitting, use 
of hand tools and operation of test instruments 
and equipment used in the Heating, Ventilation, 
Air Conditioning and Refrigeration (HVAC/R) 
trade with an emphasis on the refrigeration 
cycle and charging systems.
(2 lec/2 lab) 
3 sem hrs"
HVA 120,HVAC/R Electrical Systems,3,"This course introduces electrical safety, theory, 
tools, and test equipment used in the HVAC/R 
industry. Major emphasis is placed on wiring 
and troubleshooting electrical circuits and 
examining voltage, amperage, and resistance 
readings.
(2 lec/2 lab) 
3 sem hrs"
HVA 130,Residential Air Conditioning ,3,"Systems
This course takes an extensive look at 
refrigeration system components and their 
function in the refrigeration cycle, as well as 
control components used within industry. 
Different aspects of human comfort related 
to the HVAC/R industry will be discussed. 
Topics include: Indoor Air Quality (IAQ), 
Psychrometrics, Enthalpy, Ventilation, 
Dehumidification and troubleshooting. Also 
includes a module on soft skills, pertaining to 
performing service calls.
Prereq: HVA110; HVA120.
(2 lec/2 lab) 
3 sem hrs
122
2023/2024
Course Descriptions
Heating, Ventilation, and Air Conditioning"
HVA 140,Residential Heating Systems,3,"This course discusses the theory, science, 
and procedures behind heat production for 
residential and light commercial systems. 
The student will also develop skills in testing, 
adjusting, and replacing heating components 
such as furnace burners, motors, gas piping 
assemblies, electrical wiring and thermostats.
Prereq: HVA110; HVA120.
(2 lec/2 lab) 
3 sem hrs"
HVA 150,Basic Sheet Metal ,3,"Fabrication and Print 
Reading
This course is designed to provide students 
with experience in the safe use of sheet metal 
tools and the methods used to make layouts. 
Students complete a drawing and fabricate the 
parts. Familiarization with HVAC blueprints is 
also included.
(2 lec/2 lab) 
3 sem hrs"
HVA 160,EPA Refrigerant Certification,1,"This course is intended to prepare students 
for the certification test required by the 
Environmental Protection Agency (EPA) 608 of 
the Federal Clean Air Act.
Note: It is required that students take HVA160 
and HVA165 as co-requisites.  Repeatable to a 
maximum of 4 semester hours; 1 semester hour 
may apply to a degree or certificate.
Coreq: HVA165.
(1 lec/0 lab) 
1 sem hrs"
HVA 165,HVAC/R Safety,2,"This course is intended to educate students 
on safe work practices used in the Heating, 
Ventilation and Air Conditioning (HVAC) 
industry. Topics also include Occupational 
Safety and Health Administration (OSHA) 10 
safety standards, ladder safety, fall restraints 
and Lock Out Tag Out (LOTO). Repeatable to 
a maximum of 8 semester hours; 2 semester 
hours may apply to a degree or certificate.
Note: It is required that students take HVA160 
and HVA165 as co-requisites.
Coreq: HVA160.
(1 lec/2 lab) 
2 sem hrs"
HVA 180,HVAC/R Electrical Systems ,3,"and Troubleshooting
This course presents advanced electrical 
systems and controls topics by building on 
the theories, concepts and skills covered in 
HVAC/R Electrical Systems with an emphasis 
on electrical system malfunctions and 
systematic procedures for troubleshooting. 
Students will use proper wiring techniques, 
utilize troubleshooting processes to uncover 
failed components.
Prereq: C or better in HVA110 and HVA120.
(2 lec/2 lab) 
3 sem hrs"
HVA 200,Sheet Metal Fabrication and ,3,"Installation
Students learn basic procedures of designing, 
fabricating and installing ductwork, electrical 
wiring, and piping for residential comfort 
systems. Emphasis is placed on pitfalls, 
problems and inaccuracies that can occur 
during each of these procedures.
Note: Students will receive a schedule of field 
work during the first week of class..
Prereq: HVA130, HVA140 or concurrent 
enrollment, and HVA150 and HVA160.
(2 lec/2 lab) 
3 sem hrs"
HVA 205,Residential and Commercial ,3,"Heat Pumps
Advanced topics in heat pump installation, 
troubleshooting, and maintenance. Course 
topics include: heat pumps (air source and 
geothermal), mini-split and Variable Refrigerant 
Flow (VRF) systems. Installation procedures 
like electrical wiring and system piping are also 
covered.
Prereq: HVA130; HVA140.
(2 lec/2 lab) 
3 sem hrs"
HVA 215,Commercial HVAC Systems,3,"Students will learn the operating principles, 
fundamental concepts, and components of 
commercial Heating, Ventilation and Air 
Conditioning (HVAC) systems. Topics include: 
Fans, Air Handler Units (AHUs,) Rooftop Units, 
Chillers, Cooling Towers, Boilers, Variable 
Air Volume (VAVs), and Fan Powered Boxes 
(FPBs). Basic troubleshooting procedures, and 
the advantages and disadvantages of different 
types of commercial Heating, Ventilation and 
Air Conditioning (HVAC) systems will also be 
discussed.
Prereq: HVA130; HVA140.
(2 lec/2 lab) 
3 sem hrs"
HVA 230,Commercial HVAC Controls,3,"This course introduces commercial building 
heating and air conditioning controls. This 
course will cover topics including system 
design and operation, developing a reset 
schedule, familiarization with common control 
components, and troubleshooting basic 
controls.
Prereq: HVA120; HVA130; HVA140.
(3 lec/0 lab) 
3 sem hrs"
HVA 245,Load Calculations and Duct ,3,"Design
Techniques and procedures necessary to 
evaluate residential and commercial heat loss, 
and heat gain load calculation are covered. This 
data is used to create duct designs and layouts. 
Other topics include equipment sizing location 
and selection, infiltration, indoor air quality, 
and register location and selection.
Prereq: HVA110; HVA120; HVA140.
(2 lec/2 lab) 
3 sem hrs"
HVA 250,Residential Hydronic ,3,"Technology
This course presents an in-depth study in 
hydronic technologies and the operation 
of hydronic heating systems and their 
components. Students receive hands-on 
experience in installing, troubleshooting, and 
repairing hydronic heating systems. Topics will 
include heating systems, heat distributing units, 
and piping.
Prereq: HVA110; HVA120; HVA140.
(2 lec/2 lab) 
3 sem hrs"
HVA 255,Commercial Refrigeration,3,"This course covers commercial refrigeration 
equipment with an emphasis on operation 
and troubleshooting. Walk-in and reach-in 
coolers, freezers and ice makers are used to 
build on concepts learned in the Introduction 
to Heating, Ventilation, Air Conditioning and 
Refrigeration (HVAC/R) and Residential Air 
Conditioning Systems courses. This course will 
differentiate between Heating, Ventilation and 
Air Conditioning (HVAC) and refrigeration, 
focusing on equipment sizing and selection. 
Installation of piping and wiring of refrigeration 
system controls are also covered.
Prereq: C or better in HVA130, HVA160 and 
HVA180.
(2 lec/2 lab) 
3 sem hrs"
HVA 296,Special Topics for HVAC,1 to 3,"This course offers in-depth exploration of a 
special topic, issue or trend in the heating, 
ventilation, and air conditioning industry. 
Topics might include; advanced HVAC, 
alternative energy or energy management. 
Repeatable to a maximum of 12 semester hours 
for different topics; 6 semester hours may apply 
to a degree or certificate.
(1 to 3 lec/0 lab) 
1 to 3 sem hrs
History  (HIS)"
HIS 101,World History to 1500,3,"This course surveys the economic, social, 
cultural and political history of global peoples 
and cultures from ancient times to 1500, paying 
particular attention to the ways in which 
discrete peoples conceived of and organized 
themselves and their societies, as well as their 
regional relationships and interactions with 
global communities.
IAI: S2 912N.
(3 lec/0 lab) 
3 sem hrs
123
www.waubonsee.edu
Course Descriptions
Human Services"
HIS 102,World History Since 1500,3,"This course surveys the economic, social, 
cultural, and political history of global peoples 
and cultures from 1500 to the present, paying 
particular attention to relationships and 
interactions among global communities. In 
addition, to building historical knowledge, 
this course introduces students to historical 
methodology and the use of primary sources. 
Students will have the opportunity to “do” 
history like a historian, as they ask historical 
questions, apply historical thinking, and 
develop their own interpretations of the past.
IAI: S2 913N.
(3 lec/0 lab) 
3 sem hrs"
HIS 111,Western Civilization to 1648,3,"This examination of Western civilization 
reviews the major historical developments 
from the experiences of the Near Eastern 
populations, the Greeks and the Romans, 
through the Middle Ages, and concludes with 
early modern history to 1648. The course 
employs social and cultural history, as well as 
the more traditional political and economic 
approaches.
IAI: H2 901.
(3 lec/0 lab) 
3 sem hrs"
HIS 112,Western Civilization Since ,3,"1648
This examination of Western civilization 
reviews the major historical developments in 
modern history from 1648 to the present. The 
course employs social and cultural history, 
as well as the more traditional political and 
economic approaches.
IAI: H2 902.
(3 lec/0 lab) 
3 sem hrs"
HIS 121,American History to 1865,3,"This examination of American history reviews 
the major historical developments from the 
experiences of the indigenous peoples, the 
colonial regimes, and nation-building, through 
the sectional crisis, and concludes with the 
Civil War. The course employs social, cultural, 
and transnational history, as well as the more 
traditional political and economic approaches. 
In addition, to building historical knowledge, 
this course introduces students to historical 
methodology and the use of primary sources. 
Students will have the opportunity to “do” 
history like a historian, as they ask historical 
questions, apply historical thinking, and 
develop their own interpretations of the past.
IAI: S2 900.
(3 lec/0 lab) 
3 sem hrs"
HIS 122,American History Since 1865,3,"This examination of American history reviews 
the major historical developments from the 
experiences of Reconstruction and western 
conquest, the rise of industrial capitalism, 
and American ascendance as a global power 
through the Cold War and concludes with 
contemporary American society. The course 
employs social and cultural history, as well as 
the more traditional political and economic 
approaches, to understand the transnational 
American experience since 1865.
IAI: S2 901.
(3 lec/0 lab) 
3 sem hrs"
HIS 205,History of the Middle East,3,"This course surveys the economic, social, 
cultural and political history of the Middle 
Eastern peoples and nations from ancient times 
to the present, paying particular attention to 
the ways in which Middle Eastern peoples 
conceived of and organized themselves 
and their societies, as well as their regional 
relationships and interactions with the global 
community.
IAI: S2 920N.
(3 lec/0 lab) 
3 sem hrs"
HIS 215,History of China and Japan,3,"This course surveys the economic, social, 
cultural and political history of Chinese and 
Japanese peoples and nations from ancient 
times to the present, paying particular attention 
to the ways in which the Chinese and Japanese 
conceived of and organized themselves 
and their societies, as well as their regional 
relationships and interactions with the global 
community.
IAI: S2 920N.
(3 lec/0 lab) 
3 sem hrs"
HIS 220,History of South Asia,3,"This course surveys the economic, social, 
cultural and political history of South Asian 
peoples and nations from ancient times to the 
present, paying particular attention to the ways 
in which the South Asian peoples conceived of 
and organized themselves and their societies, 
their religions, and their regional relationships 
and interactions with the global community.
(3 lec/0 lab) 
3 sem hrs"
HIS 225,History of Africa,3,"This course surveys the economic, social, 
cultural and political history of the African 
peoples and nations from ancient times to the 
present, paying particular attention to the ways 
in which African peoples conceived of and 
organized themselves and their societies, as well 
as their regional relationships and interactions 
with the global community.
IAI: S2 920N.
(3 lec/0 lab) 
3 sem hrs"
HIS 235,Latin American History: ,3,"Pre-Columbian Period to the 
Present
This introductory course surveys the historical 
development of Latin America (Caribbean, 
Mexico, Central and South America) from 
Pre-Columbian times to the present. The focus 
is on the different cultural and ethnic groups 
of these regions and how conquest, trade and 
revolution have shaped Latin American nations. 
Attention is also given to the history of United 
States-Latin American relations and the history 
of Latinos in the U.S.
IAI: S2 920N.
(3 lec/0 lab) 
3 sem hrs"
HIS 245,The History of Nazi Germany,3,"This course surveys the German political scene 
from unification in 1871 through the era of 
Nazism. The role of Germany in World War I 
and the impact of the Treaty of Versailles on 
the emergence of the national Socialist German 
Workers' party (NSDAP - Nazis) are examined. 
In addition, the background and emergence of 
Nazi racial policies and the consequences of 
their strict enforcement are analyzed.
(3 lec/0 lab) 
3 sem hrs"
HIS 290,Historiography and ,1,"Methodology
This course introduces students to 
historiography and the philosophy of history, 
as well as historical methodology including 
interdisciplinary approaches.
Recommended Prereq: Consent of instructor.
(1 lec/0 lab) 
1 sem hrs"
HIS 296,Special Topics/History,5 to 3,"This course offers in-depth exploration of a 
special topic, issue or trend in the history field. 
Repeatable to a maximum of 12 semester hours 
for different special topics; 6 semester hours 
may apply to a degree or certificate.
(.5 to 3 lec/0 lab) 
.5 to 3 sem hrs
Human Services  (HSV)"
HSV 105,Survey of Human Services,3,"This course is designed to familiarize students 
with the field of human services and the skills 
required to become a human service worker. 
Topics covered include basic helping skills, 
career options within the helping professions, 
working with cultural differences, ethical and 
legal challenges in the helping professions 
and self-care for human service workers. 
Opportunities are provided to visit selected 
human services agencies/organizations.
(3 lec/0 lab) 
3 sem hrs
124
2023/2024
Course Descriptions
Human Services"
HSV 110,Group Dynamics,3,"Group Dynamics uses class discussion, lecture 
and individual observation to familiarize 
students with the group process. Topics include 
the various types of groups and the appropriate 
use of group facilitation techniques such as goal 
setting, therapeutic factors and four stages of 
group counseling. In class facilitation exercises 
provide opportunities for students to translate 
theory into practice.
(3 lec/0 lab) 
3 sem hrs"
HSV 115,Crisis Intervention,3,"This course is designed to familiarize 
students with a variety of crisis situations 
and appropriate intervention techniques. 
Opportunity is provided for students to 
demonstrate intervention skills in simulated 
crisis situations.
(3 lec/0 lab) 
3 sem hrs"
HSV 120,Introduction to Substance ,3,"Use Disorder
This course provides an overview of the 
historical and cultural attitudes toward 
alcohol and drug use and misuse. Theories of 
substance use disorders including the disease 
concept are introduced as well as the biologic, 
psychological, spiritual and family impact of 
the disorder. The role of community-based 
recovery support systems including 12 Step and 
alternative programs is explored. Assessment 
criteria found in the current Diagnostic and 
Statistical Manual of Mental Disorders and 
evidence-based strategies for early intervention, 
treatment, and prevention are presented. 
Although designed for students interested in 
obtaining their certification as an alcohol and 
other drug counselor in Illinois and individuals 
entering the human services profession, the 
course is also suitable for individuals who desire 
to learn more about substance use disorders.
(3 lec/0 lab) 
3 sem hrs"
HSV 125,Counseling Theories and ,3,"Strategies
This course is designed to provide students with 
the most current assessment of the constructs, 
principles and techniques of major counseling 
theories. Special emphasis is placed on 
developing cultural competence and application 
to an addicted population.
(3 lec/0 lab) 
3 sem hrs"
HSV 140,Assessment and Treatment of ,3,"the Dual-Disordered Client
This course explores the special needs of clients 
that are diagnosed with both a substance 
use disorder and a psychiatric disorder and 
provides students with an understanding of the 
complexities of working with this population. 
Students will develop an understanding of 
the use of the diagnostic criteria in current 
Diagnostic and Statistical Manual of Mental 
Disorders (DSM) and will become familiar with 
the principles of integrated treatment utilized 
when working with people with co-occurring 
disorders.
Prereq: C or better in HSV120.
(3 lec/0 lab) 
3 sem hrs"
HSV 210,Psychopharmacology and the ,3,"Addictive Process
This course studies the neurologic, physiologic, 
behavioral and cognitive effects of psychoactive 
drugs - drugs that affect the brain and central 
nervous system. Legal and pharmacological 
classification systems and specific classes 
are reviewed, including risks associated with 
overdose, withdrawal and physical dependence. 
Methods and patterns of use and the impact of 
route of administration are explored. The use of 
drugs in treating psychiatric disorders, accepted 
medical uses, and toxicity of socially abused 
drugs are also explored. Substance use patterns 
of special populations are included.
Prereq: C or better in HSV120.
(3 lec/0 lab) 
3 sem hrs"
HSV 215,Introduction to Social Work,3,"Introduction to Social Work examines social 
work within the context of social welfare 
service and social welfare policies, including 
historical origins, conceptual framework, and 
contemporary issues. An overview of practice 
methods, research considerations, policy issues, 
and social work values and ethics are studied 
in relation to clinical decisions. Emphasis is on 
the role of social work with culturally diverse 
and at-risk groups in America that face societal 
challenges. Students are introduced to the 
variety of roles available in the social work 
profession in order to make informed decisions 
about entering the social work profession.
(3 lec/0 lab) 
3 sem hrs"
HSV 220,The Role of Substance Use ,3,"Disorder Counselors
This course addresses specific knowledge, 
methods and skills required of certified 
substance use disorder (SUD) counselors to 
treat individuals with substance use disorders. 
Content includes a review of the history and 
evolution of the SUD counseling field in the 
U.S., core functions of SUD counselors, federal 
rules regarding the confidentiality of drug and 
alcohol patient records, and introduction to 
the professional code of ethics that apply to 
certified alcohol and other drug counselors 
(CADC) in Illinois.
Prereq: HSV110, HSV120, and
HSV210 or concurrent enrollment in HSV 210.
(3 lec/0 lab) 
3 sem hrs"
HSV 225,Clinical Skills for Substance ,3,"Use Disorder Counselors
This course is devoted to the specific 
knowledge, methods and skills required 
of certified substance use disorder (SUD) 
counselors to treat individuals with substance 
use disorders. Content includes a review of 
current laws and procedures that apply to 
the provision of treatment and intervention 
services, including DUI offenders; introduction 
to drug testing methods; introduction to 
intervention strategies incorporated into 
Employee Assistance Programs, school 
intervention programs, and specialty courts; 
the provision of patient education in a group 
setting; applicable rules governing the delivery 
of substance abuse intervention and treatment 
services in Illinois; core functions regarding 
screening, assessment and treatment planning, 
and the maintenance of patient/client records 
consistent with applicable law.
Prereq: HSV110, HSV120, and
HSV210 or concurrent enrollment in HSV210. 
(3 lec/0 lab) 
3 sem hrs"
HSV 230,Addictions Counseling ,3,"Seminar and Field 
Experience I
This course, designed to provide training 
and familiarity in a human services setting, 
combines a supervised field experience with an 
on-campus seminar. Students spend 250 hours 
experiencing on-the-job training at a human 
services agency. Classroom emphasis is on 
the provision of clinical supervision relevant 
to the practice setting, defining the role of the 
counselor in the context of the internship site; 
applying ethical standards to the delivery of 
services at the internship site, and identifying 
personal learning needs in order to enter the 
profession.
Prereq: Completion of minimum of 21 credit 
hours of Human Services (HSV) courses, 
including HSV220 or HSV225, and the 
completion of the Internship Application.
(1 lec/2 lab) 
3 sem hrs
125
www.waubonsee.edu
Course Descriptions
Independent Study"
HSV 240,A ddictions Counseling ,3,"Seminar and Field 
Experience II
This course continues the addictions counseling 
seminar and field experience. Students spend 
an additional 250 hours developing skills in 
on-the-job training, and they attend a weekly 
seminar for group supervision. Classroom 
emphasis is on the provision of clinical 
supervision relative to the practice setting, 
developing individualized patient treatment 
plans, providing group and individual 
counseling services that correspond with the 
patient treatment plan, and adhering to state 
licensing standard in the performance of their 
duties as an intern.
Prereq: C or better in HSV230.
(1 lec/2 lab) 
3 sem hrs
Humanities  (HUM)"
HUM 101,Survey of the Humanities,3,"This is a broad course which introduces 
students to a view of their inherited culture 
through the examination of literature, art, 
music, architecture, philosophy, drama, film, 
and religion. The emphasis is twofold: on 
cultural history and on the present in a civilized 
society. Students will critique and assess 
the meaning, purpose or function of major 
artworks. Materials are organized in terms of 
issues and ideas.
Note: Participation in this course may include 
field trips which require admission fees.
IAI: HF 900.
(3 lec/0 lab) 
3 sem hrs"
HUM 102,The Global Village,3,"This general humanities course introduces the 
student to the literature, art, music, religion, 
and film of several continents of the world. The 
emphasis is on a world-wide understanding of 
the humanities through arts, philosophies or 
religions among different Western and non-
Western traditions. Methods for recording 
the human experience including humanistic, 
qualitative, theoretical, or philosophical 
methods as well as creative, historical, 
or cultural expressions that examine the 
uniqueness of societies are also discussed.
Note: Participation in this course may include 
field trips which require admission fees.
IAI: HF 904N.
(3 lec/0 lab) 
3 sem hrs"
HUM 108,World Mythology,3,"This course is a comparative introduction 
to mythology throughout the world, with a 
specific emphasis on non-Classical mythology. 
The nature of mythology will be examined 
through the study of themes in folklore, 
myth, and legendary narratives as well as the 
representation of those themes through the 
humanities. There is also a focus on archetypal 
figures/situations, symbolism, and figurative 
language found in creation stories, heroic 
legends and/or other traditional narratives.
(3 lec/0 lab)   
3 sem hrs"
HUM 112,Greek and Roman Mythology,3,"In this introductory course, students will 
explore the significant myths of Greece 
and Rome through the study of legendary 
narratives, themes, archetypal figures/
situations, symbolism, and figurative language. 
These myths and their main ideas will be 
studied in relation to modern culture and as a 
source of universal themes and values expressed 
through the various disciplines within the 
humanities.
IAI: H9 901.
(3 lec/0 lab) 
3 sem hrs"
HUM 201,Modern Culture and the Arts,3,"This course provides experiences in modern, 
post-modern and contemporary art forms in 
literature, music, and graphics and discusses 
the historical, social and cultural forces 
influencing these arts in the 20th and 21st 
centuries. An investigation of the values of a 
culture inundated by changing technology is 
also included at both a societal and personal 
level. Artworks are examined through changes 
of philosophies, beliefs, social, cultural and art 
movements.
Note: Participation in this course may include 
field trips which require admission fees.
IAI: HF 903.
(3 lec/0 lab) 
3 sem hrs"
HUM 202,Current Trends in Digital ,3,"Humanities
This course explores current and future media 
technologies used to design new content in 
the arts and humanities. Digital humanities 
are emphasized in the private and public 
sectors using sociological, psychological and 
cultural research. The emphasis is on key 
digital humanities concepts such as: video game 
design, data/information visualization, user 
interaction, gamification, and mobile media in 
terms of usability, utility and desirability. Using 
a game-based learning model, the coursework 
is interdisciplinary, integrating the sciences, 
technology, engineering, education, training, 
marketing, and healthcare as they intersect with 
the arts.
IAI: H9 900.
(3 lec/0 lab) 
3 sem hrs"
HUM 233,Introduction to Latin ,3,"American Civilizations and 
Culture
This humanities course introduces students 
to the cultures of LatinX populations in 
North America and their connections to Latin 
American civilizations. Key historical, political, 
economic and social factors will be considered 
alongside literature, visual art, cinema, and 
music reflecting the cultural identities of the 
diverse, Latin American peoples. Critical 
evaluation of traditions, colonialism, social 
issues, and immigration are compared to the 
experiences of LatinX populations in areas like 
Chicago and Aurora, IL.
Note: This course is taught in English.
(3 lec/0 lab) 
3 sem hrs"
HUM 296,Special Topics/Humanities,1 to 3,"This course offers in-depth exploration of 
a special topic, issue or trend in the field of 
humanities. Repeatable to a maximum of 12 
semester hours for different special topics; 
6 semester hours may apply to a degree or 
certificate.
(1 to 3 lec/0 lab) 
1 to 3 sem hrs
Independent Study  (IND)"
IND 200,Independent Study,1,"The independent study course provides 
students with the opportunity to explore 
areas of special interest that expand on their 
classroom studies or develop their knowledge 
in a particular discipline. Repeatable to a 
maximum of 4 semester hours; 4 semester 
hours of the independent study courses 
(IND200, IND201) may apply to a degree or 
certificate.
Prereq: Consent of instructor.
(0 lec/3 lab) 
1 sem hrs"
IND 201,Independent Study,2,"The independent study course provides 
students with the opportunity to explore 
areas of special interest that expand on their 
classroom studies or develop their knowledge 
in a particular discipline. Repeatable to a 
maximum of 8 semester hours; 4 semester 
hours of the independent study courses 
(IND200, IND201) may apply to a degree or 
certificate.
Prereq: Consent of instructor.
(0 lec/6 lab) 
2 sem hrs
126
2023/2024
Course Descriptions
Insurance
Insurance  (INS)"
INS 100,Insurance Fundamentals,3,"This course defines the insurance mechanism, 
identifies common types of property-casualty 
insurance, and explains how insurance benefits 
society. Students will be introduced to the 
core functions of insurance organizations; 
marketing, underwriting, and claims. 
Discussions will include Insurance policy 
structure, type of policy provisions, and 
methods for analyzing policies.
(3 lec/0 lab) 
3 sem hrs"
INS 150,Personal Insurance,3,"This course offers an overview of property 
and liability loss exposures faced by most 
individuals. The types of insurance coverage 
that can be used for treating those exposures, 
such as personal liability, inland marine, auto, 
life, health, and government programs are 
examined. Upon completion of this course, 
students will be able to evaluate a property or 
liability loss, using appropriate coverage and 
policy.
Prereq: C or better in INS100.
(3 lec/0 lab) 
3 sem hrs"
INS 200,Commercial Insurance,3,"This course analyzes commercial insurance 
coverage including property, business income, 
inland and ocean marine, crime, equipment 
breakdown, general liability, auto, workers 
compensation, and package polices. Upon 
completion of this course, students will be able 
to evaluate a commercial loss, using appropriate 
coverage and policy.
Prereq: C or better in INS100.
(3 lec/0 lab) 
3 sem hrs
Interdisciplinary Studies  
(IDS)"
IDS 110,Introduction to Women's and ,3,"Gender Studies
This course will focus on the experiences 
of women and LGBTQIA+ people; the 
meanings of sex, gender, and sexuality; and 
how contemporary culture both shapes and 
represents our notions of gender. This course 
will be interdisciplinary in its approach as it 
examines arts, literature, history, sociology, and 
philosophy that explore cultural expressions of 
gender. We will work collaboratively to sharpen 
our critical analytical skills as they apply to 
intersecting forms of inequality in which 
gender, sexuality, class, caste, race, ethnicity, 
age, disability, ability, nation, region, and 
environment interact.
(3 lec/0 lab) 
3 sem hrs"
IDS 210,Peace Studies and Conflict ,3,"Resolution
This interdisciplinary course provides an 
introduction to non-violent approaches 
to personal, national, and global conflicts.  
Students explore historical, philosophical, 
political, economic, and psychological factors 
that often lead to violence and the non-violent 
alternatives for a more equitable just, and 
peaceful world.
(3 lec/0 lab) 
3 sem hrs"
IDS 220,Human Rights and Social ,3,"Justice
This course focuses on values and human rights 
that allow people to live with dignity and justice. 
Students examine areas in which human rights 
have been, and possibly still are, abused, and 
study the treaties, declarations, organizations, 
and laws that have been established to provide 
people with equality and social justice. Issues 
covered include racial discrimination, gender 
equality, rights of people with disabilities, 
LGBTQ rights, immigration, refugees, torture, 
prisons, and genocide.
(3 lec/0 lab) 
3 sem hrs"
