Course Code,Course Title,Credit Hours,Description
INT 320 ,Construction Systems Technologies ,3,". A study of the construction industry with regard to concepts of 
construction technology through experiences in planning, organizing, and controlling of all available resources to 
produce constructed products on and off-site. Students are expected to complete a construction project in the laboratory. 
Prerequisite: Junior standing."
INT 326 ,Applied Statistics in Technology Management ,3,". Course introduces students to the applications of 
statistics in technology management with emphasis on designing experiments, descriptive statistics, correlation and 
regression, probability and sampling, and tests of significance. Use of Minitab statistical software is emphasized. 
Prerequisite: INT 206."
INT 327 ,Statistical Quality Control ,3,". Methods and tools for analyzing and controlling variations in industrial 
processes. Topics include frequency distributions, process data modeling, variables and attributes control charts, and 
process capability. Use of Minitab statistical software is emphasized. Prerequisite: INT 326."
INT 409 ,Plastics Processing ,3,". A basic course in plastics, structure, composition, and processing, extrusion, 
injection, and blow molding. Prerequisite: INT 311."
INT 415 ,Senior Project I ,1,". This course is designed for technology students in Electrical Engineering Technology, 
Industrial Technology, and Mechanical Engineering Technology disciplines with a project environment to practice and 
integrate what they learned throughout their respective programs. It is a culminating experience in the application of 
technical, managerial, communications, leadership, team-building, and interpersonal skills to realistically solve a real-
world technical problem in a team environment. Each interdisciplinary team will develop a project schedule and costs 
required to complete the project in INT 416 (Senior Project II). Prerequisite: Senior standing."
INT 416 ,Senior Project II ,2,". This course is designed for technology students in Electrical Engineering Technology, 
Industrial Technology, and Mechanical Engineering Technology disciplines with a project environment to practice and 
integrate what they learned throughout their respective programs. It is a culminating experience in the application of 
technical, managerial, communications, leadership, team-building, and interpersonal skills to realistically solve a real-
world technical problem in a team environment. Each interdisciplinary team will complete the project proposed in INT 
COURSE DESCRIPTIONS, AAMU Undergraduate Bulletin, 2023-2024 
~ 286 ~ 
 
415 (Senior Project I). A final report, including a project poster will be represented to the faculty and the Industrial 
Advisor Board. Prerequisite: INT 415."
INT 417 ,Electronic Publishing I ,3,". This course is an official training course of Adobe Illustrator CS3. Students 
learn to design, create, and manipulate text and other graphic elements on the computer screen. Exercises are generated 
with the aid of the student knowledge of the program itself after completing computer lab activities and/or imported text 
and graphic for print and online graphics. Prerequisite: INT 206 and INT 217."
INT 418 ,Electronic Publishing II ,3,". This course is an official training course of Adobe Illustrator CS3. Students 
learn how to plan, create and enhance an illustration, work with paths, layers, and tools, and edit artwork using advanced 
features for print and for the web. Exercises are generated with the aid of the Project Illustrator itself along with other 
programs in Adobe CS3. Prerequisite: INT 417."
INT 419 ,Quality in the Printing Industry ,3,". An analysis of industrial standards and methods of quality controls in 
the printing industry. Prerequisite: INT 326."
INT 437 ,Facilities Planning ,3,". Techniques and procedures for developing an efficient facility layout. The course 
focuses on systematic and methodical approach that will lead students through the collection, analysis and development 
of information to produce a quality functional plant layout. Prerequisite: Senior Standing."
INT 441 ,Design of Experiments ,3,". This course covers destructive and non-destructive testing procedures and 
equipment for determining mechanical, physical, and other properties of industrial materials. Students is required to use 
various research tools and techniques to construct and analyze experiments for process improvements to include 
Randomized blocks, Latin squares, and related designs, factorial design, regression models, response surface models, and 
analysis of variance. Use of Minitab statistical software is emphasized. Prerequisite: INT 326."
INT 484 ,Computer-Integrated Manufacturing ,3,". A laboratory-based course designed to integrate the total 
manufacturing system. Topics include flow line production, materials handling, group technology, and flexible and 
computer integrated manufacturing. Prerequisite: INT 210."
IT 200 ,Occupational Safety and Health ,3,". An introductory study of the significance of maintaining quality 
occupational safety and health standards in the workplace; safety education and promotion; and occupational safety and 
health requirements. Prerequisite: None."
IT 333 ,Plant Layout and Material Handling ,3,". Techniques and procedures for developing an efficient facility 
layout. The course focuses on systematic and methodical approach that will lead students through the collection, analysis 
and development of information to produce a quality functional plant layout. Prerequisite: Senior standing."
IT 334 ,Production and Inventory Control ,3,". Principles and techniques of minimizing cost of ordering, receiving, 
storing, issuing, scheduling, routing, dispatching, expediting, and controlling materials, parts, subassemblies, and final 
assembles for a manufacturing system. Prerequisite: Junior standing."
IT 341 ,Fire Protection and Prevention ,3,". An analysis of equipment, principles, standards and systems essential to 
an effective fire protection and prevention program in industrial factories and plants. Prerequisite: IT 200. 
 
COURSE DESCRIPTIONS, AAMU Undergraduate Bulletin, 2023-2024 
~ 287 ~"
IT 400 ,Quality Assurance ,3,". Tools and techniques to control quality of products and services and improve 
enterprise performance by ensuring quality of processes, systems, organization, and leadership. Prerequisite: INT 326."
IT 404 ,Improving Manufacturing Systems ,3,". Methodology for improving efficiency, productivity and quality of 
products and services in an organization. Includes strategic tools for eliminating or minimizing waste or non-value-added 
activities and processes and product variations. Prerequisite: INT 326."
IT 405 ,Industrial Supervision ,3,". Modern industrial supervision techniques with respect to interpersonal relations, 
societal changes, and effects of technological developments and impacts on duties, roles, and responsibilities of the 
supervisor. Prerequisite: Senior standing."
IT 408 ,Manufacturing and Ergonomics ,3,". Survey of human factor engineering theory, research and applications 
with particular reference to quality assurance and safety. Systems framework with specific emphasis on relationships 
among systems components. Emphasis on operator constraints in the design of work processes, work stations, and 
instrumentation. Prerequisite: IT 200."
IT 410 ,Industrial Management ,3,". A survey course that focuses on the business environment, including 
sociological and psychological principles pertinent to effective human relations in business and industry; work ethics, 
values, and leadership skills; methods, concepts, and techniques appropriate to industrial organization and management; 
and labor relations, regulations, and laws affecting employer-employee relations. Prerequisite: Senior standing."
IT 420 ,Industrial Hygiene ,3,". This course covers federal, state, and professional standards applicable to health and 
environmental controls, and personal protection equipment in factories and plants. Prerequisite: IT 200."
IT 422 ,Industrial Hazardous Materials Management ,3,". Specific OSH, NRS, ANSI and other standards as applied 
to usage, storage, transportation and disposal of industrial hazardous materials. Prerequisite: IT 200."
IT 425 ,Industrial Safety Standards I ,3,". Specific federal and state OSH standards as applied to building and 
facilities, materials handling and storage, machine guarding, welding, electrical hazards, construction, and transportation 
in factories and plants. Prerequisite: IT 200."
IT 426 ,Industrial Safety Standards II ,3,". Continuation of IT 425. Prerequisite: IT 425. 
 
Liberal Studies"
LIBS 201 ,Introduction to Liberal Studies ,3,". Students will be exposed to the interconnectedness of academic 
disciplines in the 21st century. The course will provide students an opportunity to situate their intellectual interest and 
professional goals within an interdisciplinary framework. Students are expected to be able to justify and articulate why 
they have chosen Liberal Studies as a major. 
 
Logistics & Supply Chain Management"
LSM 201 ,Introduction to Logistics and Supply Chain Management ,3,". An introduction to the fundamentals of 
logistics and supply chain management. It will include discussions of the effective and efficient integration of supply 
chain management activities such as transportation, customer service, purchasing, inventory management, warehousing, 
and supplier management. Prerequisite: Sophomore standing."
LSM 305 ,Purchasing and Supply Management ,3,". A detailed analysis of the interrelationships of military and 
industrial supply with other major logistics functions of maintenance, procurement, transportation, and marketing. 
Prerequisite: LSM 201."
LSM 323 ,Transportation Management ,3,". An overview of transportation, emphasizing its role, environmental and 
sociological aspects, economic characteristics, carrier services, regulations and policy goals. Prerequisite: LSM 201."
LSM 324 ,Contract Law ,3,". A course on federal contracting, as well as commercial contracting which is essential 
even to government employees engaged in contracting activities. This course is designed to provide knowledge and 
COURSE DESCRIPTIONS, AAMU Undergraduate Bulletin, 2023-2024 
~ 288 ~ 
 
application of the legal principles governing government contracts as they evolved from common law, statutes, 
regulations, and court and board decisions. Application of law to each step of the federal procurement and federal 
assistance process, to include: formal advertising procurement by negotiation, inspection, acceptance, delivery, 
warranties, modification of contracts, equitable adjustment, government furnished property, and disputes. Prerequisite: 
None."
LSM 335 ,Configuration and Technology Management ,3,". A study of the process by which the complete and 
functional characteristics of a manufactured item are identified. A detail analysis of the interrelationships of military and 
industry supply with other major logistics functions of maintenance, procurement, transportation, and personnel. 
Prerequisite: LSM 201."
LSM 340 ,Advanced Logistics and Supply Chain Management ,3,". The challenges of effectively managing logistics 
and supply chains, and the integration of information, product, and financial flows across supply chains. Topics covered 
also include enterprise resource planning, customer relationship management, supplier relationship management, 
collaborative logistics and supply chain management, and reverse logistics. Prerequisite: LSM 201."
LSM 409 ,International Logistics and Supply Chain Management ,3,". Examines the management of logistics and 
supply chain activities in the global arena. Topics include managing global sourcing and procurement, manufacturing, 
warehousing, inventory management, and transportation. Export-import activities in a dynamic global environment will 
be emphasized. Prerequisite: LSM 201."
LSM 411 ,Procurement and Contract Management ,3,". An exploration of the primary aspects of the procurement and 
management. It includes materials management, contract administration functions and responsibilities starting from 
contract award to contract completion. It includes consideration of the role of small businesses and sub-contractors. 
Prerequisite: LSM 305 or concurrent."
LSM 415 ,Logistics Support Analysis and Material Acquisition Life Cycle Cost Analysis RCM ,3,". Engineering 
management as it applies to the development, direction, and control of the design, performance, and reliability of a 
system. Concentration on life cycle cost modeling and logistics support analysis. Prerequisite: LSM 335."
LSM 422 ,Negotiation Techniques and Supply Chain Management ,3,". A course designed to discuss the principle and 
techniques of effective negotiations in supply chain management, in order to build up partnerships and lasting 
relationships with internal and external customers, suppliers, and other supply chain members. Topics covered will 
include tactics and strategies for negotiations, contract types, and supplier relationships. Prerequisite: None."
LSM 426 ,Contract Cost and Price Analysis ,3,". A course to present the tools and techniques available to the student 
for cost-price estimating, cost/price analysis, projection techniques, factors affecting profits or fees, the weighted 
guidelines technique of profit analysis, and application of the learning curve theory. After cost/price analysis has been 
performed, negotiation strategies and techniques are developed. Prerequisite: LSM 201."
LSM 427 ,Quality Management ,3,". An overview of the total quality management function, including organization, 
management, process control, and product reliability and maintainability. Prerequisite: ECO 271 and MGT 315."
LSM 428 ,Strategic Logistics and Supply Chain Management ,3,". A capstone course integrating diverse areas of 
logistics and supply chain management, including transportation, customer service, supply chain risks management, 
COURSE DESCRIPTIONS, AAMU Undergraduate Bulletin, 2023-2024 
~ 289 ~ 
 
inventory management, life cycle management and other supply chain management activities. Prerequisite: LSM 305 and"
LSM 435 ,Supply Chain Risk Management ,3,". This course examines sources of supply chain risk, the potential impact 
of supply disruptions, and business continuity/contingency planning. Mitigating supply chain risks by identifying, 
analyzing, controlling, and managing risk sources along the chain. Prerequisite: LSM 305."
LSM 451 ,Inventory Management and Production Control ,3,". A study of the management techniques associated with 
material management as an element of integrated logistics support in the system/ product life cycle management concept. 
Management of assets from acquisitions through final disposition is considered from cost effectiveness and customer 
satisfaction viewpoints. Prerequisite: LSM 305. 
 
Mechanical Drafting Technology"
MDT 111L Technical,Drafting ,3,".  An introductory study of technical drawing theory and practice, including lettering, 
use of drafting instruments, orthographic projection, sections, auxiliary views, pictorial sketching, and dimensioning. An 
introduction to computer-aided-drafting (CAD) is included. Prerequisite: None"
MDT 112L Machine,and Tool Drafting ,3,"A continuation of MDT 111L. Includes shop processes, theory and practice 
of dimensioning and tolerances, an introduction to detail and working drawings, pictorial drawing, reproduction of 
drawings, machine shop blueprint reading, and a continuation of CAD. Prerequisite: MDT 111L."
MDT 206 ,Architectural Drafting ,3,". An overall study of architectural working drawings including blueprint reading, 
representation of buildings, and construction detailing. Perspective drawing, shades and shadowing, and rendering are 
included. Prerequisite: MDT 111L."
MDT 210 ,Piping and Sheet Metal Drafting ,3,". A course on designing and drafting pipe systems. It includes symbols, 
methods of representing pipe and pipe fittings, specification of parts and language of piping, layout, and drafting of sheet 
metal ducts. All work is done using CAD. Prerequisite: MDT 111L."
MDT 213 ,Computer Graphics ,3,". A first course in the use of AutoCADTM software. Students are taught methods of 
computer graphical representation in two dimensions. Prerequisite: MDT 111L."
MDT 252 ,AutoCADTM for Apparel ,3,"(2 two-hour lecture/lab periods per week). An introductory study of 
AutoCADTM for apparel design and the basic principles of computer-assisted drafting. Offers the students hands-on 
practical training for drafting applications. Not for Engineering Technology majors. Prerequisite: none."
MDT 302L Technical,Design Principles ,3,". A study of power drives including gear, chain, and V-belt drives; shafts; 
keys, splines, and snap rings; springs; power screws; rolling and journal bearings; and brakes, clutches, flywheels, and 
couplings. Use of the computer is required. Prerequisite: Junior standing."
MDT 306 ,Structural Drafting ,3,". A study of the drafting and design of structural systems in steel, wood, and concrete 
with emphasis on the composition characteristics of the material. Prerequisite: CMG 218 and MDT 111L."
MDT 313 ,Computer-Aided Drafting and Design I ,3,". A course offering hands-on training in two- and three-
dimensional computer-aided design software. Prerequisite: MDT 213."
MDT 407 ,Mechanical Design I ,3,". A continuation of MDT 302L. The emphasis is on a design project using the 
principles covered in MDT 302L. Prerequisite: MDT 302L."
MDT 414 ,Computer-Aided Drafting and Design II ,3,". A continuation of MDT 313. Creation of a full-scale three-
dimensional computer model design; various checks, such as corridor clearance, and horizontal and vertical layout 
schemes that can be carried out using a model; and error-reduction design methods, not possible with two-dimensional 
modeling techniques. Prerequisite: MDT 313. 
 
COURSE DESCRIPTIONS, AAMU Undergraduate Bulletin, 2023-2024 
~ 290 ~ 
 
Mechanical Engineering"
ME 101 ,Introduction to Mechanical Engineering ,1,"(1 clock hour lecture period per week). Brief review of 
mechanical engineering as a practice is reviewed briefly. Students are required to develop a basic engineering project to 
include: Market outlook, basic production techniques, economic assessment, planning and design, manufacturing, 
testing, and product evaluation. A final technical report is required. The report includes an oral presentation and 
documentation in writing. Emphasis is placed on team development, consistent use of engineering units, and computer 
usage. Project selection is under the approval of the instructor. Corequisites: ME 101L."
ME 103 ,Computer-Aided Design I ,3,". Introduction to computer graphics user interface (GUI) for computer-aided 
design (CAD), graphics visualization and interpretation, creating engineering drawings in two and three dimensions, 
solid modeling utilities, assembly for manufacturing fundamentals, basics on solid modeling, sweeps and blends, 
advanced topics in solid modeling, mechanical assembly and tolerances. Prerequisite: none."
ME 104 ,Engineering Programming I ,3,". Introduction to problem solving techniques in engineering using digital 
computers and Fortran programming. Topics include flow charting and emphasis on analysis and solutions of science 
problems in fluid dynamics, materials, structures and energy systems. Fundamentals of linear algebra are discussed. 
Prerequisite: None."
ME 204 ,Engineering Analysis ,3,". The goal of the course is to impart the concepts and techniques of modern linear 
algebra including, but not limited to, systems of linear equations and matrices, Gaussian elimination, Gauss-Jordan 
elimination, homogenous systems, matrix algebra, elementary matrices, inverses, determinants. Introduction to statistics 
and data analysis, probability and sampling distributions, error analysis, estimation and statistical intervals, the analysis 
of variance, experimental data, and linear regression. Prerequisite: MTH 126."
ME 205 ,Statics ,3,". Principles of equilibrium, governing equations, free-body diagrams. Topics include statics and 
the design problem, vectorial representation of forces, analysis of mechanical systems in equilibrium, properties of 
forces, equivalent systems, moments, couples, and resultants. Applied problems in friction, centroids and area moments 
of inertia and an introduction to computer simulation techniques. Prerequisite: MTH 126. Corequisites: PHY 214."
ME 206 ,Dynamics ,3,". Principles of systems in motion, fundamental governing equations for particles and rigid 
bodies, dynamics and the design problem, vectorial representation of velocity and acceleration, relative motion, work, 
energy, impulse, and momentum, along with an introduction to computer simulation techniques. Prerequisite: ME 205 
with MinGrade C and PHY 214 with MinGrade C."
ME 210 ,Material Science ,3,". Structure of matter. Physical and mechanical properties of materials including metals, 
polymers, ceramics, composites, and electronic materials. Equilibrium diagrams and heat treatments, material selection 
for manufacturing and corrosion problems are also included. Prerequisite: CHE 101 and PHY 213."
ME 231 ,Strength of Materials ,3,". A study of the mechanics of deformable materials, durability, chalk propagation, 
performance, and life-cycle analysis; theory of stress and strain; deformations under simplified loads (axial, torsional, 
bending); analysis of columns, buckling loads; review of data acquisition and instrumentation for testing; material 
selection for design. Prerequisite: ME 205 and ME 210."
ME 300 ,Mathematical Methods in Mechanical Engineering ,3,". A study of solution methods for nonlinear algebraic 
equations, sets of linear algebraic equations, eigenvalue problems, interpolation and curve fitting, numerical integration, 
numerical differentiation, and or commonly, and polynomial equations. Applications in fluid mechanics, heat and mass 
transfer, thermodynamics, kinematics, and design are covered. Prerequisite: MTH 227 and ME 104."
ME 301 ,Analysis and Instrumentation of Physical Systems ,2,". A two hour lecture class. A unified introduction to 
dynamic engineering systems, including those with electrical, mechanical, and fluid elements. Mathematical modeling 
techniques subdivided in topics and used to gain insight in engineering systems and analytical as well as experimental 
techniques of general importance in engineering problems are presented. Basic concepts and the use of modern 
instrumentation, including digital systems, are covered in the lab. Prerequisite: EE 201 with MinGrade C and MTH 238 
with MinGrade C. Corequisites: ME 301L. 
 
COURSE DESCRIPTIONS, AAMU Undergraduate Bulletin, 2023-2024 
~ 291 ~"
ME 301L ,Analysis and Instrumentation of Physical Systems Lab ,1,. Laboratory supporting the required practices for
ME 310 ,Thermodynamics ,3,". A study of basic thermodynamic properties; pressure, temperature, work, specific 
volume, and energy. The first and second laws of thermodynamics, closed and open systems, enthalpy, and entropy; 
properties of gas mixtures and air-vapor mixtures; as well as basic applications are covered. Prerequisite: PHY 213."
ME 311 ,Power Systems Integration ,3,". Analysis of the elements and the processes of power systems and their 
integration. Topics covered are: energy utilization, combustion, energy cycles, steam power plants, fuel beds and 
suspension firing, heat exchangers, pumps, pipes, water supply and conditioning, power system performance, variable 
loads, station performance and energy cost. Prerequisite: ME 310 and ME 360."
ME 312 ,Heat and Mass Transfer ,3,"(2 clock hour lecture period per week). Fundamentals of heat transfer by 
conduction, convection, and radiation, and mass transfer by convection. Relevance to engineering applications is also 
addressed. Prerequisite: ME 310 and 360. Corequisites: ME 312L."
ME 312L ,Heat and Mass Transfer Lab ,1,"(3 clock hour lab period per week). Laboratory to support the practices and 
projects of ME 312. Corequisites: ME 312."
ME 313L ,Experimental Mechanics Lab ,1,". Introduction to experimental stress analysis; measurement of tensile, 
compressive, bending and shear stresses; impact and hardness tests; vibration measurements, modal analysis; structural 
dynamics; Strain Gages. Prerequisite: ME 231."
ME 320 ,Kinematics and Dynamics of Machines ,3,". Kinematics and dynamics of machine elements, vector loop 
approach, numerical methods and graphical techniques, kinematics coefficients, newton formulation, power equation, 
gears and cams, static and dynamic balancing, critical speeds of shafts. Prerequisite: ME 104 with MinGrade C and ME 
206 with MinGrade C."
ME 360 ,Fluid Mechanics I ,3,". Fundamentals of fluid mechanics, covered are Newtonian fluids, review of systems 
of units, the perfect gas equation, incompressible flow, Bernoulli’s equation, channel flow, boundary layers, subsonic 
flow, flow through converging-diverging passages, compressible flow, potential theory, flow through turbo machinery, 
and relevance to engineering applications. Prerequisite: ME 206 and MTH 227. Corequisites: ME 360L."
ME 360L ,Fluid Mechanics I Lab ,1,"(3 clock hour lab period per week). Supports projects/practices of ME 360. 
Corequisites: ME 360."
ME 380 ,Computer-Aided Design II ,3,". Introduction to the fundamentals of structural finite element modeling. 
Geometry creation, element types, material specification, problem solution and results post-processing. A focus is placed 
on modeling techniques and guidelines using a commercially available software (ANSYS/HyperWorks). Applications to 
problems including structural mechanics, heat transfer, fluid mechanics, dynamics, stress concentrations, fatigue life, and 
thermal stressed. Projects in creative mechanical design and optimization. Prerequisite: ME 231 with MinGrade C and"
ME 412L ,Analysis and Synthesis of Gas Turbines and Components Lab ,1,"(3 clock hour lab period per week). 
Laboratory supporting projects/practices of ME 412. Corequisites: ME 412."
ME 413 ,Rocket Propulsion ,3,". A study of propulsion system requirements for terrestrial and interplanetary flight. 
Basic principles and performance of both solid and liquid chemical rocket propulsion systems, elements of nuclear 
rockets, nuclear-electrical power systems, and electrical propulsion systems are addressed. Prerequisite: ME 310 with 
MinGrade C and ME 360 with MinGrade C."
ME 414 ,Gas Turbine Engine Design and Manufacture ,3,". A study of synthesis of gas turbine design under the 
constraints of power plant system integration or airframe integration. Definitions of system requirements, preliminary 
configuration analysis and engine sizing; inlet preliminary design; compressor, combustor, turbine and nozzle design; co-
generation and heat recovery considered for stationary power plants.; engine on and off design performance simulation; 
installed thrust and system interference effects; noise sources and noise control are covered. Prerequisite: ME 310 and"
ME 417 ,Power Systems Integration and Performance ,3,". A study of the fundamentals of aerothermodynamics of 
propulsion systems. Analysis of the elements and the processes of power systems and their integration. Ideal Brayton air 
cycle, and real turbojet and turbofan performance. Topics include: energy utilization, combustion, energy cycles, steam 
power plants, heat exchangers, compressors, economy parameters, performance simulation, and prediction. Introduction 
to power plant/airframe integration will be discussed. Prerequisite: ME 310 and ME 360."
ME 425 ,Design of Machine Elements ,3,". Application of engineering mechanics and strength of materials to the 
analysis. Synthesis, and design of machine elements (design of screws, fasteners, and connections; design of welded, 
brazed, and bonded joints; mechanical springs; bearings; gears; shafts; design of clutches, brakes, couplings, and 
flywheels); theories of failure, stress concentrations, fatigue life, and thermal stresses; consideration of economics and 
safety; projects in creative mechanical design; design case studies. Prerequisite: ME 231."
ME 432 ,Design for Manufacture and Reliability ,3,". A study of the design synthesis and methods; strength design of 
mechanical structures and components; optimization and reliability principles; and computer-aided design techniques. 
Emphasis is on modeling synergistic processes for manufacture. Prerequisite: ME 103 with MinGrade C and ME 231 
with MinGrade C. Corequisites: ME 432L."
ME 432L ,Design for Manufacture and Reliability ,1,"(3 clock hour lab period per week). Laboratory supporting design 
work for ME 432. Corequisites: ME 432."
ME 441 ,Renewable Energy ,3,". A study of the fundamentals of renewable energy technologies and their 
applications. Emphasis will be placed on energy sources such as active and passive solar energy, photovoltaic systems, 
hydropower, wind energy, biomass, geothermal energy, and ocean energy. Technological readiness, efficiency and 
sustainability of renewable energy alternatives will be discussed.  Prerequisite: ME 310 or instructor consent."
ME 442 ,Solar Thermal Engineering ,3,". Availability of solar radiation, measurement and estimation of solar 
radiation. Fundamentals of radiation heat transfer, selective radiative surfaces. Components for solar energy systems (flat 
plate and concentrating collectors, heat exchangers, thermal storage); applications for water heating (active and passive), 
building heating and cooling, process heating, and industrial processes. Prerequisite: ME 310 or instructor consent. 
COURSE DESCRIPTIONS, AAMU Undergraduate Bulletin, 2023-2024 
~ 293 ~"
ME 451 ,Automatic Control Systems ,3,". Amplification of knowledge of linear system properties gained from 
previous courses to accomplish modeling, identification, and feedback control of dynamic systems. Both classical and 
state feedback control concepts are developed in this course. Digital control theory and analysis are also applied to 
systems composed of linear elements. Laboratory experiments are hardware applications that verify these concepts using 
both analog and digital computers as appropriate. Prerequisite: ME 301 with MinGrade C and ME 300 with MinGrade 
C."
ME 470 ,Mechanical Engineering Design Project ,2,". A one hour lecture class and a one hour lab class. Design or 
comprehensive analysis and development of an engineering product or process. The student is required to give an oral 
presentation of his work and submit an approved typewritten technical report. Prerequisite: Senior standing and ME 312 
and ME 380 and ME 425. 
Note: This course is a capstone course for the Mechanical Engineering program. Therefore, students majoring in this 
program cannot substitute this course."
ME 473 ,Logistics ,3,". A study of the initial distribution and the subsequent sustaining life-cycle maintenance and 
support of a system of products throughout the consumer use phase. Systems design will be re-evaluated with emphasis 
placed on maintenance and support, taking into consideration reliability, maintainability, human factors, and life cycle 
cost factors. Prerequisite: ME 300."
ME 475 ,Mechanical Engineering Design Project Continuation ,2,"(1 clock hour lecture and 2 clock hour lab period 
per week). A continuation of ME 470. Prerequisite: ME 470. 
Note: This course is a capstone course for the Mechanical Engineering program. Therefore, students majoring in this 
program cannot substitute this course."
MTH 227 and,"senior standing 
 
ME 485 
Computer Aided Manufacturing ",2,". A study of the use of CAD/CAM/CIM technology and the 
minimization of the overall manufacturing operation, including product design, product modification, areas, and 
economy. Prerequisite: ME 432. Corequisites: ME 485L. 
 
COURSE DESCRIPTIONS, AAMU Undergraduate Bulletin, 2023-2024 
~ 294 ~"
ME 485L ,Computer Aided Manufacturing Lab ,1,"(3 clock hour lab period per week). Laboratory supporting projects 
and practices of ME 485. Corequisites: ME 485."
MET 103 ,Introduction to Engineering Technology ,3,". A course providing a broad view of the many specialties in 
engineering and technology and discussing the differences between engineering science and engineering technology. 
This course acquaints the beginning student with the fundamental mathematical & physical concepts, tools, equipment, 
and language of the electrical and mechanical fields. Scheduling, planning, and time management skills are developed."
MET 200 ,Electromechanical Principles ,3,". A survey of the principles of DC circuits, AC circuits, and electronics 
These principles will then be applied to the design of electromechanical devices such as motors, transducers, solenoids, 
and controls. This course is designed for non-EET majors who need a knowledge of electromechanical devices and 
measuring instruments. Prerequisite: MTH 113."
MET 304 ,Fluid Mechanics and Hydraulics ,3,". A study of the fundamentals of fluid mechanics including fluid 
properties, fluid statics and dynamics, continuity and energy principles. Fluid flow in piping systems is covered, as well 
as open channel flow, pneumatics, and hydraulics. Use of the computer is required. Prerequisite: MTH 113."
MET 306 ,Thermodynamics and Heat Transfer ,3,". A study of the basic laws of thermodynamics, the thermodynamic 
properties of fluids, and the flow of heat energy by conduction, convection, and radiation. Applications include power 
plants, internal combustion engines, compressors, turbines, Refrigeration, and heat exchangers. Use of the computer is 
required. Prerequisite: MET 304."
MET 312 ,Methods of Engineering Analysis ,3,". The application of algebra, trigonometry and calculus to engineering 
problems. Microsoft ExcelTM is used for curve fitting, solving single and simultaneous algebraic. A special emphasis is 
placed on differential equations, probability, and statistics. Prerequisite: MTH 113."
MET 315 ,Mechatronics ,3,". Integration of electrical, mechanical, and computer technology in the design, 
manufacture, and maintenance of a wide range of engineering products and processes. It gives a framework of 
knowledge that allows engineers to develop an interdisciplinary understanding and integrated approach to engineering. 
Prerequisite: MDT 302L or EET 310L."
MET 330L Mechanical,Engineering Technology Lab I ,1,". Laboratory projects in statics, fluid mechanics, and 
hydraulics. Lab preparation sessions will review theory before each project. Computer generated reports will be turned in 
by each student for each project and some oral presentations will be required. A specific lab report format will be 
adhered to. Prerequisite: TBC 102."
MET 331L Mechanical,Engineering Technology Lab II ,1,". Laboratory projects in thermodynamics, heat transfer, and 
electro-mechanics. Lab preparation sessions will review theory before each project. Computer generated reports will be 
turned in by each student for each project and some oral presentations will be required. A specific lab report format will 
be adhered to. Prerequisite: MET 330L."
MET 405 ,Hydraulic Power ,3,". A course in the design and analysis of hydraulic power systems. Topics include: 
hydraulic system analysis using the energy equation; design configurations for controlling flow and pressure; operating 
characteristics of pumps, valves, heat exchangers, accumulators, and accessories; design and analysis of hydraulic 
systems for some typical applications. Prerequisite: MET 304 and MET 306. 
 
COURSE DESCRIPTIONS, AAMU Undergraduate Bulletin, 2023-2024 
~ 295 ~"
MET 408 ,Thermal Design ,3,". A review and advanced study of the principles of heat transfer. Practical systems 
involving thermal energy utilization and transfer will be designed. Use of the computer is required. Prerequisite: MET 
306."
MET 409 ,Mechanical Vibration ,3,". A study of the response of structures to vibrational motion, including free and 
forced motion, and damped and undamped systems. Concepts of natural mode, natural frequency, and resonance 
phenomena are covered. Use of the computer is required. Prerequisite: CMG 218."
MET 410 ,Propulsion Technology ,3,". Study of power generation through the internal combustion process. Included in 
the study are engines, the turbine, and the rocket engine concept. Use of the computer is required. Prerequisite: MET 
306."
MET 412 ,Control Systems ,3,". A combined study of controlling methods and equipment for power transfer devices. 
Prerequisite: MET 312 and MET 126."
MET 413 ,Quality Control and Reliability ,3,". Fundamental working concepts and methods of measuring, evaluating 
and interpreting industrial data to insure product quality, emphasizing compatibility analysis and statistical control 
charts. Reliability theory is also covered. Prerequisite: Use of the computer is required. Prerequisite: Senior standing or 
instructor consent."
MET 414 ,Operations Planning and Scheduling ,3,". Production and control systems for both intermittent and 
continuous manufacturing are studied. Inventory control is treated as an integral part of the production control system 
using MRP and JIT techniques. Emphasis is placed on the role of concurrent engineering situations in these 
manufacturing situations. Use of the computer is required. Prerequisite: Senior standing or instructor consent."
MET 415 ,Design of Manufacturing Facilities ,3,". Methods for developing optimal plant layout and materials handling 
systems are studied. Emphasis is placed on the interrelationship of materials handling systems and equipment location 
for smooth product flow. A term project provides experience in an actual manufacturing facilities design. Use of the 
computer is required. Prerequisite: Senior standing or instructor consent."
MET 416 ,Operations Research ,3,". Quantitative techniques used in the solution of manufacturing operations problems 
are studied. Topics include planning and control methods (CPM and PERT), linear programming, queuing theory, and 
simulation. Use of the computer is required. Prerequisite: Senior standing or instructor consent."
MET 421 ,Numerical Control of Machines ,3,". An introduction to numerical control as applied to drilling, milling, and 
turning operations. Mathematical methods for computer numerical control are presented. Includes cutter center line 
programming, tool offsets, cutter diameter compensation TNR compensation, and tool length compensation. Experience 
is provided in operation of an automated manufacturing machine. Prerequisite: Senior standing."
