code,name,credits,description
CPY 5005,Orientation to CMHC ,Zero,"Students are introduced to Clinical Mental Health Counseling by learning about the key components of 
the CMHC program. Topics discussed include the historical roots and three distinctives of the program, 
the emphasis on skill development, professional counselor identity, CACREP accreditation, gatekeeping 
elements, the graduate culture, advising, clinical field requirements, APA writing style, and technology 
requirements.  (Zero hours). "
CPY 5700,and advisor ,0,"approval 
 "
CPY 6900,Portfolio Review ,Zero,"The Portfolio Review is the third of three gatekeeping processes that assess students for readiness to 
graduate from the CMHC program. The Portfolio Review is comprised of both written and oral 
components that include academic assignments and a presentation of a professional identity oral 
presentation to faculty. The Portfolio Review is a “Pass/Fail” component of the CMHC degree. (Zero 
hours) 
Prerequisite: CPY6700 Concurrent: CPY6710 
FACULTY and PROGRAM STAFF 
FULL TIME FACULTY 
Belton, Rebecca, MA, LPC (VA & WI) 
Instructor of Counseling 
Clinical Coordinator 
 
B.A. Comprehensive Bible, Cedarville University 
M.A. Clinical Mental Health Counseling, Grace College 
 
Rebecca Belton is a Licensed Professional Counselor and doctoral candidate in the CACREP-
accredited Counselor Education and Supervision program at Regent University. She graduated 
from Grace’s online clinical mental health counseling program in 2016. Before stepping into a 
teaching role, she worked with those experiencing homelessness, providing counseling services 
in a residential substance use recovery program, and in an intensive outpatient program for a 
hospital, providing group counseling services. Rebecca’s research interests include substance 
use treatment, faith integration, and athlete mental health. 
 
 
Brue, Jill, Ph.D., LPC (TX),  
Chair, Department of Graduate Counseling 
Grace College and Seminary Catalog | 2023 – 2025 
Department of Graduate Counseling 
 54 
 June 2023 
 
Associate Professor of Counseling 
 
B.A., French, Texas Tech University;  
M.A., Counseling, Asbury Theological Seminary;  
Ph.D., Counselor Education and Supervision, Regent University 
 
Dr. Brue has been licensed as a professional counselor since 1997.  She has provided counseling services 
in a variety of settings, including university counseling centers, community mental health, veterans’ 
services, and private practice. Dr. Brue has taught graduate counseling courses in different Christian 
counselor education programs. Her research focus has been the integration of faith with professional 
counselor identity in counselor education students as well as effective teaching strategies. She enjoys 
spending time with her five children, supporting them in their activities, as well as serving as a board 
trustee for her alma mater and directing a scholarship foundation.  
 
Lewis, Denise Y., Ph.D., LPC, NCC (OH) 
Associate Professor of Counseling 
 
B.S., Sociology, Ohio Dominican University 
M.A., Counseling Ministry, Methodist Theological School in Ohio 
Ph.D., Counselor Education and Supervision, Ohio University 
 
Dr. Denise Lewis is a licensed professional counselor and a nationally certified counselor. Her areas of 
specialization include Counselor Education, Clinical Counseling, Multicultural & Diversity Issues in 
Counseling, and Spiritual & Religious Issues in Counseling. Dr. Lewis’ research interests are focused on 
African American youth and families and involve evaluating and addressing systemic problems that 
impact their areas of wholistic functioning.  
 
Dr. Lewis’ honors include receiving the Outstanding Faculty Award from Ohio Christian University, and 
the George C. Hill Counseling Award from Ohio University. She is a member of Phi Kappa Phi National 
Honor Society and Chi Sigma Iota Counseling Academic & Professional Honor Society International.  She 
has worked in a variety of academic settings and values the opportunity to engage with students on 
their journey to reaching their goals. 
 
Dr. Lewis is married to Rev. Edward Lewis, who is a hospice chaplain and the pastor of Bethany 
Presbyterian Church. They have four adult children and four grandchildren with whom she enjoys 
spending her time. They all work together in ministry and in making a significant impact in their 
community. Her favorite scripture is Jeremiah 29:11, “For I know the plans I have for you,” declares the 
Lord, “plans to prosper you and not to harm you, plans to give you hope and a future.” (NIV) 
  
Pace, Ronnie “RP”, Ph.D., LPCC (NM), LMFT 
Associate Professor of Counseling  
 
B.A., Gen. Studies of Counseling, Louisiana Tech University;  
M.A., Counseling, Louisiana Tech University;  
MMFT, Marriage and Family Therapy Studies, University of Phoenix, ABQ, NM 
Ph.D., Counselor Education and Supervision, Walden University 
Grace College and Seminary Catalog | 2023 – 2025 
Department of Graduate Counseling 
 55 
 June 2023 
 
Dr. Pace comes to us from his home state of Louisiana.  For almost 30 years he has provided 
professional clinical mental health counseling, supervision, and consulting services throughout New 
Mexico, Louisiana, S. Carolina, Florida, Texas, and Colorado.  He is a military consultant, most recently 
acting as the Director of Psychological Health for the Air Force National Guard. Dr. Pace specializes in 
crisis and trauma, marital and family therapy, and the treatment of addictions.  He has a passion for 
mentoring and educating counseling students believing that they need to develop a stronger identity of 
who they are as counselors. In addition, Dr. Pace has taught undergraduate and graduate-level courses 
for several years. He is currently engaged in research focused on counselor education issues.  His 
personal interests include spending time with his family and enjoying the lake out his back door. He 
loves contemporary gospel music, plays guitar, piano, and the trombone and enjoys singing backup for 
famous artists. 
 
Wildasin, Hannah, Ph.D., LPC (PA), LCPC (MD) 
Assistant Professor of Counseling 
 
B.S., Communication Studies, Liberty University 
M.A., Counseling, Biblical Theological Seminary (now Missio Seminary) 
Ph.D., Counselor Education and Supervision, Regent University 
 
Dr. Wildasin is a licensed professional counselor in Pennsylvania and Maryland with 13 years of 
counseling experience. She primarily counsels student-athletes and provides consultation and 
supervision through her private practice, Wildasin Counseling and Consulting Services. She has 
four years of experience as a counselor educator. Her research focus has been on spiritual 
competence and cultural humility. Hannah is married to Josh, and they have four children.  
.  
 
PART TIME FACULTY 
Blosser, Jeffrey, M.A., LMHC 
Edgington, Tom, Ph.D., LMHC 
Graham, Joe, Psy.D., HSPP 
Musser, Deb, Psy.D., LMHC 
Wildman, Ashley, PhD, LMHC 
 
STAFF  
Ellinger, Jenna 
DOGC Administrative Assistant 
Grace College and Seminary Catalog | 2023 – 2025 
Department of Graduate Counseling 
 56 
 June 2023 
 
APPENDIX A: Acknowledgements & Waivers Form 
 
 
 Acknowledgements & Waivers Form 
Students are required to read, sign, and submit this form each year 
 
The Department of Graduate Counseling (DOGC) Catalog and Student Handbook is provided to 
inform students and applicants of the policies and procedures of the institution, department, and 
program in which they are enrolled.  The policies and procedures outlined in this catalog are 
subject to change and students are held to the requirements and expectations of the current 
DOGC catalog.   
DOGC Student Acknowledgements 
 
By my signature I, ______________________________________________, acknowledge that:  
                                                  (Student Name – Please Print) 
 
• 
I have a thorough understanding of the information contained in the DOGC Catalog 
 
DOGC Student Waivers  
 
By my signature below, I, _________________________________ acknowledge that:  
                                                   (Student Name – Please Print) 
 
• 
Graduating from the DOGC Clinical Mental Health Counseling program does not 
guarantee my ability to be licensed as a Licensed Mental Health Counselor (LMHC), 
Licensed Professional Counselor (LPC) or the equivalent. 
• 
Graduating from the DOGC Clinical Mental Health Counseling program does not 
guarantee that I have met all of the specific educational or clinical requirements for 
becoming a licensed counselor in my state or country of residence.  
 
I am aware that I can discuss the information contained in the DOGC Catalog directly with my 
academic advisor or the DOGC Chair.  I agree to abide by all institutional and program policies, 
procedures, and guidelines outlined in this catalog.  I understand that these documents may be 
modified from time to time and I am held to the requirements and expectations of the current 
DOGC catalog. I acknowledge that it is my responsibility to review the current catalog each year 
in order to remain current with its contents. I further understand that this Acknowledgment Form 
will be placed in my student file. 
 
______________________________________________________________________________ 
Student Signature                                                                                                       Date 
Grace College and Seminary Catalog | 2023 – 2025 
Department of Graduate Counseling 
 57 
 June 2023 
 
APPENDIX B: Memorandum Agreement 
 
 
 Memorandum Agreement 
 
Students are required to read, sign, and submit this form each year 
 
The program faculty in the Department of Graduate Counseling at Grace College believes that 
the interpersonal awareness and growth of counseling students is a demonstration of Christian 
integrity and a prime requisite for proficiency as a counselor. Therefore, in addition to academic 
performance, faculty evaluate all counseling students to determine competence in 
interpersonal skills, self-awareness, and professional behavior as outlined in the Department of 
Graduate Counseling Catalog and Student Handbook section entitled DOGC Retention Criteria. 
If faculty perceive that personal issues may be impacting a student’s ability to demonstrate 
these successfully, faculty are ethically required to evaluate and recommend a remedial course 
of action.  Typically, that recommendation involves professional counseling for the student with 
a non-DOGC- affiliated mental health provider. If personal issues are not resolved, the faculty of 
the Department of Graduate Counseling, through the Student Professional Development 
Committee process, in conjunction with the Dean of the School of Behavioral Sciences will 
review the appropriateness of the student’s continuance in the counseling program. 
 
The above is in compliance with the ACA Ethical Guidelines (2014), Sections F.8.c., 
F.8.d., F.9.a., and F.9.b., pp. 14 – 15. 
 
I have read and understood the above statements. 
 
 
 
Student Signature: ______________________________ Date: _____________ 
School of 
Business
Grace College and Theological Seminary Catalog
2023-2024
Grace College and Seminary Catalog | 2023-2025 
School of Business 
1 "
FIN 3170,"Money, Banking & Fixed Income ",0,FIN 4280 Investments 
FIN 4530,International Finance & Economics ,0,"FIN 4610 Advanced Financial Topics & Mathematics 
 Choose two of the following: 
     ACC3110 Intermediate Accounting I 
      ACC 3320 Intermediate Managerial Accounting 
     FIN3350 Entrepreneurial Finance 
      ACC3300 Introduction to Tax 
     MAT3200 Probability & Statistics 
Grace College and Seminary Catalog | 2023-205 
 
Business 
 4 "
FIN 4530,International Finance & Economics ,0,"ICS 3110 Intercultural Communication 
 ICS3210 Applied Cultural Anthropology "
MKT 4300,International Marketing ,0,"Choose one of the following: 
  STA-XXXX Study Abroad (6 APL) 
  BUS4960- International Internship (6 APL) 
 
MANAGEMENT  
   Management Specialization (21 credits): 
    MGT2650 Leadership & Motivation 
     MGT4240 Human Resources Management 
      MGT3405 Organizational Behavior 
     MKT4100 Product Management 
     BUS2750 Entrepreneurship & Service Practicum 
    Choose two of the following: 
      BUS3260 Small Business Entrepreneurship 
      BUS3510 Innovation & Design for Business 
      MGT3310 Global Supply Chain Management 
      MKT4190 Sales/Sales Management 
      COM2700 Public Relations Principles  
      ICS3110 Intercultural Communication   
 
 Project Management Concentration (21 credits):  
 MGT2650 Leadership & Motivation 
 MGT3310 Global Supply Chain Management 
 MGT3405 Organizational Behavior 
 LPM2110 Introduction to Project Management 
 LPM2130 Project Planning 
 LPM3110 Project Execution, Monitoring, & Control 
 LPM4110 Advanced Project Management – Practicum 
 
 Supply Chain Management Concentration (21 credits): 
 MGT2650 Leadership & Motivation 
 MGT3310 Global Supply Chain Management 
 MGT3405 Organizational Behavior 
 LSC2110 Introduction to Project Management 
 LSC2130 Forecasting and Logistics 
 LSC3110 Sourcing and Operations 
 LSC4110 Advanced Logistics Management- Practicum 
 
  
Grace College and Seminary Catalog | 2023-205 
 
Business 
 5 "
BUS 2750,Entrepreneurship & Service Practicum ,0,"     MGT3405 Organizational Behavior 
Grace College and Seminary Catalog | 2023-205 
 
Business 
 9 "
BUS 3260,Small Business Entrepreneurship ,21,"     MGT3480 Operations & Production Management 
     BUS3510 Innovation & Design for Business 
 
MARKETING MINOR 
The requirement for the minor in Marketing is 21 hours including 
MKT2150 Marketing Principles "
MKT 2500,Digital Marketing ,0,"MKT3270 Consumer Behavior 
MKT4150 Marketing Research 
MKT4170 Advanced Marketing 
Choose three of the following: 
      MKT3430 Advertising and Promotion 
MKT3550 Services & Nonprofit Marketing 
MKT4100 Product Management 
MKT4190 Sales and Sales Management "
MKT 4300,International Marketing ,0," 
 
ACADEMIC POLICIES 
GRADE AND GRADE-POINT AVERAGE REQUIREMENTS 
Beginning students must complete the Foundations of Business course as soon as they 
declare any major in the Business Department. Students who receive a failing grade must 
retake Foundations of Business the next time it is available before scheduling additional 
business courses.  Students who do not successfully complete the Foundations of Business 
course on their second attempt, will not be permitted to continue in the School of Business. 
 
After Foundations of Business, students typically take Principles of Management, Marketing 
Principles, Financial Accounting, and Managerial Accounting. (The order of these courses is 
flexible, but Managerial Accounting must be taken after Financial Accounting.)  To proceed 
in the School of Business, students must have a grade point average of 2.2 (C+) across these 
first five courses.  If a student should happen to fail any course in the School of Business 
twice, they may not continue in the program unless granted permission after review by the 
faculty.  To graduate, students must have an overall gpa of 2.0 and a 2.2 gpa in their major. 
 
Students who wish to participate in the blended MBA program must have an 
undergraduate gpa of 3.0 or higher to qualify for admission into the MBA program and to 
maintain a gpa of 3.0 or above to continue in the MBA program.  Blended MBA students 
must also maintain a 3.0 gpa in the MBA program to remain enrolled in the program. 
 
 
Grace College and Seminary Catalog | 2023-205 
 
Business 
 10 "
ACC 2110,Financial Accounting ,Three,"Develops an understanding and application of basic financial accounting principles. Emphasis on building 
and using basic financial statements and a manager’s use of accounting data. This course and ACC2120 
together serve as the first year of accounting. Three hours. 
 "
ACC 2120,Managerial Accounting ,Three,"The study of the managerial aspects of accounting and finance. Includes an in-depth study of the 
statement of cash flows, analysis of financial statements, product cost management, and cash 
budgeting. Prerequisite: ACC2110. Three hours. 
 "
ACC 3110,3120 Intermediate Accounting I and II ,Three,"Integrates accounting theories and concepts in the preparation of financial statements. During the two 
semesters, students encounter a detailed study of the balance sheet, income statement, and statement 
of cash flows. Prerequisite: ACC2110. Three hours each. 
 "
ACC 3210,Cost Accounting ,Three,"Emphasis on job order cost, process cost, and standard cost systems as well as the use of cost data in 
decision making. Prerequisite: ACC2120. Three hours. 
 "
ACC 3270,Financial Planning (cross listed with FIN 3270) ,Three,"To acquaint the student with the principles and concepts of basic financial planning and personal 
finance, with both theoretical and personal application.  Dave Ramsey’s College curriculum is used in 
this course.  Prerequisite: ACC2110.  Three hours. 
 
 ACC 3300 Introduction to Tax 
This course provides an introduction to tax concepts and the structure of the federal income tax 
system.  It prepares students to help with the Volunteer Income Tax Assistance (VITA) program at 
Grace College and provides an introduction to corporate income tax concepts. Prerequisite: ACC 
2110. Three hours. 
 "
ACC 3320,Intermediate Managerial Accounting ,Three,"This course provides a more in-depth review of managerial accounting concepts including process 
costing, job order costing, economic order quantity, budgeting, and data analytics used to help with 
these processes.  Prerequisite: ACC 2120. Three hours. 
 
ACC3450 Accounting Information Systems 
This course helps students understand how technology is used in accounting to record, report, and 
analyze accounting information.   Prerequisite: ACC 2110. Three hours. 
 "
ACC 4110,Advanced Accounting  ,Three,"The emphasis of this course is business combinations (consolidations) partnerships, estates and trusts, 
and international accounting concepts. Prerequisite: ACC3110. Three hours. 
 
 
Grace College and Seminary Catalog | 2023-205 
 
Business 
 11 "
ACC 4310,Auditing Principles  ,Three,"Emphasis on the principles underlying the verification of financial statements by independent public 
accountants and the auditor’s report. Prerequisites: ACC3110 and ACC3120. Three hours. 
 "
ACC 4420,Advanced Managerial Accounting ,Three,"This course studies more advanced managerial accounting concepts not covered in Intermediate 
Managerial Accounting.  Prerequisite: ACC 3320. Three hours 
 "
ACC 4430,Governmental & NFP Accounting ,Three,"This course takes an in-depth review of the specifics of how governments are required to report 
accounting information.  It also studies non-for-profit entities and how these organizations report 
information to interested parties since the emphasis of NFP organization is using funds, not 
generating excess profits.  Prerequisite: ACC 3110. Three hours. 
 "
ACC 4520,Individual Compliance Planning ,Three,"This course is an in-depth study of the tax code for individuals.  It includes tax planning for 
individuals and more complex issues related for Form 1040.  Prerequisite: ACC 3300. Three hours. 
 
ACC4530 Tax Compliance & Planning 
This course is an in-depth study of the tax code related to corporate, partnership, and other 
business entities.  Prerequisite: ACC 3300. Three hours 
 "
ACC 4910–4980,Accounting Internship ,four,"Open to qualified junior and senior accounting majors who are placed with cooperating firms to receive 
training in this discipline. Periodic reports and evaluations are submitted by the firm and the student. 
Prerequisite: relevant course work and approval by department chair. One to four hours. (One to eight 
hours Applied Learning Credit) "
ACC 4990,Accounting Internship ,Nine,"Open to qualified junior and senior accounting majors who are placed with cooperating public 
accounting firms to receive training in this discipline.  Periodic reports and evaluations are submitted by 
the firm and the student.  Prerequisite: relevant course work and approval by department chair.  Nine 
hours. (Nine Applied Learning Credits) 
 
BUSINESS ADMINISTRATION 
 "
BUS 1010,Foundations of Business ,Three,"Business Foundations serves as a broad overview and introduction to the field of business, as well as to 
the faculty of the School of Business and the academic requirements of the business program at Grace 
College.  This course explores the foundational truths of the marketplace required for our system of 
business to function, although imperfectly, and serve the needs of those around us.  The roles of 
freedom, economics, government, and faith will be key discussion points.  The course examines these 
foundations from a biblical perspective to understand more fully how God would have us “do business.”   
Three hours 
 
 
Grace College and Seminary Catalog | 2023-205 
 
Business 
 12 "
BUS 2230,Economics ,Three,"The role of Christians in the marketplace is discussed with consideration of economic reasoning and 
methodology through examination of fundamental concepts in micro- and macroeconomics and 
through extension and applications of economic theory. Examination of the general functioning of a 
price system using fundamentals of supply and demand is evaluated. Exploration of the variety of 
market forms, theory of factor incomes and the effects of government intervention to promote 
efficiency and equity occurs.  Three hours. 
 "
BUS 2750,Entrepreneurship & Service Practicum ,Three,"Students will apply concepts learned in common professional component courses to start and run a 
business.  A business plan will be written, a loan obtained and products commercialized within the 
semester.  Each student company will also serve a local nonprofit organization with their time, talent 
and company profits.  Pre/Corequisites: ACC 2110, MGT 2430, & MKT 2150 or permission by the 
instructor.  Three hours.   
 "
BUS 3050,Business Spreadsheet Applications ,Three,"Students advance their skill and confidence in using the workbook, database and output capabilities of 
Microsoft Excel. Focus is on understanding the advanced features of Excel and key issues of design and 
advanced output capabilities of spreadsheet programs. Three hours. 
 "
BUS 3130,Business Law I ,Three,"Basic legal principles which control modern business transactions. Deals with such topics as contracts, 
agencies, employment, negotiable instruments, property, sales, and business relations with 
government. Three hours. 
 "
BUS 3260,Small Business Entrepreneurship ,Three,"Applying the fundamentals of small business to the planning, organizing, leading, and controlling to the 
specific requirements of small business marketing, finance, production, and personnel. Practical application 
and case study are emphasized. Three hours. 
 "
BUS 3510,Innovation and Design for Business ,60,"An introduction into the invention, design, and prototype processes leading to the launch of a new 
product.  This includes the importance of new ideas and innovation within the organization with a focus 
on Entrepreneurship, and a discussion of the strategies necessary for challenging innovative concepts 
and driving creativity throughout an organization. Prerequisite: Students must have completed a 
minimum of 60 hours of college credit. Three hours 
 "
BUS 3570,Fundamentals of International Business ,Three,"An awareness of the global business environment is essential. This survey course introduces various 
facets of international business, its application to the domestic concern, and national economy. Areas 
reviewed include the role and impact of multi-national corporations, cross cultural factors, and global 
strategies. Prerequisite: MGT2430. Three hours. 
 "
BUS 3600,Business Plan Competition Practicum ,Three,"Develop the skill sets required to create a professionally viable business plan and participate in the 
Business Plan Competition.  These components include the Executive Summary, Company Description, 
Target Market, Competitive Analysis, Marketing and Sales Plan, Operations Plan, Management Team 
and Financials.  Three hours. 
 
Grace College and Seminary Catalog | 2023-205 
 
Business 
 13 "
BUS 3610,Business Plan Competition Lab ,0,"Receive mentoring from advisors, faculty and Service Core of Retired Executives (SCORE) in a lab setting.  
This includes placing the components of a business plan into a narrative and presentation format for the 
Business Plan Competition held in the Spring semester each school year.   0 hours.    
 "
BUS 3630,Methods of Teaching Business ,Three,"A presentation of the principles and techniques used in teaching business courses. Includes the study of 
various learning theories as well as various curriculum materials available. Will involve field experiences. 
Three hours. 
 "
BUS 3670,Special Topics in Business ,three,"This course in the School of Business offers experimental courses and instructional opportunities before 
putting them into the permanent system.  Occasionally, instruction in cutting edge business topics by 
outside experts will also be offered.  Permission by the Faculty of Record.  One to three hours.  
 "
BUS 4220,Biblical Basis of Business ,Three,"This course examines the biblical treatment of critical topics in business and economics.  This 
examination provides a foundation for developing a framework for understanding business 
from a biblical perspective and for acting consistently within that perspective.  The course 
develops a macro-level framework for the biblical understanding of the role of business 
organizations and the role of business professionals within those operations.  This course 
complements the micro-level biblical frameworks developed in the discipline specific business 
courses.  This content is designed to challenge the thinking of the student about how they will 
integrate their understanding of scriptural truth into creating an ethical life walk in a business 
setting. Prerequisite: Senior status (within two semesters of graduation) or permission.  Three 
hours. 
 "
BUS 4570,Topics in International Business ,Three,"This course is intended to integrate the field experiences and presentations by guest faculty in the areas 
of international business with the current developments and literature. Students will be expected to 
prepare analytical reports on the various firms and institutions visited in the program. Major topics 
included in reading and discussion in this course are the role of the multinational firm in the world 
economy, international business strategy, organizational behavior and international investment and 
financial management. Offered in conjunction with International Business Institute. See department 
chair. Prerequisite: completion of junior year. Three hours. 
 "
BUS 4710–4730,Practicum in Business ,of,"A course designed to give selected business majors practical experience in a variety of organizational 
settings. Involvement will vary according to the nature of the practicum, type of business consulted and 
the number of hours approved by the practicum committee. Prerequisite: Approval by Dean.  One to 
three hours. (One to Three Applied Learning Credits) 
 
 
 
 
 
 
 
Grace College and Seminary Catalog | 2023-205 
 
Business 
 14 "
BUS 4760,Practicum in Business II ,of,"A course designed for the second three-hour experience for selected business majors.  Involvement will 
vary according to the nature of the practicum, type of business consulted and the number of hours 
approved by the practicum committee.  Prerequisite:  Approval by Dean.  Three hours. (Three Applied 
Learning Credits) 
 "
BUS 4780,Practicum in Entrepreneurship ,of,"A course designed to give selected business majors practical experience in a variety of entrepreneurial 
settings.  Involvement will vary according to the nature of the practicum, type of business consulted and 
the number of hours approved by the practicum committee.  Prerequisite:  Approval by Dean.  Three 
hours. (Three Applied Learning Credits) 
 "
BUS 4800,Senior Seminar in Management ,Three,"Students make management decisions on finance, production, and marketing for companies in a 
competitive market, giving consideration to economic forecast, relative position of company, and 
company objectives. The student should have taken most of the major course requirements before 
enrolling in this course. Prerequisite: Senior status (within 2 semesters of graduation) or permission. 
Three hours.  
 "
BUS 4910–4940,Business Internship I ,four,"Open to qualified junior and senior business majors who are employed by cooperating firms to receive 
training in business. Periodic reports and evaluations are submitted by the firm and the students. 
Prerequisite: Approval by department chair. Prerequisite:  Approval by Dean.  One to four hours. (One to 
four Applied Learning Credits) 
 "
BUS 4950–4960,Business Internship II ,six,"Open to qualified junior and senior business majors who are employed by cooperating firms to receive 
training in business. Periodic reports and evaluations are submitted by the firm and the students. 
Prerequisite: Approval by Dean.  Five or six hours. (Five or six Applied Learning Credits) 
 
FINANCE "
FIN 3170,"Money, Banking & Fixed Income ",Three,"The study of the principles of money, banking, and credit with emphasis on monetary theory and policy 
and their role in domestic and international economics. Prerequisites: FIN3240. Three hours. 
 "
FIN 3240,Corporate Finance ,Three,"This foundational course explores corporate financial topics such as financial statement analysis, net 
present value, corporate valuation, the stock market, the bond market, financial governance and the 
role of the CFO in managing a business.  This course provides a practical approach to the discipline. 
Prerequisite: ACC2110. Three hours. 
 "
FIN 3270,Financial Planning (cross listed with ACC 3270) ,Three,"To acquaint the student with the principles and concepts of basic financial planning and personal 
finance, with both theoretical and personal application.  Dave Ramsey’s College curriculum is used in 
this course.   Prerequisites: ACC2110.  Three hours. 
 
 
Grace College and Seminary Catalog | 2023-205 
 
Business 
 15 "
FIN 3350,Entrepreneurial Finance ,Three,"This course focuses on funding and managing entrepreneurial ventures through the various stages of 
business growth.  The course will develop skills related to the creation and understanding of business 
models and the types of organizations and the various ways these organizations can be financed.  
Students will learn:  1) the value of pro forma financial planning and what if analysis; and 2) the various 
ways to fund and manage a growing firm with a particular emphasis on deal structure and risk/reward 
scenarios for different investor types.  The class will utilize cases based on real world companies from 
various industries to cover topics in investment analysis, financing the entrepreneurial firm, and 
financially managing the growing business.  Prerequisite:  FIN3240.  Three hours. 
 "
FIN 4280,Investments ,Three,"This course acquaints the student with the principles and concepts of investment portfolios and risk 
management. The student will learn about stocks, bonds, options and futures and the associated risks 
and potential returns of these investment alternatives.  The student will learn about the importance of 
diversification and the level of risk taking according to their own particular level of risk preference. 
Prerequisite: FIN3240. Three hours. 
 "
FIN 4530,International Finance & Economics ,Three," 
The course explores international finance in business, including strategy and motivation for direct 
foreign investment, international banking operations, lending and investment criteria, governmental 
programs to encourage exports, trade restrictions, foreign currency markets and exchange controls.  The 
course also covers why and how countries trade with each other. Topics include exchange rates, 
comparative advantage, tariffs and quotas and other trade restrictions, trade agreements, and the 
relation between trade and economic growth. Special problems of multinational firms are discussed.  
Prerequisite: FIN3240.  Three hours. "
FIN 4610,Advanced Financial Topics & Math ,3,"This course is designed to provide a practical application of corporate finance and mathematic skills to a 
variety of analyses commonly performed by CFO’s, investment bankers, actuaries, and corporate 
financial analysts.  Students will gather source data, and build and apply models typically used in 
practice.  This course also investigates the use of financial instruments and strategies to achieve a 
sustainable competitive advantage and create value.  The course explores the relationships amongst 
corporate strategy, corporate finance, and financial innovation.  Prerequisite:  FIN3240 and 3 hours in 
other FIN courses.  Three hours. 
 "
FIN 4930,Internship in Finance ,Three,"Open to qualified junior & senior finance majors who are placed with cooperating firms to receive 
training in this discipline.  Periodic reports and evaluations are submitted by the student.  Prerequisite: 
relevant course work & approval by the Dean.  Three hours.  (Three Applied Learning Credits)  
 
INFORMATION SYSTEMS "
CSI 1151,Introduction to Computer Science ,Three,"This course exposes students to essential computer science topics including algorithms and introductory 
programming concepts including sequence, decision, and assignment and iteration.  This course 
assumes no prior knowledge. (BS Core elective – cross listed with ISM 1150) Three hours. 
 
Grace College and Seminary Catalog | 2023-205 
 
Business 
 16 "
ISM 1150,Introduction to Computer Science ,Three,"This course exposes students to essential computer science topics including algorithms and introductory 
programming concepts including sequence, decision, and assignment and iteration.  This course 
assumes no prior knowledge. Three hours. 
 "
ISM 2150,Object-Oriented Computer Programming ,Three,"This course builds on the concepts learned in ISM1150. Students will use an object-oriented 
programming language to build programs that solve given problems. Prerequisite: ISM1150. Three 
hours. 
 "
ISM 2200,Introduction to Networking ,Three,"This course is designed to introduce the student to the rapidly changing networking and data 
communications arena. Topics covered include the OSI model, LAN and WAN hardware and software, 
networked operating systems, protocols, design, and implementation. Prerequisite: ISM1150. Three 
hours. 
 "
ISM 2700,HTML and Web Development ,Three,"This course will focus on the creation, modification and implementation of Web pages using HTML and 
CSS. At successful completion of the course, the student will be able to design, build, and implement Web 
sites. Three hours. 
 "
ISM 3470,Business Information Systems ,Three,"This course focuses on the management of information systems within an organizational setting.  During 
the course, students will experience the systems development life cycle as they create an information 
system.  The course utilizes both object oriented and traditional methods for creating business models.  
Prerequisite:  ISM2150, ISM3400.  Three hours. 
 "
ISM 3500,Data Structures ,Three,"A discussion of fundamental data structures and algorithms for implementing them.  Includes coverage 
of stacks, queues, lists and trees along with algorithms for implementing these structures as a problem 
solution.  Prerequisites:  ISM2150, ISM3400.  Three hours. 
 "
ISM 3710,Special Topics in Information Systems ,One,"Given the dynamic nature of the Information System discipline, this course will allow us to offer 
instruction in cutting edge information system topics.  This course also allows the School of Business to 
offer experimental courses and instructional opportunities.  Permission by the Faculty of Record.  One 
hour. 
 "
ISM 3720,Special Topics in Information Systems ,Two,"Given the dynamic nature of the Information System discipline, this course will allow us to offer 
instruction in cutting edge information system topics.  This course also allows the School of Business to 
offer experimental courses and instructional opportunities.  Permission by the Faculty of Record.  Two 
hours. 
 
 
 
Grace College and Seminary Catalog | 2023-205 
 
Business 
 17 "
ISM 3730,Special Topics in Information Systems ,Three,"Given the dynamic nature of the Information System discipline, this course will allow us to offer 
instruction in cutting edge information system topics.  This course also allows the School of Business to 
offer experimental courses and instructional opportunities.  Permission by the Faculty of Record.  Three 
hours. 
 "
ISM 3800,Database Programming ,Three,"Students will learn a database language (sql) and then integrate it into programs that result in data-
driven web applications.  Prerequisites: ISM1150 or CSI1150, ISM2150 and ISM2700.  Three hours. 
 "
ISM 3910,- 3930 Independent Study in Information Systems ,three,"A directed study within a specific Information Systems or Computing topic.  Prerequisite:  Approval by 
department chair.  One to three hours. 
 "
ISM 4110,Client-side Programming ,Three,"Students will synthesize topics from a number of previous courses while focusing on the creation and 
implementation of browser-based client side applications.  The focus of the course will be manipulation 
of the document object model using a client-side scripting language.  Prerequisites:  ISM2150, ISM2700 
and ISM3400.  Three hours. 
 "
ISM 4200,Application Development Lab ,Three,"In this course, students will select, design, and develop a software application that solves a real-world 
problem. Prerequisite: ISM3800 or Instructor permission.  Three hours. 
 "
ISM 4930,Internship in Information Systems ,Three,"Open to qualified junior and senior information systems majors and minors who are employed by 
cooperating firms to receive training in the organizational use of information systems.  Periodic reports 
and evaluations are submitted by the firm and the student.  Prerequisite:  Approval by Dean.  Three 
hours. 
 
 
MANAGEMENT "
MGT 2430,Principles of Management ,Three,"Principles of Management will expose students to the history of management thought. It also 
introduces students to the principles of management from the perspective of planning, 
organizing, leading, and controlling.  Within a biblical framework, this course examines 
developments from scientific management to ethics, diversity, social responsibility, and 
glocalization.  Three hours. 
 "
